report_year,agency_code,agency_jurisdiction,population,violent_crimes,months_reported,crimes_percapita
1981,NY02900,"Nassau County, NY",1054349,1708,12,162
1981,LANPD00,"New Orleans, LA",571771,8121,12,1420.32
1981,NY03030,"New York City, NY",7070429,156946,12,2219.75
1981,NJNPD00,"Newark, NJ",332746,12320,12,3702.52
1981,CA00109,"Oakland, CA",347736,7036,12,2023.37
1981,OK05506,"Oklahoma City, OK",414523,4128,12,995.84
1981,NB02802,"Omaha, NE",322883,1583,12,490.27
1981,FL04804,"Orlando, FL",135812,2373,12,1747.27
1981,PAPEP00,"Philadelphia, PA",1686834,17616,12,1044.32
1981,AZ00723,"Phoenix, AZ",794983,6319,12,794.86
1981,PAPPD00,"Pittsburgh, PA",425632,5983,12,1405.67
1981,OR02602,"Portland, OR",369518,6452,12,1746.06
1981,MD01721,"Prince George's County, MD",564424,5571,12,987.02
1981,NC09201,"Raleigh, NC",151155,719,12,475.67
1981,CA03404,"Sacramento, CA",281854,3535,12,1254.2
1981,UT01803,"Salt Lake City, UT",169383,1268,12,748.6
1981,TXSPD00,"San Antonio, TX",820591,4651,12,566.79
1981,CA03711,"San Diego, CA",898109,6594,12,734.21
1981,CA03801,"San Francisco, CA",692092,12011,12,1735.46
1981,CA04313,"San Jose, CA",644823,4122,12,639.25
1981,WASPD00,"Seattle, WA",503697,5414,12,1074.85
1981,MOSPD00,"St. Louis, MO",454166,10364,12,2281.99
1981,NY05101,"Suffolk County, NY",1164699,1663,7,142.78
1981,FL02902,"Tampa, FL",285530,5674,12,1987.18
1981,AZ01003,"Tucson, AZ",340985,2810,12,824.08
1981,OK07205,"Tulsa, OK",367234,2678,12,729.24
1981,VA12800,"Virginia Beach, VA",265704,606,12,228.07
1981,DCMPD00,"Washington, DC",636000,14468,12,2274.84
1981,KS08703,"Wichita, KS",282465,1729,12,612.11
1981,,United States,,1361820,,593.5
1982,NM00101,"Albuquerque, NM",344962,2659,12,770.81
1982,TX22001,"Arlington, TX",173821,607,12,349.21
1982,GAAPD00,"Atlanta, GA",441103,10486,12,2377.22
1982,CO00101,"Aurora, CO",167408,1406,12,839.86
1982,TX22701,"Austin, TX",370331,1532,12,413.68
1982,MD00301,"Baltimore County, MD",662646,6539,12,986.8
1982,MDBPD00,"Baltimore, MD",798175,16683,12,2090.14
1982,MA01301,"Boston, MA",567758,10970,12,1932.16
1982,NY01401,"Buffalo, NY",360493,3557,12,986.7
1982,NC06001,"Charlotte, NC",320119,4100,12,1280.77
1982,ILCPD00,"Chicago, IL",3010862,26404,12,876.96
1982,OHCIP00,"Cincinnati, OH",383975,3757,12,978.45
1982,OHCLP00,"Cleveland, OH",573944,9386,12,1635.35
1982,OHCOP00,"Columbus, OH",563680,4590,12,814.29
1982,TXDPD00,"Dallas, TX",970624,13053,12,1344.8
1982,CODPD00,"Denver, CO",517638,4935,12,953.37
1982,MI82349,"Detroit, MI",1181868,23746,12,2009.19
1982,TX07102,"El Paso, TX",458429,3922,12,855.53
1982,VA02901,"Fairfax County, VA",586631,966,12,164.67
1982,TX22012,"Fort Worth, TX",412661,4901,12,1187.66
1982,CA01005,"Fresno, CA",226300,2182,12,964.21
1982,HI00200,"Honolulu, HI",785181,2151,12,273.95
1982,TXHPD00,"Houston, TX",1679607,17801,12,1059.83
1982,INIPD00,"Indianapolis, IN",462657,4341,12,938.28
1982,FL01602,"Jacksonville, FL",590957,5643,12,954.89
1982,MOKPD00,"Kansas City, MO",451397,6729,12,1490.71
1982,NV00201,"Las Vegas, NV",424252,4470,12,1053.62
1982,CA01941,"Long Beach, CA",374974,4498,12,1199.55
1982,CA01900,"Los Angeles County, CA",1071752,11870,12,1107.53
1982,CA01942,"Los Angeles, CA",3101979,53957,12,1739.44
1982,KY05680,"Louisville, KY",,,,
1982,TNMPD00,"Memphis, TN",659913,7609,12,1153.03
1982,AZ00717,"Mesa, AZ",157634,705,12,447.24
1982,FL01300,"Miami-Dade County, FL",843210,12088,12,1433.57
1982,FL01306,"Miami, FL",365506,9963,12,2725.81
1982,WIMPD00,"Milwaukee, WI",645231,3593,12,556.85
1982,MN02711,"Minneapolis, MN",376704,4247,12,1127.41
1982,MD01604,"Montgomery County, MD",528399,1719,12,325.32
1982,TN01901,"Nashville, TN",462507,3248,12,702.26
1982,NY02900,"Nassau County, NY",1058247,1685,12,159.23
1982,LANPD00,"New Orleans, LA",579338,8604,12,1485.14
1982,NY03030,"New York City, NY",7096559,143943,12,2028.35
1982,NJNPD00,"Newark, NJ",334414,10704,12,3200.82
1982,CA00109,"Oakland, CA",355868,6609,12,1857.15
1982,OK05506,"Oklahoma City, OK",425093,4286,12,1008.25
1982,NB02802,"Omaha, NE",324936,2450,12,753.99
1982,FL04804,"Orlando, FL",139152,2662,12,1913.02
1982,PAPEP00,"Philadelphia, PA",1687556,17511,12,1037.65
1982,AZ00723,"Phoenix, AZ",814054,5431,12,667.15
1982,PAPPD00,"Pittsburgh, PA",425814,5391,12,1266.05
1982,OR02602,"Portland, OR",369796,6484,12,1753.4
1982,MD01721,"Prince George's County, MD",564955,5053,12,894.41
1982,NC09201,"Raleigh, NC",152882,886,12,579.53
1982,CA03404,"Sacramento, CA",288446,2988,12,1035.9
1982,UT01803,"Salt Lake City, UT",173630,1279,12,736.62
1982,TXSPD00,"San Antonio, TX",849791,5905,12,694.88
1982,CA03711,"San Diego, CA",919113,5835,12,634.85
1982,CA03801,"San Francisco, CA",708278,11615,12,1639.89
1982,CA04313,"San Jose, CA",659903,3616,12,547.96
1982,WASPD00,"Seattle, WA",507643,5120,12,1008.58
1982,MOSPD00,"St. Louis, MO",455362,10069,12,2211.21
1982,NY05101,"Suffolk County, NY",1169000,2081,8,178.02
1982,FL02902,"Tampa, FL",292551,5736,12,1960.68
1982,AZ01003,"Tucson, AZ",349165,2925,12,837.71
1982,OK07205,"Tulsa, OK",376599,2704,12,718.01
1982,VA12800,"Virginia Beach, VA",268887,646,12,240.25
1982,DCMPD00,"Washington, DC",631000,13397,12,2123.14
1982,KS08703,"Wichita, KS",285665,1695,12,593.35
1982,,United States,,1322390,,570.8
1983,NM00101,"Albuquerque, NM",355163,2954,12,831.73
1983,TX22001,"Arlington, TX",178871,585,12,327.05
1983,GAAPD00,"Atlanta, GA",448635,9326,12,2078.75
1983,CO00101,"Aurora, CO",172575,1706,12,988.56
1983,TX22701,"Austin, TX",381091,1534,12,402.53
1983,MD00301,"Baltimore County, MD",668705,6012,12,899.05
1983,MDBPD00,"Baltimore, MD",805527,16132,12,2002.66
1983,MA01301,"Boston, MA",566551,11365,12,2006
1983,NY01401,"Buffalo, NY",360656,3297,12,914.17
1983,NC06001,"Charlotte, NC",323704,4267,12,1318.18
1983,ILCPD00,"Chicago, IL",3021203,39776,12,1316.56
1983,OHCIP00,"Cincinnati, OH",382373,3339,12,873.23
1983,OHCLP00,"Cleveland, OH",571827,7798,12,1363.7
1983,OHCOP00,"Columbus, OH",561328,4197,12,747.69
1983,TXDPD00,"Dallas, TX",998827,11478,12,1149.15
1983,CODPD00,"Denver, CO",533732,4379,12,820.45
1983,MI82349,"Detroit, MI",1176968,25527,12,2168.88
1983,TX07102,"El Paso, TX",471749,4275,12,906.2
1983,VA02901,"Fairfax County, VA",592933,794,12,133.91
1983,TX22012,"Fort Worth, TX",424651,5104,12,1201.93
1983,CA01005,"Fresno, CA",230418,1913,12,830.23
1983,HI00200,"Honolulu, HI",808092,2136,12,264.33
1983,TXHPD00,"Houston, TX",1728783,15919,12,920.82
1983,INIPD00,"Indianapolis, IN",463455,4139,12,893.07
1983,FL01602,"Jacksonville, FL",605934,5670,12,935.75
1983,MOKPD00,"Kansas City, MO",453128,7452,12,1644.57
1983,NV00201,"Las Vegas, NV",429080,3564,12,830.61
1983,CA01941,"Long Beach, CA",381798,4679,12,1225.52
1983,CA01900,"Los Angeles County, CA",1084868,11493,12,1059.39
1983,CA01942,"Los Angeles, CA",3158688,53435,12,1691.68
1983,KY05680,"Louisville, KY",,,,
1983,TNMPD00,"Memphis, TN",664883,7564,12,1137.64
1983,AZ00717,"Mesa, AZ",163310,798,12,488.64
1983,FL01300,"Miami-Dade County, FL",864762,11795,12,1363.96
1983,FL01306,"Miami, FL",374769,9784,12,2610.67
1983,WIMPD00,"Milwaukee, WI",643473,3720,12,578.11
1983,MN02711,"Minneapolis, MN",377850,3487,12,922.85
1983,MD01604,"Montgomery County, MD",533230,1449,12,271.74
1983,TN01901,"Nashville, TN",465887,3289,12,705.97
1983,NY02900,"Nassau County, NY",1058726,1493,11,141.02
1983,LANPD00,"New Orleans, LA",589508,8048,12,1365.21
1983,NY03030,"New York City, NY",7100063,132653,12,1868.34
1983,NJNPD00,"Newark, NJ",336016,9327,12,2775.76
1983,CA00109,"Oakland, CA",362344,6777,12,1870.32
1983,OK05506,"Oklahoma City, OK",441281,4685,12,1061.68
1983,NB02802,"Omaha, NE",327276,2390,12,730.27
1983,FL04804,"Orlando, FL",142678,2215,12,1552.45
1983,PAPEP00,"Philadelphia, PA",1692364,16973,12,1002.92
1983,AZ00723,"Phoenix, AZ",843415,5270,12,624.84
1983,PAPPD00,"Pittsburgh, PA",426890,5605,12,1312.98
1983,OR02602,"Portland, OR",371706,6879,12,1850.66
1983,MD01721,"Prince George's County, MD",570120,4817,12,844.91
1983,NC09201,"Raleigh, NC",154482,879,12,569
1983,CA03404,"Sacramento, CA",293695,3080,12,1048.71
1983,UT01803,"Salt Lake City, UT",180892,1163,12,642.93
1983,TXSPD00,"San Antonio, TX",874483,5327,12,609.16
1983,CA03711,"San Diego, CA",935840,5451,12,582.47
1983,CA03801,"San Francisco, CA",721168,10117,12,1402.86
1983,CA04313,"San Jose, CA",671913,3460,12,514.95
1983,WASPD00,"Seattle, WA",514319,4818,12,936.77
1983,MOSPD00,"St. Louis, MO",457262,8461,12,1850.36
1983,NY05101,"Suffolk County, NY",1169529,2259,11,193.15
1983,FL02902,"Tampa, FL",299965,5053,12,1684.53
1983,AZ01003,"Tucson, AZ",361739,2776,12,767.4
1983,OK07205,"Tulsa, OK",391101,2404,12,614.67
1983,VA12800,"Virginia Beach, VA",271775,587,12,215.99
1983,DCMPD00,"Washington, DC",623000,11933,12,1915.41
1983,KS08703,"Wichita, KS",287807,1385,12,481.23
1983,,United States,,1258087,,538.1
1984,NM00101,"Albuquerque, NM",356366,3615,12,1014.41
1984,TX22001,"Arlington, TX",191475,765,12,399.53
1984,GAAPD00,"Atlanta, GA",442951,10525,12,2376.11
1984,CO00101,"Aurora, CO",191159,1822,12,953.13
1984,TX22701,"Austin, TX",385237,1648,12,427.79
1984,MD00301,"Baltimore County, MD",671586,6111,12,909.94
1984,MDBPD00,"Baltimore, MD",788604,15581,12,1975.77
1984,MA01301,"Boston, MA",565192,10557,12,1867.86
1984,NY01401,"Buffalo, NY",352015,3316,12,942.01
1984,NC06001,"Charlotte, NC",331992,4431,12,1334.67
1984,ILCPD00,"Chicago, IL",3012524,60579,0,2010.91
1984,OHCIP00,"Cincinnati, OH",378800,3447,12,909.98
1984,OHCLP00,"Cleveland, OH",556931,7332,12,1316.5
1984,OHCOP00,"Columbus, OH",568609,4352,12,765.38
1984,TXDPD00,"Dallas, TX",987696,12110,12,1226.09
1984,CODPD00,"Denver, CO",524171,4100,12,782.19
1984,MI82349,"Detroit, MI",1133647,26567,12,2343.5
1984,TX07102,"El Paso, TX",465748,3730,12,800.86
1984,VA02901,"Fairfax County, VA",626134,868,12,138.63
1984,TX22012,"Fort Worth, TX",420050,5452,12,1297.94
1984,CA01005,"Fresno, CA",254649,1994,12,783.04
1984,HI00200,"Honolulu, HI",810772,1950,12,240.51
1984,TXHPD00,"Houston, TX",1805783,15155,12,839.25
1984,INIPD00,"Indianapolis, IN",471622,4366,12,925.74
1984,FL01602,"Jacksonville, FL",582421,6228,12,1069.33
1984,MOKPD00,"Kansas City, MO",450489,7167,12,1590.94
1984,NV00201,"Las Vegas, NV",438264,3309,12,755.02
1984,CA01941,"Long Beach, CA",386421,4243,12,1098.03
1984,CA01900,"Los Angeles County, CA",1078849,10898,12,1010.15
1984,CA01942,"Los Angeles, CA",3144256,51442,12,1636.06
1984,KY05680,"Louisville, KY",,,,
1984,TNMPD00,"Memphis, TN",654666,9158,12,1398.88
1984,AZ00717,"Mesa, AZ",181287,871,12,480.45
1984,FL01300,"Miami-Dade County, FL",883352,13052,12,1477.55
1984,FL01306,"Miami, FL",400646,10928,12,2727.59
1984,WIMPD00,"Milwaukee, WI",632458,3456,12,546.44
1984,MN02711,"Minneapolis, MN",370866,3883,12,1047.01
1984,MD01604,"Montgomery County, MD",549800,1540,12,280.1
1984,TN01901,"Nashville, TN",475744,3104,12,652.45
1984,NY02900,"Nassau County, NY",1057700,1923,12,181.81
1984,LANPD00,"New Orleans, LA",576071,8687,12,1507.97
1984,NY03030,"New York City, NY",7167121,132292,12,1845.82
1984,NJNPD00,"Newark, NJ",324961,8580,12,2640.32
1984,CA00109,"Oakland, CA",358566,6388,12,1781.54
1984,OK05506,"Oklahoma City, OK",439249,4259,12,969.61
1984,NB02802,"Omaha, NE",357790,2410,12,673.58
1984,FL04804,"Orlando, FL",140541,2387,12,1698.44
1984,PAPEP00,"Philadelphia, PA",1667545,15599,12,935.45
1984,AZ00723,"Phoenix, AZ",870279,6372,12,732.18
1984,PAPPD00,"Pittsburgh, PA",415475,4564,12,1098.5
1984,OR02602,"Portland, OR",367055,7408,12,2018.23
1984,MD01721,"Prince George's County, MD",574838,4700,12,817.62
1984,NC09201,"Raleigh, NC",158028,947,12,599.26
1984,CA03404,"Sacramento, CA",300248,3252,12,1083.1
1984,UT01803,"Salt Lake City, UT",173136,1088,12,628.41
1984,TXSPD00,"San Antonio, TX",857070,5388,12,628.65
1984,CA03711,"San Diego, CA",952933,5931,12,622.39
1984,CA03801,"San Francisco, CA",719559,9372,12,1302.46
1984,CA04313,"San Jose, CA",685792,3295,12,480.47
1984,WASPD00,"Seattle, WA",497598,5553,12,1115.96
1984,MOSPD00,"St. Louis, MO",442528,7729,12,1746.56
1984,NY05101,"Suffolk County, NY",1175588,1650,8,140.36
1984,FL02902,"Tampa, FL",289355,5852,12,2022.43
1984,AZ01003,"Tucson, AZ",372146,2959,12,795.12
1984,OK07205,"Tulsa, OK",385394,2619,12,679.56
1984,VA12800,"Virginia Beach, VA",290678,618,12,212.61
1984,DCMPD00,"Washington, DC",623000,10725,12,1721.51
1984,KS08703,"Wichita, KS",291555,1328,12,455.49
1984,,United States,,1273282,,539.9
1985,NM00101,"Albuquerque, NM",357051,4105,12,1149.7
1985,TX22001,"Arlington, TX",218931,1110,12,507.01
1985,GAAPD00,"Atlanta, GA",436214,11610,12,2661.54
1985,CO00101,"Aurora, CO",198033,2250,12,1136.17
1985,TX22701,"Austin, TX",406469,2363,12,581.35
1985,MD00301,"Baltimore County, MD",679708,6775,12,996.75
1985,MDBPD00,"Baltimore, MD",771097,15498,12,2009.86
1985,MA01301,"Boston, MA",573131,11887,12,2074.05
1985,NY01401,"Buffalo, NY",339890,3411,12,1003.56
1985,NC06001,"Charlotte, NC",335690,4575,12,1362.86
1985,ILCPD00,"Chicago, IL",2998841,60011,12,2001.14
1985,OHCIP00,"Cincinnati, OH",370198,3275,12,884.66
1985,OHCLP00,"Cleveland, OH",546126,6580,12,1204.85
1985,OHCOP00,"Columbus, OH",565682,4392,12,776.41
1985,TXDPD00,"Dallas, TX",997467,14364,12,1440.05
1985,CODPD00,"Denver, CO",513048,4252,12,828.77
1985,MI82349,"Detroit, MI",1090581,25904,12,2375.25
1985,TX07102,"El Paso, TX",474870,3662,12,771.16
1985,VA02901,"Fairfax County, VA",651037,889,12,136.55
1985,TX22012,"Fort Worth, TX",424449,6352,12,1496.53
1985,CA01005,"Fresno, CA",275125,2311,12,839.98
1985,HI00200,"Honolulu, HI",817083,1801,12,220.42
1985,TXHPD00,"Houston, TX",1746375,16461,12,942.58
1985,INIPD00,"Indianapolis, IN",471656,4622,12,979.95
1985,FL01602,"Jacksonville, FL",601007,7301,12,1214.79
1985,MOKPD00,"Kansas City, MO",444942,8012,12,1800.68
1985,NV00201,"Las Vegas, NV",456749,3624,12,793.43
1985,CA01941,"Long Beach, CA",389728,4134,12,1060.74
1985,CA01900,"Los Angeles County, CA",1074561,10624,12,988.68
1985,CA01942,"Los Angeles, CA",3186459,52832,12,1658.02
1985,KY05680,"Louisville, KY",,,,
1985,TNMPD00,"Memphis, TN",654626,9738,12,1487.57
1985,AZ00717,"Mesa, AZ",202450,1121,12,553.72
1985,FL01300,"Miami-Dade County, FL",859660,13064,12,1519.67
1985,FL01306,"Miami, FL",385892,11186,12,2898.74
1985,WIMPD00,"Milwaukee, WI",621931,4056,12,652.16
1985,MN02711,"Minneapolis, MN",361021,5135,12,1422.35
1985,MD01604,"Montgomery County, MD",573982,1645,12,286.59
1985,TN01901,"Nashville, TN",481286,3376,12,701.45
1985,NY02900,"Nassau County, NY",1067327,1771,12,165.93
1985,LANPD00,"New Orleans, LA",561364,8222,12,1464.65
1985,NY03030,"New York City, NY",7183984,135152,12,1881.3
1985,NJNPD00,"Newark, NJ",316356,9736,12,3077.55
1985,CA00109,"Oakland, CA",362095,6703,12,1851.17
1985,OK05506,"Oklahoma City, OK",443575,4328,12,975.71
1985,NB02802,"Omaha, NE",362883,2498,12,688.38
1985,FL04804,"Orlando, FL",142025,2931,12,2063.72
1985,PAPEP00,"Philadelphia, PA",1640102,16209,12,988.29
1985,AZ00723,"Phoenix, AZ",890746,7521,12,844.35
1985,PAPPD00,"Pittsburgh, PA",400969,4353,12,1085.62
1985,OR02602,"Portland, OR",367571,8634,12,2348.93
1985,MD01721,"Prince George's County, MD",574412,5055,12,880.03
1985,NC09201,"Raleigh, NC",171814,1035,12,602.4
1985,CA03404,"Sacramento, CA",312944,3681,12,1176.25
1985,UT01803,"Salt Lake City, UT",164216,1083,12,659.5
1985,TXSPD00,"San Antonio, TX",862878,5393,12,625
1985,CA03711,"San Diego, CA",988284,6250,12,632.41
1985,CA03801,"San Francisco, CA",733456,9502,12,1295.51
1985,CA04313,"San Jose, CA",706062,3470,12,491.46
1985,WASPD00,"Seattle, WA",495190,6523,12,1317.27
1985,MOSPD00,"St. Louis, MO",431109,8642,12,2004.6
1985,NY05101,"Suffolk County, NY",1194000,2630,11,220.27
1985,FL02902,"Tampa, FL",285280,6855,12,2402.9
1985,AZ01003,"Tucson, AZ",381473,3713,12,973.33
1985,OK07205,"Tulsa, OK",374875,2902,12,774.12
1985,VA12800,"Virginia Beach, VA",312584,550,12,175.95
1985,DCMPD00,"Washington, DC",626000,10171,12,1624.76
1985,KS08703,"Wichita, KS",284915,1672,12,586.84
1985,,United States,,1327767,,558.1
1986,NM00101,"Albuquerque, NM",364196,4292,12,1178.49
1986,TX22001,"Arlington, TX",223106,1450,12,649.92
1986,GAAPD00,"Atlanta, GA",445617,13162,12,2953.66
1986,CO00101,"Aurora, CO",200189,2868,12,1432.65
1986,TX22701,"Austin, TX",414220,2667,12,643.86
1986,MD00301,"Baltimore County, MD",690668,6792,12,983.4
1986,MDBPD00,"Baltimore, MD",783542,15229,12,1943.61
1986,MA01301,"Boston, MA",574107,12395,12,2159.01
1986,NY01401,"Buffalo, NY",339685,3755,12,1105.44
1986,NC06001,"Charlotte, NC",339767,5487,12,1614.93
1986,ILCPD00,"Chicago, IL",3003105,68909,12,2294.59
1986,OHCIP00,"Cincinnati, OH",370482,3340,12,901.53
1986,OHCLP00,"Cleveland, OH",546544,7115,12,1301.82
1986,OHCOP00,"Columbus, OH",566115,5148,12,909.36
1986,TXDPD00,"Dallas, TX",1016488,19275,12,1896.23
1986,CODPD00,"Denver, CO",518625,4650,12,896.6
1986,MI82349,"Detroit, MI",1096947,27277,12,2486.63
1986,TX07102,"El Paso, TX",483925,4734,12,978.25
1986,VA02901,"Fairfax County, VA",658583,964,12,146.37
1986,TX22012,"Fort Worth, TX",432542,7870,12,1819.48
1986,CA01005,"Fresno, CA",281554,3426,12,1216.82
1986,HI00200,"Honolulu, HI",823306,2076,12,252.15
1986,TXHPD00,"Houston, TX",1779677,20576,12,1156.16
1986,INIPD00,"Indianapolis, IN",470591,4307,12,915.23
1986,FL01602,"Jacksonville, FL",616668,8003,12,1297.78
1986,MOKPD00,"Kansas City, MO",448237,9673,12,2158.01
1986,NV00201,"Las Vegas, NV",463158,3947,12,852.19
1986,CA01941,"Long Beach, CA",398983,4839,12,1212.83
1986,CA01900,"Los Angeles County, CA",1061016,11499,12,1083.77
1986,CA01942,"Los Angeles, CA",3260856,66378,12,2035.6
1986,KY05680,"Louisville, KY",,,,
1986,TNMPD00,"Memphis, TN",660255,10477,12,1586.81
1986,AZ00717,"Mesa, AZ",210702,1208,12,573.32
1986,FL01300,"Miami-Dade County, FL",901784,14934,12,1656.05
1986,FL01306,"Miami, FL",396374,11676,12,2945.7
1986,WIMPD00,"Milwaukee, WI",623278,6135,12,984.31
1986,MN02711,"Minneapolis, MN",362845,5959,12,1642.3
1986,MD01604,"Montgomery County, MD",583337,1630,12,279.43
1986,TN01901,"Nashville, TN",470906,4218,12,895.72
1986,NY02900,"Nassau County, NY",1063822,1978,12,185.93
1986,LANPD00,"New Orleans, LA",563927,9165,12,1625.21
1986,NY03030,"New York City, NY",7179609,143251,12,1995.25
1986,NJNPD00,"Newark, NJ",318801,10160,12,3186.94
1986,CA00109,"Oakland, CA",370556,6985,12,1885.01
1986,OK05506,"Oklahoma City, OK",444119,4239,12,954.47
1986,NB02802,"Omaha, NE",332368,2726,12,820.18
1986,FL04804,"Orlando, FL",145882,3416,12,2341.62
1986,PAPEP00,"Philadelphia, PA",1645144,17207,12,1045.93
1986,AZ00723,"Phoenix, AZ",927055,9238,12,996.49
1986,PAPPD00,"Pittsburgh, PA",402204,4707,12,1170.3
1986,OR02602,"Portland, OR",368439,8804,12,2389.54
1986,MD01721,"Prince George's County, MD",588222,5294,12,900
1986,NC09201,"Raleigh, NC",173901,1163,12,668.77
1986,CA03404,"Sacramento, CA",320256,4238,12,1323.32
1986,UT01803,"Salt Lake City, UT",166182,1246,12,749.78
1986,TXSPD00,"San Antonio, TX",879332,6237,12,709.29
1986,CA03711,"San Diego, CA",1011376,8522,12,842.61
1986,CA03801,"San Francisco, CA",750544,9506,12,1266.55
1986,CA04313,"San Jose, CA",722560,4020,12,556.36
1986,WASPD00,"Seattle, WA",501279,6790,12,1354.54
1986,MOSPD00,"St. Louis, MO",434298,9889,12,2277.01
1986,NY05101,"Suffolk County, NY",1190985,2595,11,217.89
1986,FL02902,"Tampa, FL",293030,8147,12,2780.26
1986,AZ01003,"Tucson, AZ",397023,3644,12,917.83
1986,OK07205,"Tulsa, OK",375335,3295,12,877.88
1986,VA12800,"Virginia Beach, VA",316959,736,12,232.21
1986,DCMPD00,"Washington, DC",626000,9422,12,1505.11
1986,KS08703,"Wichita, KS",286163,1531,12,535.01
1986,,United States,,1489169,,620.1
1987,NM00101,"Albuquerque, NM",371756,3845,12,1034.28
1987,TX22001,"Arlington, TX",251372,1412,12,561.72
1987,GAAPD00,"Atlanta, GA",429953,12893,12,2998.7
1987,CO00101,"Aurora, CO",219945,2700,12,1227.58
1987,TX22701,"Austin, TX",469542,2313,12,492.61
1987,MD00301,"Baltimore County, MD",681068,5544,12,814.02
1987,MDBPD00,"Baltimore, MD",764893,14295,12,1868.89
1987,MA01301,"Boston, MA",575882,11954,12,2075.77
1987,NY01401,"Buffalo, NY",325787,3555,12,1091.2
1987,NC06001,"Charlotte, NC",356596,5992,12,1680.33
1987,ILCPD00,"Chicago, IL",3018338,68368,12,2265.09
1987,OHCIP00,"Cincinnati, OH",371585,3167,12,852.29
1987,OHCLP00,"Cleveland, OH",548171,6964,12,1270.41
1987,OHCOP00,"Columbus, OH",567800,5381,12,947.69
1987,TXDPD00,"Dallas, TX",1009947,20086,12,1988.82
1987,CODPD00,"Denver, CO",509529,3841,12,753.83
1987,MI82349,"Detroit, MI",1091523,27778,12,2544.88
1987,TX07102,"El Paso, TX",494954,4332,12,875.23
1987,VA02901,"Fairfax County, VA",690273,965,12,139.8
1987,TX22012,"Fort Worth, TX",432305,7691,12,1779.07
1987,CA01005,"Fresno, CA",291855,3373,12,1155.71
1987,HI00200,"Honolulu, HI",832614,2258,12,271.19
1987,TXHPD00,"Houston, TX",1739999,18971,12,1090.29
1987,INIPD00,"Indianapolis, IN",478693,4543,12,949.04
1987,FL01602,"Jacksonville, FL",629887,9577,12,1520.43
1987,MOKPD00,"Kansas City, MO",444382,8423,12,1895.44
1987,NV00201,"Las Vegas, NV",481393,3884,12,806.83
1987,CA01941,"Long Beach, CA",406297,4660,12,1146.94
1987,CA01900,"Los Angeles County, CA",1096165,12325,12,1124.37
1987,CA01942,"Los Angeles, CA",3341726,63833,12,1910.18
1987,KY05680,"Louisville, KY",,,,
1987,TNMPD00,"Memphis, TN",659720,8833,12,1338.9
1987,AZ00717,"Mesa, AZ",262428,1293,12,492.71
1987,FL01300,"Miami-Dade County, FL",926139,15579,12,1682.14
1987,FL01306,"Miami, FL",385089,11309,12,2936.72
1987,WIMPD00,"Milwaukee, WI",607885,6008,12,988.34
1987,MN02711,"Minneapolis, MN",359371,5538,12,1541.03
1987,MD01604,"Montgomery County, MD",617920,1707,12,276.25
1987,TN01901,"Nashville, TN",487097,5253,12,1078.43
1987,NY02900,"Nassau County, NY",1052414,1866,12,177.31
1987,LANPD00,"New Orleans, LA",549536,7678,12,1397.18
1987,NY03030,"New York City, NY",7284319,148313,12,2036.06
1987,NJNPD00,"Newark, NJ",318402,8926,12,2803.37
1987,CA00109,"Oakland, CA",365983,6485,12,1771.94
1987,OK05506,"Oklahoma City, OK",441408,3798,12,860.43
1987,NB02802,"Omaha, NE",374934,2536,12,676.39
1987,FL04804,"Orlando, FL",150250,3411,12,2270.22
1987,PAPEP00,"Philadelphia, PA",1649364,17398,12,1054.83
1987,AZ00723,"Phoenix, AZ",933177,8181,12,876.68
1987,PAPPD00,"Pittsburgh, PA",389015,4318,12,1109.98
1987,OR02602,"Portland, OR",390845,8763,12,2242.07
1987,MD01721,"Prince George's County, MD",589824,1246,3,211.25
1987,NC09201,"Raleigh, NC",182750,1124,12,615.05
1987,CA03404,"Sacramento, CA",331728,3836,12,1156.37
1987,UT01803,"Salt Lake City, UT",159839,1090,12,681.94
1987,TXSPD00,"San Antonio, TX",920215,6092,12,662.02
1987,CA03711,"San Diego, CA",1040851,9112,12,875.44
1987,CA03801,"San Francisco, CA",767933,9298,12,1210.78
1987,CA04313,"San Jose, CA",730079,4378,12,599.66
1987,WASPD00,"Seattle, WA",494426,7096,12,1435.2
1987,MOSPD00,"St. Louis, MO",429414,9778,12,2277.06
1987,NY05101,"Suffolk County, NY",1191928,2817,12,236.34
1987,FL02902,"Tampa, FL",285856,8899,12,3113.11
1987,AZ01003,"Tucson, AZ",374546,3523,12,940.61
1987,OK07205,"Tulsa, OK",369961,3129,12,845.76
1987,VA12800,"Virginia Beach, VA",340158,718,12,211.08
1987,DCMPD00,"Washington, DC",622000,10016,12,1610.29
1987,KS08703,"Wichita, KS",290702,1566,12,538.7
1987,,United States,,1483999,,612.5
1988,NM00101,"Albuquerque, NM",378176,4275,12,1130.43
1988,TX22001,"Arlington, TX",251712,1388,12,551.42
1988,GAAPD00,"Atlanta, GA",444995,15911,12,3575.55
1988,CO00101,"Aurora, CO",219404,2625,12,1196.42
1988,TX22701,"Austin, TX",467423,2508,12,536.56
1988,MD00301,"Baltimore County, MD",692703,6515,12,940.52
1988,MDBPD00,"Baltimore, MD",763880,14721,12,1927.14
1988,MA01301,"Boston, MA",579921,12175,12,2099.42
1988,NY01401,"Buffalo, NY",323714,4271,12,1319.37
1988,NC06001,"Charlotte, NC",370492,6815,12,1839.45
