report_year,agency_code,agency_jurisdiction,population,violent_crimes,months_reported,crimes_percapita
1988,ILCPD00,"Chicago, IL",2994100,69318,12,2315.15
1988,OHCIP00,"Cincinnati, OH",377783,3199,12,846.78
1988,OHCLP00,"Cleveland, OH",544515,7333,12,1346.7
1988,OHCOP00,"Columbus, OH",588428,5802,12,986.02
1988,TXDPD00,"Dallas, TX",1017818,21135,12,2076.5
1988,CODPD00,"Denver, CO",500555,3634,12,725.99
1988,MI82349,"Detroit, MI",1086714,25805,12,2374.59
1988,TX07102,"El Paso, TX",501544,4505,12,898.23
1988,VA02901,"Fairfax County, VA",714952,986,12,137.91
1988,TX22012,"Fort Worth, TX",432889,7326,12,1692.35
1988,CA01005,"Fresno, CA",294695,3997,12,1356.32
1988,HI00200,"Honolulu, HI",838656,2186,12,260.66
1988,TXHPD00,"Houston, TX",1725421,19817,12,1148.53
1988,INIPD00,"Indianapolis, IN",483187,5635,12,1166.22
1988,FL01602,"Jacksonville, FL",645024,,0,
1988,MOKPD00,"Kansas City, MO",447461,8316,12,1858.49
1988,NV00201,"Las Vegas, NV",510941,4024,12,787.57
1988,CA01941,"Long Beach, CA",413667,5153,12,1245.69
1988,CA01900,"Los Angeles County, CA",1116009,12331,12,1104.92
1988,CA01942,"Los Angeles, CA",3402342,66736,12,1961.47
1988,KY05680,"Louisville, KY",,,,
1988,TNMPD00,"Memphis, TN",668935,8914,12,1332.57
1988,AZ00717,"Mesa, AZ",267642,1396,12,521.59
1988,FL01300,"Miami-Dade County, FL",937278,16436,0,1753.59
1988,FL01306,"Miami, FL",389720,12961,0,3325.72
1988,WIMPD00,"Milwaukee, WI",611140,5037,12,824.2
1988,MN02711,"Minneapolis, MN",364745,5500,12,1507.9
1988,MD01604,"Montgomery County, MD",691815,1884,12,272.33
1988,TN01901,"Nashville, TN",502759,5290,12,1052.19
1988,NY02900,"Nassau County, NY",1048192,2021,12,192.81
1988,LANPD00,"New Orleans, LA",538047,8923,12,1658.41
1988,NY03030,"New York City, NY",7346352,162916,12,2217.64
1988,NJNPD00,"Newark, NJ",319191,9733,12,3049.27
1988,CA00109,"Oakland, CA",367782,6049,12,1644.72
1988,OK05506,"Oklahoma City, OK",440136,3986,12,905.63
1988,NB02802,"Omaha, NE",377958,2774,12,733.94
1988,FL04804,"Orlando, FL",155673,3587,0,2304.19
1988,PAPEP00,"Philadelphia, PA",1657285,17082,12,1030.72
1988,AZ00723,"Phoenix, AZ",951717,8477,12,890.71
1988,PAPPD00,"Pittsburgh, PA",387190,4118,12,1063.56
1988,OR02602,"Portland, OR",387659,8686,12,2240.63
1988,MD01721,"Prince George's County, MD",598855,6014,12,1004.25
1988,NC09201,"Raleigh, NC",188308,1177,12,625.04
1988,CA03404,"Sacramento, CA",340483,3582,12,1052.03
1988,UT01803,"Salt Lake City, UT",162005,1036,12,639.49
1988,TXSPD00,"San Antonio, TX",935729,5273,12,563.52
1988,CA03711,"San Diego, CA",1073466,9171,12,854.34
1988,CA03801,"San Francisco, CA",753927,9667,12,1282.22
1988,CA04313,"San Jose, CA",732022,4689,12,640.55
1988,WASPD00,"Seattle, WA",505380,6879,12,1361.15
1988,MOSPD00,"St. Louis, MO",425187,10481,12,2465.03
1988,NY05101,"Suffolk County, NY",1195644,2984,10,249.57
1988,FL02902,"Tampa, FL",293732,,0,
1988,AZ01003,"Tucson, AZ",383174,3527,12,920.47
1988,OK07205,"Tulsa, OK",373602,3462,12,926.65
1988,VA12800,"Virginia Beach, VA",355562,717,12,201.65
1988,DCMPD00,"Washington, DC",620000,11913,12,1921.45
1988,KS08703,"Wichita, KS",292733,1655,12,565.36
1988,,United States,,1566221,,640.6
1989,NM00101,"Albuquerque, NM",384801,4696,12,1220.37
1989,TX22001,"Arlington, TX",259796,1550,12,596.62
1989,GAAPD00,"Atlanta, GA",426482,16852,12,3951.4
1989,CO00101,"Aurora, CO",219780,2859,12,1300.85
1989,TX22701,"Austin, TX",468907,2605,12,555.55
1989,MD00301,"Baltimore County, MD",700068,7237,12,1033.76
1989,MDBPD00,"Baltimore, MD",763138,15618,12,2046.55
1989,MA01301,"Boston, MA",580095,12919,12,2227.05
1989,NY01401,"Buffalo, NY",314284,4479,12,1425.14
1989,NC06001,"Charlotte, NC",372612,7640,12,2050.39
1989,ILCPD00,"Chicago, IL",2988260,73590,12,2462.64
1989,OHCIP00,"Cincinnati, OH",372282,3690,12,991.18
1989,OHCLP00,"Cleveland, OH",523906,7965,12,1520.31
1989,OHCOP00,"Columbus, OH",572341,5986,12,1045.88
1989,TXDPD00,"Dallas, TX",996320,21228,12,2130.64
1989,CODPD00,"Denver, CO",494589,3572,12,722.22
1989,MI82349,"Detroit, MI",1039599,24956,12,2400.54
1989,TX07102,"El Paso, TX",515607,4722,12,915.81
1989,VA02901,"Fairfax County, VA",742741,1047,12,140.96
1989,TX22012,"Fort Worth, TX",430481,6668,12,1548.96
1989,CA01005,"Fresno, CA",315218,4289,12,1360.65
1989,HI00200,"Honolulu, HI",848959,2165,0,255.02
1989,TXHPD00,"Houston, TX",1713499,19528,12,1139.66
1989,INIPD00,"Indianapolis, IN",484056,5859,12,1210.4
1989,FL01602,"Jacksonville, FL",654737,9449,12,1443.17
1989,MOKPD00,"Kansas City, MO",440435,8996,12,2042.53
1989,NV00201,"Las Vegas, NV",536148,4094,12,763.6
1989,CA01941,"Long Beach, CA",426025,7169,12,1682.77
1989,CA01900,"Los Angeles County, CA",1046235,15563,12,1487.52
1989,CA01942,"Los Angeles, CA",3441449,77297,12,2246.06
1989,KY05680,"Louisville, KY",,,,
1989,TNMPD00,"Memphis, TN",651081,8030,12,1233.33
1989,AZ00717,"Mesa, AZ",285883,1400,12,489.71
1989,FL01300,"Miami-Dade County, FL",972785,19140,12,1967.55
1989,FL01306,"Miami, FL",381206,14093,12,3696.95
1989,WIMPD00,"Milwaukee, WI",600898,4270,12,710.6
1989,MN02711,"Minneapolis, MN",348384,5367,12,1540.54
1989,MD01604,"Montgomery County, MD",705979,1896,12,268.56
1989,TN01901,"Nashville, TN",501398,5230,12,1043.08
1989,NY02900,"Nassau County, NY",1046197,1827,12,174.63
1989,LANPD00,"New Orleans, LA",528589,10203,12,1930.23
1989,NY03030,"New York City, NY",7369454,169487,12,2299.86
1989,NJNPD00,"Newark, NJ",313839,10340,12,3294.68
1989,CA00109,"Oakland, CA",366305,5555,12,1516.5
1989,OK05506,"Oklahoma City, OK",431982,4307,12,997.03
1989,NB02802,"Omaha, NE",355110,2751,12,774.69
1989,FL04804,"Orlando, FL",160197,3343,12,2086.81
1989,PAPEP00,"Philadelphia, PA",1652188,18054,12,1092.73
1989,AZ00723,"Phoenix, AZ",941948,8481,12,900.37
1989,PAPPD00,"Pittsburgh, PA",376412,4579,12,1216.49
1989,OR02602,"Portland, OR",425788,8052,12,1891.08
1989,MD01721,"Prince George's County, MD",608611,6550,12,1076.22
1989,NC09201,"Raleigh, NC",189132,1248,12,659.86
1989,CA03404,"Sacramento, CA",347172,3658,12,1053.66
1989,UT01803,"Salt Lake City, UT",154304,1197,12,775.74
1989,TXSPD00,"San Antonio, TX",949691,5253,12,553.13
1989,CA03711,"San Diego, CA",1098639,10124,12,921.5
1989,CA03801,"San Francisco, CA",750964,10064,12,1340.14
1989,CA04313,"San Jose, CA",757964,4535,12,598.31
1989,WASPD00,"Seattle, WA",514398,6878,12,1337.1
1989,MOSPD00,"St. Louis, MO",405066,12644,12,3121.47
1989,NY05101,"Suffolk County, NY",1194717,2844,12,238.05
1989,FL02902,"Tampa, FL",289463,7910,12,2732.65
1989,AZ01003,"Tucson, AZ",393319,3187,10,810.28
1989,OK07205,"Tulsa, OK",366297,4350,12,1187.56
1989,VA12800,"Virginia Beach, VA",370316,762,12,205.77
1989,DCMPD00,"Washington, DC",604000,12936,12,2141.72
1989,KS08703,"Wichita, KS",297391,2302,12,774.07
1989,,United States,,1646037,,666.9
1990,NM00101,"Albuquerque, NM",384736,5121,12,1331.04
1990,TX22001,"Arlington, TX",261721,1876,12,716.79
1990,GAAPD00,"Atlanta, GA",394017,16097,12,4085.36
1990,CO00101,"Aurora, CO",222103,3191,12,1436.72
1990,TX22701,"Austin, TX",465622,3326,12,714.31
1990,MD00301,"Baltimore County, MD",692134,6957,12,1005.15
1990,MDBPD00,"Baltimore, MD",736014,17942,12,2437.73
1990,MA01301,"Boston, MA",574283,13664,12,2379.31
1990,NY01401,"Buffalo, NY",328123,5275,12,1607.63
1990,NC06001,"Charlotte, NC",395934,9119,12,2303.16
1990,ILCPD00,"Chicago, IL",2783726,82728,12,2971.84
1990,OHCIP00,"Cincinnati, OH",364040,4476,12,1229.54
1990,OHCLP00,"Cleveland, OH",505616,9190,12,1817.58
1990,OHCOP00,"Columbus, OH",632910,7022,12,1109.48
1990,TXDPD00,"Dallas, TX",1006877,24550,12,2438.23
1990,CODPD00,"Denver, CO",467610,4205,12,899.25
1990,MI82349,"Detroit, MI",1027974,27747,12,2699.19
1990,TX07102,"El Paso, TX",515342,5111,12,991.77
1990,VA02901,"Fairfax County, VA",787593,1013,12,128.62
1990,TX22012,"Fort Worth, TX",447619,7826,12,1748.36
1990,CA01005,"Fresno, CA",354202,4399,12,1241.95
1990,HI00200,"Honolulu, HI",836231,2412,12,288.44
1990,TXHPD00,"Houston, TX",1630553,22637,12,1388.3
1990,INIPD00,"Indianapolis, IN",483549,6224,12,1287.15
1990,FL01602,"Jacksonville, FL",636680,11654,12,1830.43
1990,MOKPD00,"Kansas City, MO",434711,11087,12,2550.43
1990,NV00201,"Las Vegas, NV",616243,4510,12,731.85
1990,CA01941,"Long Beach, CA",429433,8403,12,1956.77
1990,CA01900,"Los Angeles County, CA",970620,17404,12,1793.08
1990,CA01942,"Los Angeles, CA",3485398,83809,12,2404.57
1990,KY05680,"Louisville, KY",,,,
1990,TNMPD00,"Memphis, TN",610337,9082,12,1488.03
1990,AZ00717,"Mesa, AZ",288091,1724,12,598.42
1990,FL01300,"Miami-Dade County, FL",1036888,20130,12,1941.39
1990,FL01306,"Miami, FL",358548,15607,12,4352.83
1990,WIMPD00,"Milwaukee, WI",628100,6282,12,1000.16
1990,MN02711,"Minneapolis, MN",368383,4695,1,1274.49
1990,MD01604,"Montgomery County, MD",744830,2089,12,280.47
1990,TN01901,"Nashville, TN",499565,6886,12,1378.4
1990,NY02900,"Nassau County, NY",1009921,1957,12,193.78
1990,LANPD00,"New Orleans, LA",496938,11227,12,2259.24
1990,NY03030,"New York City, NY",7322564,174542,12,2383.62
1990,NJNPD00,"Newark, NJ",275221,10684,12,3881.97
1990,CA00109,"Oakland, CA",372242,5845,12,1570.22
1990,OK05506,"Oklahoma City, OK",444719,4813,12,1082.26
1990,NB02802,"Omaha, NE",335795,3140,12,935.09
1990,FL04804,"Orlando, FL",164693,4109,12,2494.95
1990,PAPEP00,"Philadelphia, PA",1585577,21387,12,1348.85
1990,AZ00723,"Phoenix, AZ",983403,10665,12,1084.5
1990,PAPPD00,"Pittsburgh, PA",369879,5017,12,1356.39
1990,OR02602,"Portland, OR",437319,7836,12,1791.83
1990,MD01721,"Prince George's County, MD",613616,7526,12,1226.5
1990,NC09201,"Raleigh, NC",207951,1179,12,566.96
1990,CA03404,"Sacramento, CA",369365,3978,12,1076.98
1990,UT01803,"Salt Lake City, UT",159936,1355,12,847.21
1990,TXSPD00,"San Antonio, TX",935933,5730,12,612.22
1990,CA03711,"San Diego, CA",1110549,12047,12,1084.78
1990,CA03801,"San Francisco, CA",723959,12388,12,1711.15
1990,CA04313,"San Jose, CA",782248,4698,12,600.58
1990,WASPD00,"Seattle, WA",516259,7780,12,1507
1990,MOSPD00,"St. Louis, MO",396685,13682,12,3449.08
1990,NY05101,"Suffolk County, NY",1189974,3012,12,253.11
1990,FL02902,"Tampa, FL",280015,9314,12,3326.25
1990,AZ01003,"Tucson, AZ",405390,3680,12,907.77
1990,OK07205,"Tulsa, OK",367302,4898,12,1333.51
1990,VA12800,"Virginia Beach, VA",393069,902,12,229.48
1990,DCMPD00,"Washington, DC",606900,14919,12,2458.23
1990,KS08703,"Wichita, KS",304011,2189,12,720.04
1990,,United States,,1820127,,729.6
1991,NM00101,"Albuquerque, NM",393148,5591,12,1422.11
1991,TX22001,"Arlington, TX",267306,2108,12,788.61
1991,GAAPD00,"Atlanta, GA",403085,16327,12,4050.51
1991,CO00101,"Aurora, CO",227670,3746,12,1645.36
1991,TX22701,"Austin, TX",475558,2968,12,624.11
1991,MD00301,"Baltimore County, MD",703563,7618,12,1082.77
1991,MDBPD00,"Baltimore, MD",748099,19032,12,2544.05
1991,MA01301,"Boston, MA",572454,11829,12,2066.37
1991,NY01401,"Buffalo, NY",329353,6042,12,1834.51
1991,NC06001,"Charlotte, NC",402618,8760,12,2175.76
1991,ILCPD00,"Chicago, IL",2811478,90520,12,3219.66
1991,OHCIP00,"Cincinnati, OH",367123,5794,12,1578.22
1991,OHCLP00,"Cleveland, OH",509898,9341,12,1831.94
1991,OHCOP00,"Columbus, OH",638533,7221,12,1130.87
1991,TXDPD00,"Dallas, TX",1028362,26411,12,2568.26
1991,CODPD00,"Denver, CO",479468,5034,12,1049.91
1991,MI82349,"Detroit, MI",1036246,28262,12,2727.34
1991,TX07102,"El Paso, TX",526339,5616,12,1066.99
1991,VA02901,"Fairfax County, VA",800147,954,12,119.23
1991,TX22012,"Fort Worth, TX",457171,8914,12,1949.82
1991,CA01005,"Fresno, CA",361580,4608,12,1274.41
1991,HI00200,"Honolulu, HI",856432,2058,12,240.3
1991,TXHPD00,"Houston, TX",1665756,26651,12,1599.93
1991,INIPD00,"Indianapolis, IN",489392,7072,12,1445.06
1991,FL01602,"Jacksonville, FL",653515,10645,12,1628.88
1991,MOKPD00,"Kansas City, MO",438188,12413,12,2832.8
1991,NV00201,"Las Vegas, NV",656391,5661,12,862.44
1991,CA01941,"Long Beach, CA",438378,9209,12,2100.7
1991,CA01900,"Los Angeles County, CA",990838,17018,12,1717.54
1991,CA01942,"Los Angeles, CA",3558316,89875,12,2525.77
1991,KY05680,"Louisville, KY",,,,
1991,TNMPD00,"Memphis, TN",619981,8818,12,1422.3
1991,AZ00717,"Mesa, AZ",294754,2058,12,698.21
1991,FL01300,"Miami-Dade County, FL",1064064,19139,12,1798.67
1991,FL01306,"Miami, FL",367945,15420,12,4190.84
1991,WIMPD00,"Milwaukee, WI",636342,6228,12,978.72
1991,MN02711,"Minneapolis, MN",373303,5889,12,1577.54
1991,MD01604,"Montgomery County, MD",757060,2445,12,322.96
1991,TN01901,"Nashville, TN",507328,7989,12,1574.72
1991,NY02900,"Nassau County, NY",1013708,2287,12,225.61
1991,LANPD00,"New Orleans, LA",500791,10969,12,2190.33
1991,NY03030,"New York City, NY",7350023,170390,12,2318.22
1991,NJNPD00,"Newark, NJ",276510,9402,12,3400.24
1991,CA00109,"Oakland, CA",379995,9484,12,2495.82
1991,OK05506,"Oklahoma City, OK",449025,5066,12,1128.22
1991,NB02802,"Omaha, NE",338987,3242,12,956.38
1991,FL04804,"Orlando, FL",169009,2011,6,1189.88
1991,PAPEP00,"Philadelphia, PA",1596699,22451,12,1406.09
1991,AZ00723,"Phoenix, AZ",995895,11010,12,1105.54
1991,PAPPD00,"Pittsburgh, PA",372349,4294,12,1153.22
1991,OR02602,"Portland, OR",449671,8121,12,1805.99
1991,MD01721,"Prince George's County, MD",622433,7702,12,1237.4
1991,NC09201,"Raleigh, NC",211350,1761,12,833.22
1991,CA03404,"Sacramento, CA",377058,4896,12,1298.47
1991,UT01803,"Salt Lake City, UT",164313,1319,12,802.74
1991,TXSPD00,"San Antonio, TX",955905,7573,12,792.23
1991,CA03711,"San Diego, CA",1133681,13830,12,1219.92
1991,CA03801,"San Francisco, CA",739039,12160,12,1645.38
1991,CA04313,"San Jose, CA",798542,5258,12,658.45
1991,WASPD00,"Seattle, WA",532418,7221,12,1356.27
1991,MOSPD00,"St. Louis, MO",399858,14076,12,3520.25
1991,NY05101,"Suffolk County, NY",1194436,3236,11,270.92
1991,FL02902,"Tampa, FL",287354,10030,12,3490.47
1991,AZ01003,"Tucson, AZ",414766,3896,12,939.32
1991,OK07205,"Tulsa, OK",370735,4923,12,1327.9
1991,VA12800,"Virginia Beach, VA",399334,1087,12,272.2
1991,DCMPD00,"Washington, DC",598000,14665,12,2452.34
1991,KS08703,"Wichita, KS",306339,2672,12,872.24
1991,,United States,,1911767,,758.2
1992,NM00101,"Albuquerque, NM",401529,6168,12,1536.13
1992,TX22001,"Arlington, TX",272037,2056,12,755.78
1992,GAAPD00,"Atlanta, GA",410876,15856,12,3859.07
1992,CO00101,"Aurora, CO",233939,4064,12,1737.2
1992,TX22701,"Austin, TX",483975,2850,12,588.87
1992,MD00301,"Baltimore County, MD",710514,7660,12,1078.09
1992,MDBPD00,"Baltimore, MD",755517,21799,12,2885.31
1992,MA01301,"Boston, MA",572822,11672,12,2037.63
1992,NY01401,"Buffalo, NY",330466,6367,12,1926.67
1992,NC06001,"Charlotte, NC",408951,9456,12,2312.26
1992,ILCPD00,"Chicago, IL",2832901,84242,12,2973.7
1992,OHCIP00,"Cincinnati, OH",369707,5793,12,1566.92
1992,OHCLP00,"Cleveland, OH",513487,8532,12,1661.58
1992,OHCOP00,"Columbus, OH",643028,7029,12,1093.11
1992,TXDPD00,"Dallas, TX",1046562,21682,12,2071.74
1992,CODPD00,"Denver, CO",492672,5303,12,1076.38
1992,MI82349,"Detroit, MI",1044128,26447,12,2532.93
1992,TX07102,"El Paso, TX",535655,5826,12,1087.64
1992,VA02901,"Fairfax County, VA",811733,1060,12,130.58
1992,TX22012,"Fort Worth, TX",465262,9392,12,2018.65
1992,CA01005,"Fresno, CA",367376,5363,12,1459.81
1992,HI00200,"Honolulu, HI",875297,2382,12,272.14
1992,TXHPD00,"Houston, TX",1695239,24837,12,1465.1
1992,INIPD00,"Indianapolis, IN",493928,6814,12,1379.55
1992,FL01602,"Jacksonville, FL",663899,11548,12,1739.42
1992,MOKPD00,"Kansas City, MO",441162,12594,12,2854.73
1992,NV00201,"Las Vegas, NV",678385,6027,12,888.43
1992,CA01941,"Long Beach, CA",445405,6925,12,1554.76
1992,CA01900,"Los Angeles County, CA",922758,18730,12,2029.78
1992,CA01942,"Los Angeles, CA",3615355,88919,12,2459.48
1992,KY05680,"Louisville, KY",,,,
1992,TNMPD00,"Memphis, TN",628865,9764,12,1552.64
1992,AZ00717,"Mesa, AZ",301200,2054,12,681.94
1992,FL01300,"Miami-Dade County, FL",1080971,18949,12,1752.96
1992,FL01306,"Miami, FL",373791,13945,12,3730.69
1992,WIMPD00,"Milwaukee, WI",643017,6332,12,984.73
1992,MN02711,"Minneapolis, MN",377345,6199,12,1642.79
1992,MD01604,"Montgomery County, MD",764539,2328,12,304.5
1992,TN01901,"Nashville, TN",514771,8382,12,1628.3
1992,NY02900,"Nassau County, NY",1017134,2360,12,232.02
1992,LANPD00,"New Orleans, LA",505008,10007,12,1981.55
1992,NY03030,"New York City, NY",7375097,159578,12,2163.74
1992,NJNPD00,"Newark, NJ",277544,9715,12,3500.35
1992,CA00109,"Oakland, CA",386086,10140,12,2626.36
1992,OK05506,"Oklahoma City, OK",454255,6358,12,1399.65
1992,NB02802,"Omaha, NE",341753,2207,8,645.79
1992,FL04804,"Orlando, FL",171694,3232,12,1882.42
1992,PAPEP00,"Philadelphia, PA",1603638,19103,12,1191.23
1992,AZ00723,"Phoenix, AZ",999900,10907,12,1090.81
1992,PAPPD00,"Pittsburgh, PA",373842,4495,12,1202.38
1992,OR02602,"Portland, OR",458132,8389,12,1831.13
1992,MD01721,"Prince George's County, MD",629853,7265,12,1153.44
1992,NC09201,"Raleigh, NC",214674,2171,12,1011.3
1992,CA03404,"Sacramento, CA",383102,4674,12,1220.04
1992,UT01803,"Salt Lake City, UT",168304,1317,12,782.51
1992,TXSPD00,"San Antonio, TX",972824,7131,12,733.02
1992,CA03711,"San Diego, CA",1151853,14792,12,1284.19
1992,CA03801,"San Francisco, CA",750885,13676,12,1821.32
1992,CA04313,"San Jose, CA",811342,5427,12,668.89
1992,WASPD00,"Seattle, WA",544940,7327,12,1344.55
1992,MOSPD00,"St. Louis, MO",402573,13247,12,3290.58
1992,NY05101,"Suffolk County, NY",1198473,3472,12,289.7
1992,FL02902,"Tampa, FL",291920,9864,12,3379.01
1992,AZ01003,"Tucson, AZ",423836,4327,12,1020.91
1992,OK07205,"Tulsa, OK",375053,5008,12,1335.28
1992,VA12800,"Virginia Beach, VA",405116,1155,12,285.1
1992,DCMPD00,"Washington, DC",589000,16680,12,2831.92
1992,KS08703,"Wichita, KS",309955,2754,12,888.52
1992,,United States,,1932274,,757.7
1993,NM00101,"Albuquerque, NM",407286,6696,12,1644.05
1993,TX22001,"Arlington, TX",281336,2259,12,802.95
1993,GAAPD00,"Atlanta, GA",402877,16281,12,4041.18
1993,CO00101,"Aurora, CO",246610,4457,12,1807.31
1993,TX22701,"Austin, TX",502018,3011,12,599.78
1993,MD00301,"Baltimore County, MD",712020,7451,12,1046.46
1993,MDBPD00,"Baltimore, MD",732968,21945,12,2993.99
1993,MA01301,"Boston, MA",553870,10843,12,1957.68
1993,NY01401,"Buffalo, NY",324855,6041,12,1859.6
1993,NC06001,"Charlotte, NC",422862,9725,12,2299.8
1993,ILCPD00,"Chicago, IL",2788996,79183,12,2839.12
1993,OHCIP00,"Cincinnati, OH",366591,5621,12,1533.32
1993,OHCLP00,"Cleveland, OH",505730,8310,12,1643.17
1993,OHCOP00,"Columbus, OH",646933,7146,12,1104.6
1993,TXDPD00,"Dallas, TX",1042619,18176,12,1743.3
1993,CODPD00,"Denver, CO",498402,5252,12,1053.77
1993,MI82349,"Detroit, MI",1020062,28358,12,2780.03
1993,TX07102,"El Paso, TX",554515,6109,12,1101.68
1993,VA02901,"Fairfax County, VA",836460,920,12,109.99
1993,TX22012,"Fort Worth, TX",463373,6979,12,1506.13
1993,CA01005,"Fresno, CA",379977,5511,12,1450.35
1993,HI00200,"Honolulu, HI",875455,2501,12,285.68
1993,TXHPD00,"Houston, TX",1724327,25069,12,1453.84
1993,INIPD00,"Indianapolis, IN",377723,6292,12,1665.77
1993,FL01602,"Jacksonville, FL",672310,11417,12,1698.17
1993,MOKPD00,"Kansas City, MO",435428,10961,12,2517.29
1993,NV00201,"Las Vegas, NV",717441,7281,12,1014.86
1993,CA01941,"Long Beach, CA",443259,7116,12,1605.38
1993,CA01900,"Los Angeles County, CA",947137,16054,12,1695
1993,CA01942,"Los Angeles, CA",3525317,83701,12,2374.28
1993,KY05680,"Louisville, KY",,,,
1993,TNMPD00,"Memphis, TN",618981,10113,12,1633.81
1993,AZ00717,"Mesa, AZ",304695,2335,12,766.34
1993,FL01300,"Miami-Dade County, FL",1103461,20761,12,1881.44
1993,FL01306,"Miami, FL",372519,14502,12,3892.96
1993,WIMPD00,"Milwaukee, WI",623114,6014,12,965.15
1993,MN02711,"Minneapolis, MN",366642,6481,12,1767.66
1993,MD01604,"Montgomery County, MD",775718,2110,12,272.01
1993,TN01901,"Nashville, TN",513648,9164,12,1784.1
1993,NY02900,"Nassau County, NY",1028280,2117,12,205.88
1993,LANPD00,"New Orleans, LA",491619,10024,12,2038.98
1993,NY03030,"New York City, NY",7347257,153543,12,2089.8
1993,NJNPD00,"Newark, NJ",269892,10222,12,3787.44
1993,CA00109,"Oakland, CA",377037,9809,12,2601.6
1993,OK05506,"Oklahoma City, OK",457448,6480,12,1416.55
1993,NB02802,"Omaha, NE",341499,3899,12,1141.73
1993,FL04804,"Orlando, FL",176748,4140,12,2342.32
1993,PAPEP00,"Philadelphia, PA",1559534,19576,12,1255.25
1993,AZ00723,"Phoenix, AZ",1039369,11911,12,1145.98
1993,PAPPD00,"Pittsburgh, PA",368473,4479,12,1215.56
1993,OR02602,"Portland, OR",454889,8445,12,1856.5
1993,MD01721,"Prince George's County, MD",632201,7905,12,1250.39
1993,NC09201,"Raleigh, NC",224057,2030,12,906.02
1993,CA03404,"Sacramento, CA",386732,4850,12,1254.1
1993,UT01803,"Salt Lake City, UT",170380,1402,12,822.87
1993,TXSPD00,"San Antonio, TX",985456,6725,12,682.43
1993,CA03711,"San Diego, CA",1160603,13463,12,1160
1993,CA03801,"San Francisco, CA",736377,13365,12,1814.97
1993,CA04313,"San Jose, CA",809528,5317,12,656.8
1993,WASPD00,"Seattle, WA",531274,7437,12,1399.84
1993,MOSPD00,"St. Louis, MO",387053,14998,12,3874.92
1993,NY05101,"Suffolk County, NY",1211097,3138,12,259.1
1993,FL02902,"Tampa, FL",288877,9379,12,3246.71
1993,AZ01003,"Tucson, AZ",426344,4363,12,1023.35
1993,OK07205,"Tulsa, OK",378350,4921,12,1300.65
1993,VA12800,"Virginia Beach, VA",423387,1248,12,294.77
1993,DCMPD00,"Washington, DC",578000,16888,12,2921.8
1993,KS08703,"Wichita, KS",313597,2743,12,874.69
1993,,United States,,1926017,,747.1
1994,NM00101,"Albuquerque, NM",416917,6707,12,1608.71
1994,TX22001,"Arlington, TX",286748,2443,12,851.97
1994,GAAPD00,"Atlanta, GA",411204,14684,12,3570.98
1994,CO00101,"Aurora, CO",252833,3661,12,1447.99
1994,TX22701,"Austin, TX",511676,3249,12,634.97
1994,MD00301,"Baltimore County, MD",717879,7188,12,1001.28
1994,MDBPD00,"Baltimore, MD",739180,20951,12,2834.36
1994,MA01301,"Boston, MA",556724,10664,12,1915.49
1994,NY01401,"Buffalo, NY",324354,6890,12,2124.22
1994,NC06001,"Charlotte, NC",527121,9102,12,1726.74
1994,ILCPD00,"Chicago, IL",2802494,78291,12,2793.62
1994,OHCIP00,"Cincinnati, OH",366953,4855,12,1323.06
1994,OHCLP00,"Cleveland, OH",506230,7744,12,1529.74
1994,OHCOP00,"Columbus, OH",647860,6761,12,1043.59
1994,TXDPD00,"Dallas, TX",1062677,16886,12,1589.01
1994,CODPD00,"Denver, CO",511085,4706,12,920.79
1994,MI82349,"Detroit, MI",1022283,27471,12,2687.22
1994,TX07102,"El Paso, TX",565183,5369,12,949.96
1994,VA02901,"Fairfax County, VA",844322,912,12,108.02
1994,TX22012,"Fort Worth, TX",472288,6035,12,1277.82
1994,CA01005,"Fresno, CA",382655,6199,12,1620
1994,HI00200,"Honolulu, HI",880687,2528,12,287.05
1994,TXHPD00,"Houston, TX",1758016,22986,12,1307.5
1994,INIPD00,"Indianapolis, IN",380302,6467,12,1700.49
1994,FL01602,"Jacksonville, FL",685776,10423,12,1519.88
1994,MOKPD00,"Kansas City, MO",439089,10693,12,2435.27
1994,NV00201,"Las Vegas, NV",752577,9418,12,1251.43
1994,CA01941,"Long Beach, CA",446383,6324,12,1416.72
1994,CA01900,"Los Angeles County, CA",953814,15078,12,1580.81
1994,CA01942,"Los Angeles, CA",3550381,73102,12,2058.99
1994,KY05680,"Louisville, KY",,,,
1994,TNMPD00,"Memphis, TN",628375,9855,12,1568.33
1994,AZ00717,"Mesa, AZ",315456,2364,12,749.39
1994,FL01300,"Miami-Dade County, FL",1125748,19518,12,1733.78
1994,FL01306,"Miami, FL",379980,12971,12,3413.6
1994,WIMPD00,"Milwaukee, WI",628737,6562,12,1043.68
1994,MN02711,"Minneapolis, MN",370834,7074,12,1907.59
1994,MD01604,"Montgomery County, MD",781306,2146,12,274.67
1994,TN01901,"Nashville, TN",521301,9375,12,1798.39
1994,NY02900,"Nassau County, NY",1026696,1963,12,191.2
1994,LANPD00,"New Orleans, LA",493990,9321,12,1886.88
1994,NY03030,"New York City, NY",7336224,136522,12,1860.93
1994,NJNPD00,"Newark, NJ",271025,10409,12,3840.61
1994,CA00109,"Oakland, CA",379695,8330,12,2193.87
1994,OK05506,"Oklahoma City, OK",461271,6471,12,1402.86
1994,NB02802,"Omaha, NE",344975,3930,12,1139.21
