report_year,agency_code,agency_jurisdiction,population,rapes,months_reported,rapes_percapita
1988,OR02602,"Portland, OR",387659,372,12,95.96
1988,MD01721,"Prince George's County, MD",598855,383,12,63.96
1988,NC09201,"Raleigh, NC",188308,65,12,34.52
1988,CA03404,"Sacramento, CA",340483,188,12,55.22
1988,UT01803,"Salt Lake City, UT",162005,90,12,55.55
1988,TXSPD00,"San Antonio, TX",935729,535,12,57.17
1988,CA03711,"San Diego, CA",1073466,389,12,36.24
1988,CA03801,"San Francisco, CA",753927,453,12,60.09
1988,CA04313,"San Jose, CA",732022,438,12,59.83
1988,WASPD00,"Seattle, WA",505380,439,12,86.87
1988,MOSPD00,"St. Louis, MO",425187,305,12,71.73
1988,NY05101,"Suffolk County, NY",1195644,130,10,10.87
1988,FL02902,"Tampa, FL",293732,,0,
1988,AZ01003,"Tucson, AZ",383174,281,12,73.33
1988,OK07205,"Tulsa, OK",373602,260,12,69.59
1988,VA12800,"Virginia Beach, VA",355562,108,12,30.37
1988,DCMPD00,"Washington, DC",620000,165,12,26.61
1988,KS08703,"Wichita, KS",292733,238,12,81.3
1988,,United States,,,,
1989,NM00101,"Albuquerque, NM",384801,178,12,46.26
1989,TX22001,"Arlington, TX",259796,88,12,33.87
1989,GAAPD00,"Atlanta, GA",426482,691,12,162.02
1989,CO00101,"Aurora, CO",219780,120,12,54.6
1989,TX22701,"Austin, TX",468907,235,12,50.12
1989,MD00301,"Baltimore County, MD",700068,220,12,31.43
1989,MDBPD00,"Baltimore, MD",763138,541,12,70.89
1989,MA01301,"Boston, MA",580095,483,12,83.26
1989,NY01401,"Buffalo, NY",314284,268,12,85.27
1989,NC06001,"Charlotte, NC",372612,325,12,87.22
1989,ILCPD00,"Chicago, IL",2988260,3645,12,121.98
1989,OHCIP00,"Cincinnati, OH",372282,351,12,94.28
1989,OHCLP00,"Cleveland, OH",523906,837,12,159.76
1989,OHCOP00,"Columbus, OH",572341,543,12,94.87
1989,TXDPD00,"Dallas, TX",996320,1185,12,118.94
1989,CODPD00,"Denver, CO",494589,325,12,65.71
1989,MI82349,"Detroit, MI",1039599,1424,12,136.98
1989,TX07102,"El Paso, TX",515607,241,12,46.74
1989,VA02901,"Fairfax County, VA",742741,102,12,13.73
1989,TX22012,"Fort Worth, TX",430481,454,12,105.46
1989,CA01005,"Fresno, CA",315218,234,12,74.23
1989,HI00200,"Honolulu, HI",848959,269,0,31.69
1989,TXHPD00,"Houston, TX",1713499,1152,12,67.23
1989,INIPD00,"Indianapolis, IN",484056,483,12,99.78
1989,FL01602,"Jacksonville, FL",654737,609,12,93.01
1989,MOKPD00,"Kansas City, MO",440435,507,12,115.11
1989,NV00201,"Las Vegas, NV",536148,305,12,56.89
1989,CA01941,"Long Beach, CA",426025,247,12,57.98
1989,CA01900,"Los Angeles County, CA",1046235,386,12,36.89
1989,CA01942,"Los Angeles, CA",3441449,1996,12,58
1989,KY05680,"Louisville, KY",,,,
1989,TNMPD00,"Memphis, TN",651081,781,12,119.95
1989,AZ00717,"Mesa, AZ",285883,85,12,29.73
1989,FL01300,"Miami-Dade County, FL",972785,768,12,78.95
1989,FL01306,"Miami, FL",381206,285,12,74.76
1989,WIMPD00,"Milwaukee, WI",600898,461,12,76.72
1989,MN02711,"Minneapolis, MN",348384,462,12,132.61
1989,MD01604,"Montgomery County, MD",705979,194,12,27.48
1989,TN01901,"Nashville, TN",501398,478,12,95.33
1989,NY02900,"Nassau County, NY",1046197,52,12,4.97
1989,LANPD00,"New Orleans, LA",528589,388,12,73.4
1989,NY03030,"New York City, NY",7369454,3254,12,44.16
1989,NJNPD00,"Newark, NJ",313839,376,12,119.81
1989,CA00109,"Oakland, CA",366305,442,12,120.66
1989,OK05506,"Oklahoma City, OK",431982,352,12,81.48
1989,NB02802,"Omaha, NE",355110,188,12,52.94
1989,FL04804,"Orlando, FL",160197,176,12,109.86
1989,PAPEP00,"Philadelphia, PA",1652188,784,12,47.45
1989,AZ00723,"Phoenix, AZ",941948,399,12,42.36
1989,PAPPD00,"Pittsburgh, PA",376412,219,12,58.18
1989,OR02602,"Portland, OR",425788,415,12,97.47
1989,MD01721,"Prince George's County, MD",608611,262,12,43.05
1989,NC09201,"Raleigh, NC",189132,102,12,53.93
1989,CA03404,"Sacramento, CA",347172,187,12,53.86
1989,UT01803,"Salt Lake City, UT",154304,136,12,88.14
1989,TXSPD00,"San Antonio, TX",949691,477,12,50.23
1989,CA03711,"San Diego, CA",1098639,410,12,37.32
1989,CA03801,"San Francisco, CA",750964,380,12,50.6
1989,CA04313,"San Jose, CA",757964,399,12,52.64
1989,WASPD00,"Seattle, WA",514398,478,12,92.92
1989,MOSPD00,"St. Louis, MO",405066,330,12,81.47
1989,NY05101,"Suffolk County, NY",1194717,127,12,10.63
1989,FL02902,"Tampa, FL",289463,175,12,60.46
1989,AZ01003,"Tucson, AZ",393319,235,10,59.75
1989,OK07205,"Tulsa, OK",366297,307,12,83.81
1989,VA12800,"Virginia Beach, VA",370316,133,12,35.92
1989,DCMPD00,"Washington, DC",604000,186,12,30.79
1989,KS08703,"Wichita, KS",297391,265,12,89.11
1989,,United States,,,,
1990,NM00101,"Albuquerque, NM",384736,222,12,57.7
1990,TX22001,"Arlington, TX",261721,139,12,53.11
1990,GAAPD00,"Atlanta, GA",394017,695,12,176.39
1990,CO00101,"Aurora, CO",222103,170,12,76.54
1990,TX22701,"Austin, TX",465622,280,12,60.13
1990,MD00301,"Baltimore County, MD",692134,257,12,37.13
1990,MDBPD00,"Baltimore, MD",736014,687,12,93.34
1990,MA01301,"Boston, MA",574283,539,12,93.86
1990,NY01401,"Buffalo, NY",328123,355,12,108.19
1990,NC06001,"Charlotte, NC",395934,384,12,96.99
1990,ILCPD00,"Chicago, IL",2783726,3607,12,129.57
1990,OHCIP00,"Cincinnati, OH",364040,388,12,106.58
1990,OHCLP00,"Cleveland, OH",505616,846,12,167.32
1990,OHCOP00,"Columbus, OH",632910,647,12,102.23
1990,TXDPD00,"Dallas, TX",1006877,1344,12,133.48
1990,CODPD00,"Denver, CO",467610,375,12,80.2
1990,MI82349,"Detroit, MI",1027974,1657,12,161.19
1990,TX07102,"El Paso, TX",515342,256,12,49.68
1990,VA02901,"Fairfax County, VA",787593,105,12,13.33
1990,TX22012,"Fort Worth, TX",447619,432,12,96.51
1990,CA01005,"Fresno, CA",354202,258,12,72.84
1990,HI00200,"Honolulu, HI",836231,278,12,33.24
1990,TXHPD00,"Houston, TX",1630553,1335,12,81.87
1990,INIPD00,"Indianapolis, IN",483549,541,12,111.88
1990,FL01602,"Jacksonville, FL",636680,704,12,110.57
1990,MOKPD00,"Kansas City, MO",434711,517,12,118.93
1990,NV00201,"Las Vegas, NV",616243,371,12,60.2
1990,CA01941,"Long Beach, CA",429433,298,12,69.39
1990,CA01900,"Los Angeles County, CA",970620,400,12,41.21
1990,CA01942,"Los Angeles, CA",3485398,2014,12,57.78
1990,KY05680,"Louisville, KY",,,,
1990,TNMPD00,"Memphis, TN",610337,831,12,136.15
1990,AZ00717,"Mesa, AZ",288091,95,12,32.98
1990,FL01300,"Miami-Dade County, FL",1036888,802,12,77.35
1990,FL01306,"Miami, FL",358548,299,12,83.39
1990,WIMPD00,"Milwaukee, WI",628100,495,12,78.81
1990,MN02711,"Minneapolis, MN",368383,615,1,166.95
1990,MD01604,"Montgomery County, MD",744830,195,12,26.18
1990,TN01901,"Nashville, TN",499565,553,12,110.7
1990,NY02900,"Nassau County, NY",1009921,63,12,6.24
1990,LANPD00,"New Orleans, LA",496938,361,12,72.64
1990,NY03030,"New York City, NY",7322564,3126,12,42.69
1990,NJNPD00,"Newark, NJ",275221,326,12,118.45
1990,CA00109,"Oakland, CA",372242,517,12,138.89
1990,OK05506,"Oklahoma City, OK",444719,422,12,94.89
1990,NB02802,"Omaha, NE",335795,217,12,64.62
1990,FL04804,"Orlando, FL",164693,181,12,109.9
1990,PAPEP00,"Philadelphia, PA",1585577,734,12,46.29
1990,AZ00723,"Phoenix, AZ",983403,512,12,52.06
1990,PAPPD00,"Pittsburgh, PA",369879,302,12,81.65
1990,OR02602,"Portland, OR",437319,424,12,96.95
1990,MD01721,"Prince George's County, MD",613616,441,12,71.87
1990,NC09201,"Raleigh, NC",207951,96,12,46.16
1990,CA03404,"Sacramento, CA",369365,211,12,57.13
1990,UT01803,"Salt Lake City, UT",159936,167,12,104.42
1990,TXSPD00,"San Antonio, TX",935933,430,12,45.94
1990,CA03711,"San Diego, CA",1110549,439,12,39.53
1990,CA03801,"San Francisco, CA",723959,419,12,57.88
1990,CA04313,"San Jose, CA",782248,416,12,53.18
1990,WASPD00,"Seattle, WA",516259,481,12,93.17
1990,MOSPD00,"St. Louis, MO",396685,331,12,83.44
1990,NY05101,"Suffolk County, NY",1189974,128,12,10.76
1990,FL02902,"Tampa, FL",280015,366,12,130.71
1990,AZ01003,"Tucson, AZ",405390,290,12,71.54
1990,OK07205,"Tulsa, OK",367302,382,12,104
1990,VA12800,"Virginia Beach, VA",393069,149,12,37.91
1990,DCMPD00,"Washington, DC",606900,303,12,49.93
1990,KS08703,"Wichita, KS",304011,321,12,105.59
1990,,United States,,,,
1991,NM00101,"Albuquerque, NM",393148,261,12,66.39
1991,TX22001,"Arlington, TX",267306,166,12,62.1
1991,GAAPD00,"Atlanta, GA",403085,676,12,167.71
1991,CO00101,"Aurora, CO",227670,184,12,80.82
1991,TX22701,"Austin, TX",475558,276,12,58.04
1991,MD00301,"Baltimore County, MD",703563,271,12,38.52
1991,MDBPD00,"Baltimore, MD",748099,701,12,93.7
1991,MA01301,"Boston, MA",572454,486,12,84.9
1991,NY01401,"Buffalo, NY",329353,319,12,96.86
1991,NC06001,"Charlotte, NC",402618,407,12,101.09
1991,ILCPD00,"Chicago, IL",2811478,3575,12,127.16
1991,OHCIP00,"Cincinnati, OH",367123,478,12,130.2
1991,OHCLP00,"Cleveland, OH",509898,913,12,179.06
1991,OHCOP00,"Columbus, OH",638533,650,12,101.8
1991,TXDPD00,"Dallas, TX",1028362,1208,12,117.47
1991,CODPD00,"Denver, CO",479468,427,12,89.06
1991,MI82349,"Detroit, MI",1036246,1427,12,137.71
1991,TX07102,"El Paso, TX",526339,265,12,50.35
1991,VA02901,"Fairfax County, VA",800147,100,12,12.5
1991,TX22012,"Fort Worth, TX",457171,442,12,96.68
1991,CA01005,"Fresno, CA",361580,282,12,77.99
1991,HI00200,"Honolulu, HI",856432,275,12,32.11
1991,TXHPD00,"Houston, TX",1665756,1213,12,72.82
1991,INIPD00,"Indianapolis, IN",489392,561,12,114.63
1991,FL01602,"Jacksonville, FL",653515,716,12,109.56
1991,MOKPD00,"Kansas City, MO",438188,477,12,108.86
1991,NV00201,"Las Vegas, NV",656391,433,12,65.97
1991,CA01941,"Long Beach, CA",438378,284,12,64.78
1991,CA01900,"Los Angeles County, CA",990838,418,12,42.19
1991,CA01942,"Los Angeles, CA",3558316,1966,12,55.25
1991,KY05680,"Louisville, KY",,,,
1991,TNMPD00,"Memphis, TN",619981,653,12,105.33
1991,AZ00717,"Mesa, AZ",294754,156,12,52.93
1991,FL01300,"Miami-Dade County, FL",1064064,747,12,70.2
1991,FL01306,"Miami, FL",367945,236,12,64.14
1991,WIMPD00,"Milwaukee, WI",636342,502,12,78.89
1991,MN02711,"Minneapolis, MN",373303,744,12,199.3
1991,MD01604,"Montgomery County, MD",757060,210,12,27.74
1991,TN01901,"Nashville, TN",507328,514,12,101.32
1991,NY02900,"Nassau County, NY",1013708,85,12,8.39
1991,LANPD00,"New Orleans, LA",500791,302,12,60.3
1991,NY03030,"New York City, NY",7350023,2892,12,39.35
1991,NJNPD00,"Newark, NJ",276510,244,12,88.24
1991,CA00109,"Oakland, CA",379995,460,12,121.05
1991,OK05506,"Oklahoma City, OK",449025,473,12,105.34
1991,NB02802,"Omaha, NE",338987,207,12,61.06
1991,FL04804,"Orlando, FL",169009,81,6,47.93
1991,PAPEP00,"Philadelphia, PA",1596699,904,12,56.62
1991,AZ00723,"Phoenix, AZ",995895,480,12,48.2
1991,PAPPD00,"Pittsburgh, PA",372349,300,12,80.57
1991,OR02602,"Portland, OR",449671,464,12,103.19
1991,MD01721,"Prince George's County, MD",622433,453,12,72.78
1991,NC09201,"Raleigh, NC",211350,120,12,56.78
1991,CA03404,"Sacramento, CA",377058,221,12,58.61
1991,UT01803,"Salt Lake City, UT",164313,182,12,110.76
1991,TXSPD00,"San Antonio, TX",955905,698,12,73.02
1991,CA03711,"San Diego, CA",1133681,472,12,41.63
1991,CA03801,"San Francisco, CA",739039,400,12,54.12
1991,CA04313,"San Jose, CA",798542,445,12,55.73
1991,WASPD00,"Seattle, WA",532418,398,12,74.75
1991,MOSPD00,"St. Louis, MO",399858,342,12,85.53
1991,NY05101,"Suffolk County, NY",1194436,110,11,9.21
1991,FL02902,"Tampa, FL",287354,335,12,116.58
1991,AZ01003,"Tucson, AZ",414766,332,12,80.05
1991,OK07205,"Tulsa, OK",370735,414,12,111.67
1991,VA12800,"Virginia Beach, VA",399334,127,12,31.8
1991,DCMPD00,"Washington, DC",598000,214,12,35.79
1991,KS08703,"Wichita, KS",306339,284,12,92.71
1991,,United States,,,,
1992,NM00101,"Albuquerque, NM",401529,294,12,73.22
1992,TX22001,"Arlington, TX",272037,146,12,53.67
1992,GAAPD00,"Atlanta, GA",410876,627,12,152.6
1992,CO00101,"Aurora, CO",233939,182,12,77.8
1992,TX22701,"Austin, TX",483975,294,12,60.75
1992,MD00301,"Baltimore County, MD",710514,295,12,41.52
1992,MDBPD00,"Baltimore, MD",755517,749,12,99.14
1992,MA01301,"Boston, MA",572822,537,12,93.75
1992,NY01401,"Buffalo, NY",330466,346,12,104.7
1992,NC06001,"Charlotte, NC",408951,361,12,88.27
1992,ILCPD00,"Chicago, IL",2832901,3754,12,132.51
1992,OHCIP00,"Cincinnati, OH",369707,486,12,131.46
1992,OHCLP00,"Cleveland, OH",513487,854,12,166.31
1992,OHCOP00,"Columbus, OH",643028,684,12,106.37
1992,TXDPD00,"Dallas, TX",1046562,1096,12,104.72
1992,CODPD00,"Denver, CO",492672,437,12,88.7
1992,MI82349,"Detroit, MI",1044128,1225,12,117.32
1992,TX07102,"El Paso, TX",535655,272,12,50.78
1992,VA02901,"Fairfax County, VA",811733,152,12,18.73
1992,TX22012,"Fort Worth, TX",465262,525,12,112.84
1992,CA01005,"Fresno, CA",367376,203,12,55.26
1992,HI00200,"Honolulu, HI",875297,326,12,37.24
1992,TXHPD00,"Houston, TX",1695239,1169,12,68.96
1992,INIPD00,"Indianapolis, IN",493928,541,12,109.53
1992,FL01602,"Jacksonville, FL",663899,713,12,107.4
1992,MOKPD00,"Kansas City, MO",441162,564,12,127.84
1992,NV00201,"Las Vegas, NV",678385,393,12,57.93
1992,CA01941,"Long Beach, CA",445405,218,12,48.94
1992,CA01900,"Los Angeles County, CA",922758,359,12,38.91
1992,CA01942,"Los Angeles, CA",3615355,1872,12,51.78
1992,KY05680,"Louisville, KY",,,,
1992,TNMPD00,"Memphis, TN",628865,688,12,109.4
1992,AZ00717,"Mesa, AZ",301200,119,12,39.51
1992,FL01300,"Miami-Dade County, FL",1080971,649,12,60.04
1992,FL01306,"Miami, FL",373791,272,12,72.77
1992,WIMPD00,"Milwaukee, WI",643017,523,12,81.34
1992,MN02711,"Minneapolis, MN",377345,600,12,159.01
1992,MD01604,"Montgomery County, MD",764539,184,12,24.07
1992,TN01901,"Nashville, TN",514771,498,12,96.74
1992,NY02900,"Nassau County, NY",1017134,73,12,7.18
1992,LANPD00,"New Orleans, LA",505008,287,12,56.83
1992,NY03030,"New York City, NY",7375097,2815,12,38.17
1992,NJNPD00,"Newark, NJ",277544,313,12,112.77
1992,CA00109,"Oakland, CA",386086,418,12,108.27
1992,OK05506,"Oklahoma City, OK",454255,472,12,103.91
1992,NB02802,"Omaha, NE",341753,166,8,48.57
1992,FL04804,"Orlando, FL",171694,140,12,81.54
1992,PAPEP00,"Philadelphia, PA",1603638,817,12,50.95
1992,AZ00723,"Phoenix, AZ",999900,476,12,47.6
1992,PAPPD00,"Pittsburgh, PA",373842,221,12,59.12
1992,OR02602,"Portland, OR",458132,490,12,106.96
1992,MD01721,"Prince George's County, MD",629853,409,12,64.94
1992,NC09201,"Raleigh, NC",214674,120,12,55.9
1992,CA03404,"Sacramento, CA",383102,237,12,61.86
1992,UT01803,"Salt Lake City, UT",168304,187,12,111.11
1992,TXSPD00,"San Antonio, TX",972824,616,12,63.32
1992,CA03711,"San Diego, CA",1151853,485,12,42.11
1992,CA03801,"San Francisco, CA",750885,395,12,52.6
1992,CA04313,"San Jose, CA",811342,448,12,55.22
1992,WASPD00,"Seattle, WA",544940,353,12,64.78
1992,MOSPD00,"St. Louis, MO",402573,349,12,86.69
1992,NY05101,"Suffolk County, NY",1198473,75,12,6.26
1992,FL02902,"Tampa, FL",291920,303,12,103.8
1992,AZ01003,"Tucson, AZ",423836,386,12,91.07
1992,OK07205,"Tulsa, OK",375053,368,12,98.12
1992,VA12800,"Virginia Beach, VA",405116,153,12,37.77
1992,DCMPD00,"Washington, DC",589000,215,12,36.5
1992,KS08703,"Wichita, KS",309955,255,12,82.27
1992,,United States,,,,
1993,NM00101,"Albuquerque, NM",407286,259,12,63.59
1993,TX22001,"Arlington, TX",281336,146,12,51.9
1993,GAAPD00,"Atlanta, GA",402877,492,12,122.12
1993,CO00101,"Aurora, CO",246610,166,12,67.31
1993,TX22701,"Austin, TX",502018,271,12,53.98
1993,MD00301,"Baltimore County, MD",712020,281,12,39.47
1993,MDBPD00,"Baltimore, MD",732968,668,12,91.14
1993,MA01301,"Boston, MA",553870,480,12,86.66
1993,NY01401,"Buffalo, NY",324855,295,12,90.81
1993,NC06001,"Charlotte, NC",422862,356,12,84.19
1993,ILCPD00,"Chicago, IL",2788996,3379,12,121.15
1993,OHCIP00,"Cincinnati, OH",366591,449,12,122.48
1993,OHCLP00,"Cleveland, OH",505730,834,12,164.91
1993,OHCOP00,"Columbus, OH",646933,658,12,101.71
1993,TXDPD00,"Dallas, TX",1042619,1000,12,95.91
1993,CODPD00,"Denver, CO",498402,393,12,78.85
1993,MI82349,"Detroit, MI",1020062,1189,12,116.56
1993,TX07102,"El Paso, TX",554515,281,12,50.67
1993,VA02901,"Fairfax County, VA",836460,100,12,11.96
1993,TX22012,"Fort Worth, TX",463373,507,12,109.42
1993,CA01005,"Fresno, CA",379977,216,12,56.85
1993,HI00200,"Honolulu, HI",875455,286,12,32.67
1993,TXHPD00,"Houston, TX",1724327,1109,12,64.31
1993,INIPD00,"Indianapolis, IN",377723,517,12,136.87
1993,FL01602,"Jacksonville, FL",672310,699,12,103.97
1993,MOKPD00,"Kansas City, MO",435428,515,12,118.27
1993,NV00201,"Las Vegas, NV",717441,435,12,60.63
1993,CA01941,"Long Beach, CA",443259,200,12,45.12
1993,CA01900,"Los Angeles County, CA",947137,321,12,33.89
1993,CA01942,"Los Angeles, CA",3525317,1773,12,50.29
1993,KY05680,"Louisville, KY",,,,
1993,TNMPD00,"Memphis, TN",618981,725,12,117.13
1993,AZ00717,"Mesa, AZ",304695,111,12,36.43
1993,FL01300,"Miami-Dade County, FL",1103461,643,12,58.27
1993,FL01306,"Miami, FL",372519,204,12,54.76
1993,WIMPD00,"Milwaukee, WI",623114,424,12,68.05
1993,MN02711,"Minneapolis, MN",366642,518,12,141.28
1993,MD01604,"Montgomery County, MD",775718,205,12,26.43
1993,TN01901,"Nashville, TN",513648,577,12,112.33
1993,NY02900,"Nassau County, NY",1028280,71,12,6.9
1993,LANPD00,"New Orleans, LA",491619,298,12,60.62
1993,NY03030,"New York City, NY",7347257,2818,12,38.35
1993,NJNPD00,"Newark, NJ",269892,257,12,95.22
1993,CA00109,"Oakland, CA",377037,353,12,93.62
1993,OK05506,"Oklahoma City, OK",457448,515,12,112.58
1993,NB02802,"Omaha, NE",341499,209,12,61.2
1993,FL04804,"Orlando, FL",176748,209,12,118.25
1993,PAPEP00,"Philadelphia, PA",1559534,785,12,50.34
1993,AZ00723,"Phoenix, AZ",1039369,444,12,42.72
1993,PAPPD00,"Pittsburgh, PA",368473,226,12,61.33
1993,OR02602,"Portland, OR",454889,479,12,105.3
1993,MD01721,"Prince George's County, MD",632201,406,12,64.22
1993,NC09201,"Raleigh, NC",224057,94,12,41.95
1993,CA03404,"Sacramento, CA",386732,167,12,43.18
1993,UT01803,"Salt Lake City, UT",170380,204,12,119.73
1993,TXSPD00,"San Antonio, TX",985456,553,12,56.12
1993,CA03711,"San Diego, CA",1160603,396,12,34.12
1993,CA03801,"San Francisco, CA",736377,361,12,49.02
1993,CA04313,"San Jose, CA",809528,391,12,48.3
1993,WASPD00,"Seattle, WA",531274,356,12,67.01
1993,MOSPD00,"St. Louis, MO",387053,319,12,82.42
1993,NY05101,"Suffolk County, NY",1211097,65,12,5.37
1993,FL02902,"Tampa, FL",288877,247,12,85.5
1993,AZ01003,"Tucson, AZ",426344,314,12,73.65
1993,OK07205,"Tulsa, OK",378350,339,12,89.6
1993,VA12800,"Virginia Beach, VA",423387,181,12,42.75
1993,DCMPD00,"Washington, DC",578000,324,12,56.06
1993,KS08703,"Wichita, KS",313597,265,12,84.5
1993,,United States,,,,
1994,NM00101,"Albuquerque, NM",416917,288,12,69.08
1994,TX22001,"Arlington, TX",286748,144,12,50.22
1994,GAAPD00,"Atlanta, GA",411204,422,12,102.63
1994,CO00101,"Aurora, CO",252833,147,12,58.14
1994,TX22701,"Austin, TX",511676,249,12,48.66
1994,MD00301,"Baltimore County, MD",717879,281,12,39.14
1994,MDBPD00,"Baltimore, MD",739180,637,12,86.18
1994,MA01301,"Boston, MA",556724,453,12,81.37
1994,NY01401,"Buffalo, NY",324354,280,12,86.33
1994,NC06001,"Charlotte, NC",527121,350,12,66.4
1994,ILCPD00,"Chicago, IL",2802494,3048,12,108.76
1994,OHCIP00,"Cincinnati, OH",366953,382,12,104.1
1994,OHCLP00,"Cleveland, OH",506230,749,12,147.96
1994,OHCOP00,"Columbus, OH",647860,679,12,104.81
1994,TXDPD00,"Dallas, TX",1062677,957,12,90.06
1994,CODPD00,"Denver, CO",511085,366,12,71.61
1994,MI82349,"Detroit, MI",1022283,1116,12,109.17
1994,TX07102,"El Paso, TX",565183,233,12,41.23
1994,VA02901,"Fairfax County, VA",844322,104,12,12.32
1994,TX22012,"Fort Worth, TX",472288,413,12,87.45
1994,CA01005,"Fresno, CA",382655,192,12,50.18
1994,HI00200,"Honolulu, HI",880687,266,12,30.2
1994,TXHPD00,"Houston, TX",1758016,931,12,52.96
1994,INIPD00,"Indianapolis, IN",380302,483,12,127
1994,FL01602,"Jacksonville, FL",685776,648,12,94.49
1994,MOKPD00,"Kansas City, MO",439089,490,12,111.59
1994,NV00201,"Las Vegas, NV",752577,574,12,76.27
1994,CA01941,"Long Beach, CA",446383,167,12,37.41
1994,CA01900,"Los Angeles County, CA",953814,263,12,27.57
1994,CA01942,"Los Angeles, CA",3550381,1554,12,43.77
1994,KY05680,"Louisville, KY",,,,
1994,TNMPD00,"Memphis, TN",628375,695,12,110.6
1994,AZ00717,"Mesa, AZ",315456,120,12,38.04
1994,FL01300,"Miami-Dade County, FL",1125748,730,12,64.85
1994,FL01306,"Miami, FL",379980,221,12,58.16
1994,WIMPD00,"Milwaukee, WI",628737,429,12,68.23
1994,MN02711,"Minneapolis, MN",370834,578,12,155.86
1994,MD01604,"Montgomery County, MD",781306,193,12,24.7
1994,TN01901,"Nashville, TN",521301,508,12,97.45
1994,NY02900,"Nassau County, NY",1026696,77,12,7.5
1994,LANPD00,"New Orleans, LA",493990,436,12,88.26
1994,NY03030,"New York City, NY",7336224,2666,12,36.34
1994,NJNPD00,"Newark, NJ",271025,207,12,76.38
1994,CA00109,"Oakland, CA",379695,323,12,85.07
1994,OK05506,"Oklahoma City, OK",461271,546,12,118.37
1994,NB02802,"Omaha, NE",344975,217,12,62.9
1994,FL04804,"Orlando, FL",180288,144,12,79.87
1994,PAPEP00,"Philadelphia, PA",1560576,721,12,46.2
1994,AZ00723,"Phoenix, AZ",1076108,438,12,40.7
1994,PAPPD00,"Pittsburgh, PA",368594,261,12,70.81
1994,OR02602,"Portland, OR",463072,400,12,86.38
1994,MD01721,"Prince George's County, MD",637404,380,12,59.62
1994,NC09201,"Raleigh, NC",228090,89,12,39.02
1994,CA03404,"Sacramento, CA",389458,174,12,44.68
1994,UT01803,"Salt Lake City, UT",174827,158,12,90.38
1994,TXSPD00,"San Antonio, TX",999900,565,12,56.51
1994,CA03711,"San Diego, CA",1168785,403,12,34.48
1994,CA03801,"San Francisco, CA",741568,292,12,39.38
1994,CA04313,"San Jose, CA",815235,375,12,46
1994,WASPD00,"Seattle, WA",540268,318,12,58.86
1994,MOSPD00,"St. Louis, MO",390437,304,12,77.86
1994,NY05101,"Suffolk County, NY",1209231,40,5,3.31
1994,FL02902,"Tampa, FL",294663,298,12,101.13
1994,AZ01003,"Tucson, AZ",441402,289,12,65.47
1994,OK07205,"Tulsa, OK",381640,296,12,77.56
1994,VA12800,"Virginia Beach, VA",427471,145,12,33.92
1994,DCMPD00,"Washington, DC",570000,249,12,43.68
1994,KS08703,"Wichita, KS",316629,224,12,70.75
1994,,United States,,,,
1995,NM00101,"Albuquerque, NM",419714,296,12,70.52
1995,TX22001,"Arlington, TX",292324,154,12,52.68
1995,GAAPD00,"Atlanta, GA",404337,441,12,109.07
1995,CO00101,"Aurora, CO",256957,138,12,53.71
1995,TX22701,"Austin, TX",523691,308,12,58.81
1995,MD00301,"Baltimore County, MD",716904,248,12,34.59
1995,MDBPD00,"Baltimore, MD",712209,683,12,95.9
1995,MA01301,"Boston, MA",550715,379,12,68.82
1995,NY01401,"Buffalo, NY",312395,261,12,83.55
1995,NC06001,"Charlotte, NC",544146,366,12,67.26
1995,ILCPD00,"Chicago, IL",2749811,2896,12,105.32
1995,OHCIP00,"Cincinnati, OH",359749,408,12,113.41
1995,OHCLP00,"Cleveland, OH",495074,689,12,139.17
1995,OHCOP00,"Columbus, OH",638729,636,12,99.57
1995,TXDPD00,"Dallas, TX",1042088,852,12,81.76
1995,CODPD00,"Denver, CO",505843,320,12,63.26
1995,MI82349,"Detroit, MI",997297,1104,12,110.7
1995,TX07102,"El Paso, TX",590215,242,12,41
1995,VA02901,"Fairfax County, VA",856544,87,12,10.16
1995,TX22012,"Fort Worth, TX",460321,332,12,72.12
1995,CA01005,"Fresno, CA",388495,212,12,54.57
1995,HI00200,"Honolulu, HI",880266,217,12,24.65
1995,TXHPD00,"Houston, TX",1734335,837,12,48.26
1995,INIPD00,"Indianapolis, IN",373973,381,10,101.88
1995,FL01602,"Jacksonville, FL",679148,625,12,92.03
1995,MOKPD00,"Kansas City, MO",445549,470,12,105.49
1995,NV00201,"Las Vegas, NV",793432,571,12,71.97
1995,CA01941,"Long Beach, CA",436034,171,12,39.22
1995,CA01900,"Los Angeles County, CA",970545,286,12,29.47
1995,CA01942,"Los Angeles, CA",3466211,1590,12,45.87
1995,KY05680,"Louisville, KY",,,,
1995,TNMPD00,"Memphis, TN",623902,785,12,125.82
1995,AZ00717,"Mesa, AZ",324654,128,12,39.43
1995,FL01300,"Miami-Dade County, FL",1098208,668,12,60.83
1995,FL01306,"Miami, FL",378720,198,12,52.28
1995,WIMPD00,"Milwaukee, WI",622467,370,12,59.44
1995,MN02711,"Minneapolis, MN",357709,578,12,161.58
1995,MD01604,"Montgomery County, MD",794575,215,12,27.06
1995,TN01901,"Nashville, TN",523681,487,12,93
1995,NY02900,"Nassau County, NY",1025407,70,12,6.83
1995,LANPD00,"New Orleans, LA",487179,487,12,99.96
1995,NY03030,"New York City, NY",7319546,2317,12,31.65
1995,NJNPD00,"Newark, NJ",260232,216,12,83
