report_year,agency_code,agency_jurisdiction,population,rapes,months_reported,rapes_percapita
1981,CA04313,"San Jose, CA",644823,465,12,72.11
1981,WASPD00,"Seattle, WA",503697,485,12,96.29
1981,MOSPD00,"St. Louis, MO",454166,413,12,90.94
1981,NY05101,"Suffolk County, NY",1164699,91,7,7.81
1981,FL02902,"Tampa, FL",285530,409,12,143.24
1981,AZ01003,"Tucson, AZ",340985,163,12,47.8
1981,OK07205,"Tulsa, OK",367234,247,12,67.26
1981,VA12800,"Virginia Beach, VA",265704,93,12,35
1981,DCMPD00,"Washington, DC",636000,414,12,65.09
1981,KS08703,"Wichita, KS",282465,202,12,71.51
1981,,United States,,,,
1982,NM00101,"Albuquerque, NM",344962,199,12,57.69
1982,TX22001,"Arlington, TX",173821,67,12,38.55
1982,GAAPD00,"Atlanta, GA",441103,613,12,138.97
1982,CO00101,"Aurora, CO",167408,76,12,45.4
1982,TX22701,"Austin, TX",370331,235,12,63.46
1982,MD00301,"Baltimore County, MD",662646,165,12,24.9
1982,MDBPD00,"Baltimore, MD",798175,550,12,68.91
1982,MA01301,"Boston, MA",567758,366,12,64.46
1982,NY01401,"Buffalo, NY",360493,247,12,68.52
1982,NC06001,"Charlotte, NC",320119,198,12,61.85
1982,ILCPD00,"Chicago, IL",3010862,1112,12,36.93
1982,OHCIP00,"Cincinnati, OH",383975,285,12,74.22
1982,OHCLP00,"Cleveland, OH",573944,628,12,109.42
1982,OHCOP00,"Columbus, OH",563680,332,12,58.9
1982,TXDPD00,"Dallas, TX",970624,1105,12,113.84
1982,CODPD00,"Denver, CO",517638,516,12,99.68
1982,MI82349,"Detroit, MI",1181868,1167,12,98.74
1982,TX07102,"El Paso, TX",458429,219,12,47.77
1982,VA02901,"Fairfax County, VA",586631,91,12,15.51
1982,TX22012,"Fort Worth, TX",412661,470,12,113.89
1982,CA01005,"Fresno, CA",226300,155,12,68.49
1982,HI00200,"Honolulu, HI",785181,269,12,34.26
1982,TXHPD00,"Houston, TX",1679607,1270,12,75.61
1982,INIPD00,"Indianapolis, IN",462657,387,12,83.65
1982,FL01602,"Jacksonville, FL",590957,422,12,71.41
1982,MOKPD00,"Kansas City, MO",451397,376,12,83.3
1982,NV00201,"Las Vegas, NV",424252,286,12,67.41
1982,CA01941,"Long Beach, CA",374974,277,12,73.87
1982,CA01900,"Los Angeles County, CA",1071752,649,12,60.56
1982,CA01942,"Los Angeles, CA",3101979,2706,12,87.23
1982,KY05680,"Louisville, KY",,,,
1982,TNMPD00,"Memphis, TN",659913,713,12,108.04
1982,AZ00717,"Mesa, AZ",157634,40,12,25.38
1982,FL01300,"Miami-Dade County, FL",843210,492,12,58.35
1982,FL01306,"Miami, FL",365506,349,12,95.48
1982,WIMPD00,"Milwaukee, WI",645231,194,12,30.07
1982,MN02711,"Minneapolis, MN",376704,314,12,83.35
1982,MD01604,"Montgomery County, MD",528399,166,12,31.42
1982,TN01901,"Nashville, TN",462507,321,12,69.4
1982,NY02900,"Nassau County, NY",1058247,39,12,3.69
1982,LANPD00,"New Orleans, LA",579338,488,12,84.23
1982,NY03030,"New York City, NY",7096559,3547,12,49.98
1982,NJNPD00,"Newark, NJ",334414,489,12,146.23
1982,CA00109,"Oakland, CA",355868,441,12,123.92
1982,OK05506,"Oklahoma City, OK",425093,386,12,90.8
1982,NB02802,"Omaha, NE",324936,175,12,53.86
1982,FL04804,"Orlando, FL",139152,160,12,114.98
1982,PAPEP00,"Philadelphia, PA",1687556,839,12,49.72
1982,AZ00723,"Phoenix, AZ",814054,431,12,52.94
1982,PAPPD00,"Pittsburgh, PA",425814,236,12,55.42
1982,OR02602,"Portland, OR",369796,392,12,106
1982,MD01721,"Prince George's County, MD",564955,346,12,61.24
1982,NC09201,"Raleigh, NC",152882,62,12,40.55
1982,CA03404,"Sacramento, CA",288446,191,12,66.22
1982,UT01803,"Salt Lake City, UT",173630,124,12,71.42
1982,TXSPD00,"San Antonio, TX",849791,400,12,47.07
1982,CA03711,"San Diego, CA",919113,428,12,46.57
1982,CA03801,"San Francisco, CA",708278,594,12,83.87
1982,CA04313,"San Jose, CA",659903,430,12,65.16
1982,WASPD00,"Seattle, WA",507643,435,12,85.69
1982,MOSPD00,"St. Louis, MO",455362,316,12,69.4
1982,NY05101,"Suffolk County, NY",1169000,115,8,9.84
1982,FL02902,"Tampa, FL",292551,411,12,140.49
1982,AZ01003,"Tucson, AZ",349165,236,12,67.59
1982,OK07205,"Tulsa, OK",376599,228,12,60.54
1982,VA12800,"Virginia Beach, VA",268887,97,12,36.07
1982,DCMPD00,"Washington, DC",631000,421,12,66.72
1982,KS08703,"Wichita, KS",285665,197,12,68.96
1982,,United States,,,,
1983,NM00101,"Albuquerque, NM",355163,206,12,58
1983,TX22001,"Arlington, TX",178871,75,12,41.93
1983,GAAPD00,"Atlanta, GA",448635,619,12,137.97
1983,CO00101,"Aurora, CO",172575,65,12,37.66
1983,TX22701,"Austin, TX",381091,240,12,62.98
1983,MD00301,"Baltimore County, MD",668705,148,12,22.13
1983,MDBPD00,"Baltimore, MD",805527,497,12,61.7
1983,MA01301,"Boston, MA",566551,367,12,64.78
1983,NY01401,"Buffalo, NY",360656,297,12,82.35
1983,NC06001,"Charlotte, NC",323704,258,12,79.7
1983,ILCPD00,"Chicago, IL",3021203,2246,12,74.34
1983,OHCIP00,"Cincinnati, OH",382373,308,12,80.55
1983,OHCLP00,"Cleveland, OH",571827,716,12,125.21
1983,OHCOP00,"Columbus, OH",561328,324,12,57.72
1983,TXDPD00,"Dallas, TX",998827,891,12,89.2
1983,CODPD00,"Denver, CO",533732,430,12,80.56
1983,MI82349,"Detroit, MI",1176968,1514,12,128.64
1983,TX07102,"El Paso, TX",471749,177,12,37.52
1983,VA02901,"Fairfax County, VA",592933,68,12,11.47
1983,TX22012,"Fort Worth, TX",424651,454,12,106.91
1983,CA01005,"Fresno, CA",230418,172,12,74.65
1983,HI00200,"Honolulu, HI",808092,249,12,30.81
1983,TXHPD00,"Houston, TX",1728783,1179,12,68.2
1983,INIPD00,"Indianapolis, IN",463455,376,12,81.13
1983,FL01602,"Jacksonville, FL",605934,411,12,67.83
1983,MOKPD00,"Kansas City, MO",453128,425,12,93.79
1983,NV00201,"Las Vegas, NV",429080,244,12,56.87
1983,CA01941,"Long Beach, CA",381798,246,12,64.43
1983,CA01900,"Los Angeles County, CA",1084868,581,12,53.55
1983,CA01942,"Los Angeles, CA",3158688,2494,12,78.96
1983,KY05680,"Louisville, KY",,,,
1983,TNMPD00,"Memphis, TN",664883,763,12,114.76
1983,AZ00717,"Mesa, AZ",163310,36,12,22.04
1983,FL01300,"Miami-Dade County, FL",864762,457,12,52.85
1983,FL01306,"Miami, FL",374769,365,12,97.39
1983,WIMPD00,"Milwaukee, WI",643473,235,12,36.52
1983,MN02711,"Minneapolis, MN",377850,316,12,83.63
1983,MD01604,"Montgomery County, MD",533230,124,12,23.25
1983,TN01901,"Nashville, TN",465887,324,12,69.54
1983,NY02900,"Nassau County, NY",1058726,54,11,5.1
1983,LANPD00,"New Orleans, LA",589508,536,12,90.92
1983,NY03030,"New York City, NY",7100063,3662,12,51.58
1983,NJNPD00,"Newark, NJ",336016,553,12,164.58
1983,CA00109,"Oakland, CA",362344,478,12,131.92
1983,OK05506,"Oklahoma City, OK",441281,533,12,120.78
1983,NB02802,"Omaha, NE",327276,157,12,47.97
1983,FL04804,"Orlando, FL",142678,141,12,98.82
1983,PAPEP00,"Philadelphia, PA",1692364,822,12,48.57
1983,AZ00723,"Phoenix, AZ",843415,499,12,59.16
1983,PAPPD00,"Pittsburgh, PA",426890,214,12,50.13
1983,OR02602,"Portland, OR",371706,377,12,101.42
1983,MD01721,"Prince George's County, MD",570120,304,12,53.32
1983,NC09201,"Raleigh, NC",154482,46,12,29.78
1983,CA03404,"Sacramento, CA",293695,217,12,73.89
1983,UT01803,"Salt Lake City, UT",180892,128,12,70.76
1983,TXSPD00,"San Antonio, TX",874483,519,12,59.35
1983,CA03711,"San Diego, CA",935840,395,12,42.21
1983,CA03801,"San Francisco, CA",721168,539,12,74.74
1983,CA04313,"San Jose, CA",671913,447,12,66.53
1983,WASPD00,"Seattle, WA",514319,434,12,84.38
1983,MOSPD00,"St. Louis, MO",457262,323,12,70.64
1983,NY05101,"Suffolk County, NY",1169529,151,11,12.91
1983,FL02902,"Tampa, FL",299965,288,12,96.01
1983,AZ01003,"Tucson, AZ",361739,253,12,69.94
1983,OK07205,"Tulsa, OK",391101,193,12,49.35
1983,VA12800,"Virginia Beach, VA",271775,73,12,26.86
1983,DCMPD00,"Washington, DC",623000,406,12,65.17
1983,KS08703,"Wichita, KS",287807,161,12,55.94
1983,,United States,,,,
1984,NM00101,"Albuquerque, NM",356366,210,12,58.93
1984,TX22001,"Arlington, TX",191475,93,12,48.57
1984,GAAPD00,"Atlanta, GA",442951,632,12,142.68
1984,CO00101,"Aurora, CO",191159,95,12,49.7
1984,TX22701,"Austin, TX",385237,264,12,68.53
1984,MD00301,"Baltimore County, MD",671586,171,12,25.46
1984,MDBPD00,"Baltimore, MD",788604,564,12,71.52
1984,MA01301,"Boston, MA",565192,460,12,81.39
1984,NY01401,"Buffalo, NY",352015,278,12,78.97
1984,NC06001,"Charlotte, NC",331992,243,12,73.19
1984,ILCPD00,"Chicago, IL",3012524,2883,0,95.7
1984,OHCIP00,"Cincinnati, OH",378800,367,12,96.88
1984,OHCLP00,"Cleveland, OH",556931,733,12,131.61
1984,OHCOP00,"Columbus, OH",568609,394,12,69.29
1984,TXDPD00,"Dallas, TX",987696,1022,12,103.47
1984,CODPD00,"Denver, CO",524171,427,12,81.46
1984,MI82349,"Detroit, MI",1133647,1519,12,133.99
1984,TX07102,"El Paso, TX",465748,175,12,37.57
1984,VA02901,"Fairfax County, VA",626134,61,12,9.74
1984,TX22012,"Fort Worth, TX",420050,467,12,111.18
1984,CA01005,"Fresno, CA",254649,134,12,52.62
1984,HI00200,"Honolulu, HI",810772,255,12,31.45
1984,TXHPD00,"Houston, TX",1805783,1269,12,70.27
1984,INIPD00,"Indianapolis, IN",471622,324,12,68.7
1984,FL01602,"Jacksonville, FL",582421,587,12,100.79
1984,MOKPD00,"Kansas City, MO",450489,372,12,82.58
1984,NV00201,"Las Vegas, NV",438264,245,12,55.9
1984,CA01941,"Long Beach, CA",386421,242,12,62.63
1984,CA01900,"Los Angeles County, CA",1078849,489,12,45.33
1984,CA01942,"Los Angeles, CA",3144256,2347,12,74.64
1984,KY05680,"Louisville, KY",,,,
1984,TNMPD00,"Memphis, TN",654666,794,12,121.28
1984,AZ00717,"Mesa, AZ",181287,56,12,30.89
1984,FL01300,"Miami-Dade County, FL",883352,439,12,49.7
1984,FL01306,"Miami, FL",400646,273,12,68.14
1984,WIMPD00,"Milwaukee, WI",632458,292,12,46.17
1984,MN02711,"Minneapolis, MN",370866,392,12,105.7
1984,MD01604,"Montgomery County, MD",549800,137,12,24.92
1984,TN01901,"Nashville, TN",475744,410,12,86.18
1984,NY02900,"Nassau County, NY",1057700,67,12,6.33
1984,LANPD00,"New Orleans, LA",576071,555,12,96.34
1984,NY03030,"New York City, NY",7167121,3829,12,53.42
1984,NJNPD00,"Newark, NJ",324961,589,12,181.25
1984,CA00109,"Oakland, CA",358566,426,12,118.81
1984,OK05506,"Oklahoma City, OK",439249,516,12,117.47
1984,NB02802,"Omaha, NE",357790,202,12,56.46
1984,FL04804,"Orlando, FL",140541,146,12,103.88
1984,PAPEP00,"Philadelphia, PA",1667545,937,12,56.19
1984,AZ00723,"Phoenix, AZ",870279,525,12,60.33
1984,PAPPD00,"Pittsburgh, PA",415475,224,12,53.91
1984,OR02602,"Portland, OR",367055,370,12,100.8
1984,MD01721,"Prince George's County, MD",574838,345,12,60.02
1984,NC09201,"Raleigh, NC",158028,47,12,29.74
1984,CA03404,"Sacramento, CA",300248,248,12,82.6
1984,UT01803,"Salt Lake City, UT",173136,98,12,56.6
1984,TXSPD00,"San Antonio, TX",857070,745,12,86.92
1984,CA03711,"San Diego, CA",952933,393,12,41.24
1984,CA03801,"San Francisco, CA",719559,495,12,68.79
1984,CA04313,"San Jose, CA",685792,421,12,61.39
1984,WASPD00,"Seattle, WA",497598,448,12,90.03
1984,MOSPD00,"St. Louis, MO",442528,349,12,78.87
1984,NY05101,"Suffolk County, NY",1175588,93,8,7.91
1984,FL02902,"Tampa, FL",289355,277,12,95.73
1984,AZ01003,"Tucson, AZ",372146,282,12,75.78
1984,OK07205,"Tulsa, OK",385394,246,12,63.83
1984,VA12800,"Virginia Beach, VA",290678,118,12,40.59
1984,DCMPD00,"Washington, DC",623000,366,12,58.75
1984,KS08703,"Wichita, KS",291555,207,12,71
1984,,United States,,,,
1985,NM00101,"Albuquerque, NM",357051,238,12,66.66
1985,TX22001,"Arlington, TX",218931,105,12,47.96
1985,GAAPD00,"Atlanta, GA",436214,683,12,156.57
1985,CO00101,"Aurora, CO",198033,89,12,44.94
1985,TX22701,"Austin, TX",406469,489,12,120.3
1985,MD00301,"Baltimore County, MD",679708,179,12,26.33
1985,MDBPD00,"Baltimore, MD",771097,592,12,76.77
1985,MA01301,"Boston, MA",573131,532,12,92.82
1985,NY01401,"Buffalo, NY",339890,291,12,85.62
1985,NC06001,"Charlotte, NC",335690,226,12,67.32
1985,ILCPD00,"Chicago, IL",2998841,3357,12,111.94
1985,OHCIP00,"Cincinnati, OH",370198,360,12,97.25
1985,OHCLP00,"Cleveland, OH",546126,745,12,136.42
1985,OHCOP00,"Columbus, OH",565682,406,12,71.77
1985,TXDPD00,"Dallas, TX",997467,1149,12,115.19
1985,CODPD00,"Denver, CO",513048,418,12,81.47
1985,MI82349,"Detroit, MI",1090581,1575,12,144.42
1985,TX07102,"El Paso, TX",474870,181,12,38.12
1985,VA02901,"Fairfax County, VA",651037,57,12,8.76
1985,TX22012,"Fort Worth, TX",424449,483,12,113.79
1985,CA01005,"Fresno, CA",275125,178,12,64.7
1985,HI00200,"Honolulu, HI",817083,248,12,30.35
1985,TXHPD00,"Houston, TX",1746375,1711,12,97.97
1985,INIPD00,"Indianapolis, IN",471656,346,12,73.36
1985,FL01602,"Jacksonville, FL",601007,705,12,117.3
1985,MOKPD00,"Kansas City, MO",444942,424,12,95.29
1985,NV00201,"Las Vegas, NV",456749,278,12,60.86
1985,CA01941,"Long Beach, CA",389728,235,12,60.3
1985,CA01900,"Los Angeles County, CA",1074561,520,12,48.39
1985,CA01942,"Los Angeles, CA",3186459,2318,12,72.75
1985,KY05680,"Louisville, KY",,,,
1985,TNMPD00,"Memphis, TN",654626,903,12,137.94
1985,AZ00717,"Mesa, AZ",202450,70,12,34.58
1985,FL01300,"Miami-Dade County, FL",859660,548,12,63.75
1985,FL01306,"Miami, FL",385892,284,12,73.6
1985,WIMPD00,"Milwaukee, WI",621931,390,12,62.71
1985,MN02711,"Minneapolis, MN",361021,419,12,116.06
1985,MD01604,"Montgomery County, MD",573982,114,12,19.86
1985,TN01901,"Nashville, TN",481286,348,12,72.31
1985,NY02900,"Nassau County, NY",1067327,86,12,8.06
1985,LANPD00,"New Orleans, LA",561364,451,12,80.34
1985,NY03030,"New York City, NY",7183984,3880,12,54.01
1985,NJNPD00,"Newark, NJ",316356,594,12,187.76
1985,CA00109,"Oakland, CA",362095,531,12,146.65
1985,OK05506,"Oklahoma City, OK",443575,485,12,109.34
1985,NB02802,"Omaha, NE",362883,214,12,58.97
1985,FL04804,"Orlando, FL",142025,154,12,108.43
1985,PAPEP00,"Philadelphia, PA",1640102,1021,12,62.25
1985,AZ00723,"Phoenix, AZ",890746,635,12,71.29
1985,PAPPD00,"Pittsburgh, PA",400969,188,12,46.89
1985,OR02602,"Portland, OR",367571,469,12,127.59
1985,MD01721,"Prince George's County, MD",574412,340,12,59.19
1985,NC09201,"Raleigh, NC",171814,57,12,33.18
1985,CA03404,"Sacramento, CA",312944,209,12,66.79
1985,UT01803,"Salt Lake City, UT",164216,99,12,60.29
1985,TXSPD00,"San Antonio, TX",862878,824,12,95.49
1985,CA03711,"San Diego, CA",988284,338,12,34.2
1985,CA03801,"San Francisco, CA",733456,512,12,69.81
1985,CA04313,"San Jose, CA",706062,415,12,58.78
1985,WASPD00,"Seattle, WA",495190,441,12,89.06
1985,MOSPD00,"St. Louis, MO",431109,384,12,89.07
1985,NY05101,"Suffolk County, NY",1194000,146,11,12.23
1985,FL02902,"Tampa, FL",285280,288,12,100.95
1985,AZ01003,"Tucson, AZ",381473,297,12,77.86
1985,OK07205,"Tulsa, OK",374875,268,12,71.49
1985,VA12800,"Virginia Beach, VA",312584,98,12,31.35
1985,DCMPD00,"Washington, DC",626000,337,12,53.83
1985,KS08703,"Wichita, KS",284915,249,12,87.39
1985,,United States,,,,
1986,NM00101,"Albuquerque, NM",364196,247,12,67.82
1986,TX22001,"Arlington, TX",223106,120,12,53.79
1986,GAAPD00,"Atlanta, GA",445617,681,12,152.82
1986,CO00101,"Aurora, CO",200189,120,12,59.94
1986,TX22701,"Austin, TX",414220,388,12,93.67
1986,MD00301,"Baltimore County, MD",690668,192,12,27.8
1986,MDBPD00,"Baltimore, MD",783542,660,12,84.23
1986,MA01301,"Boston, MA",574107,516,12,89.88
1986,NY01401,"Buffalo, NY",339685,281,12,82.72
1986,NC06001,"Charlotte, NC",339767,305,12,89.77
1986,ILCPD00,"Chicago, IL",3003105,3708,12,123.47
1986,OHCIP00,"Cincinnati, OH",370482,291,12,78.55
1986,OHCLP00,"Cleveland, OH",546544,773,12,141.43
1986,OHCOP00,"Columbus, OH",566115,550,12,97.15
1986,TXDPD00,"Dallas, TX",1016488,1255,12,123.46
1986,CODPD00,"Denver, CO",518625,424,12,81.75
1986,MI82349,"Detroit, MI",1096947,1351,12,123.16
1986,TX07102,"El Paso, TX",483925,198,12,40.92
1986,VA02901,"Fairfax County, VA",658583,69,12,10.48
1986,TX22012,"Fort Worth, TX",432542,559,12,129.24
1986,CA01005,"Fresno, CA",281554,241,12,85.6
1986,HI00200,"Honolulu, HI",823306,241,12,29.27
1986,TXHPD00,"Houston, TX",1779677,1524,12,85.63
1986,INIPD00,"Indianapolis, IN",470591,438,12,93.07
1986,FL01602,"Jacksonville, FL",616668,618,12,100.22
1986,MOKPD00,"Kansas City, MO",448237,460,12,102.62
1986,NV00201,"Las Vegas, NV",463158,323,12,69.74
1986,CA01941,"Long Beach, CA",398983,220,12,55.14
1986,CA01900,"Los Angeles County, CA",1061016,472,12,44.49
1986,CA01942,"Los Angeles, CA",3260856,2330,12,71.45
1986,KY05680,"Louisville, KY",,,,
1986,TNMPD00,"Memphis, TN",660255,919,12,139.19
1986,AZ00717,"Mesa, AZ",210702,117,12,55.53
1986,FL01300,"Miami-Dade County, FL",901784,589,12,65.31
1986,FL01306,"Miami, FL",396374,221,12,55.76
1986,WIMPD00,"Milwaukee, WI",623278,444,12,71.24
1986,MN02711,"Minneapolis, MN",362845,492,12,135.6
1986,MD01604,"Montgomery County, MD",583337,139,12,23.83
1986,TN01901,"Nashville, TN",470906,410,12,87.07
1986,NY02900,"Nassau County, NY",1063822,86,12,8.08
1986,LANPD00,"New Orleans, LA",563927,456,12,80.86
1986,NY03030,"New York City, NY",7179609,3536,12,49.25
1986,NJNPD00,"Newark, NJ",318801,589,12,184.75
1986,CA00109,"Oakland, CA",370556,538,12,145.19
1986,OK05506,"Oklahoma City, OK",444119,425,12,95.7
1986,NB02802,"Omaha, NE",332368,225,12,67.7
1986,FL04804,"Orlando, FL",145882,172,12,117.9
1986,PAPEP00,"Philadelphia, PA",1645144,1086,12,66.01
1986,AZ00723,"Phoenix, AZ",927055,567,12,61.16
1986,PAPPD00,"Pittsburgh, PA",402204,253,12,62.9
1986,OR02602,"Portland, OR",368439,438,12,118.88
1986,MD01721,"Prince George's County, MD",588222,396,12,67.32
1986,NC09201,"Raleigh, NC",173901,76,12,43.7
1986,CA03404,"Sacramento, CA",320256,258,12,80.56
1986,UT01803,"Salt Lake City, UT",166182,107,12,64.39
1986,TXSPD00,"San Antonio, TX",879332,805,12,91.55
1986,CA03711,"San Diego, CA",1011376,391,12,38.66
1986,CA03801,"San Francisco, CA",750544,492,12,65.55
1986,CA04313,"San Jose, CA",722560,430,12,59.51
1986,WASPD00,"Seattle, WA",501279,443,12,88.37
1986,MOSPD00,"St. Louis, MO",434298,373,12,85.89
1986,NY05101,"Suffolk County, NY",1190985,136,11,11.42
1986,FL02902,"Tampa, FL",293030,375,12,127.97
1986,AZ01003,"Tucson, AZ",397023,251,12,63.22
1986,OK07205,"Tulsa, OK",375335,272,12,72.47
1986,VA12800,"Virginia Beach, VA",316959,85,12,26.82
1986,DCMPD00,"Washington, DC",626000,328,12,52.4
1986,KS08703,"Wichita, KS",286163,261,12,91.21
1986,,United States,,,,
1987,NM00101,"Albuquerque, NM",371756,211,12,56.76
1987,TX22001,"Arlington, TX",251372,92,12,36.6
1987,GAAPD00,"Atlanta, GA",429953,636,12,147.92
1987,CO00101,"Aurora, CO",219945,118,12,53.65
1987,TX22701,"Austin, TX",469542,284,12,60.48
1987,MD00301,"Baltimore County, MD",681068,199,12,29.22
1987,MDBPD00,"Baltimore, MD",764893,595,12,77.79
1987,MA01301,"Boston, MA",575882,550,12,95.51
1987,NY01401,"Buffalo, NY",325787,268,12,82.26
1987,NC06001,"Charlotte, NC",356596,308,12,86.37
1987,ILCPD00,"Chicago, IL",3018338,3692,12,122.32
1987,OHCIP00,"Cincinnati, OH",371585,344,12,92.58
1987,OHCLP00,"Cleveland, OH",548171,750,12,136.82
1987,OHCOP00,"Columbus, OH",567800,534,12,94.05
1987,TXDPD00,"Dallas, TX",1009947,1260,12,124.76
1987,CODPD00,"Denver, CO",509529,401,12,78.7
1987,MI82349,"Detroit, MI",1091523,1417,12,129.82
1987,TX07102,"El Paso, TX",494954,219,12,44.25
1987,VA02901,"Fairfax County, VA",690273,68,12,9.85
1987,TX22012,"Fort Worth, TX",432305,476,12,110.11
1987,CA01005,"Fresno, CA",291855,196,12,67.16
1987,HI00200,"Honolulu, HI",832614,322,12,38.67
1987,TXHPD00,"Houston, TX",1739999,1172,12,67.36
1987,INIPD00,"Indianapolis, IN",478693,432,12,90.25
1987,FL01602,"Jacksonville, FL",629887,609,12,96.68
1987,MOKPD00,"Kansas City, MO",444382,486,12,109.37
1987,NV00201,"Las Vegas, NV",481393,308,12,63.98
1987,CA01941,"Long Beach, CA",406297,221,12,54.39
1987,CA01900,"Los Angeles County, CA",1096165,459,12,41.87
1987,CA01942,"Los Angeles, CA",3341726,2169,12,64.91
1987,KY05680,"Louisville, KY",,,,
1987,TNMPD00,"Memphis, TN",659720,831,12,125.96
1987,AZ00717,"Mesa, AZ",262428,96,12,36.58
1987,FL01300,"Miami-Dade County, FL",926139,565,12,61.01
1987,FL01306,"Miami, FL",385089,202,12,52.46
1987,WIMPD00,"Milwaukee, WI",607885,437,12,71.89
1987,MN02711,"Minneapolis, MN",359371,520,12,144.7
1987,MD01604,"Montgomery County, MD",617920,165,12,26.7
1987,TN01901,"Nashville, TN",487097,509,12,104.5
1987,NY02900,"Nassau County, NY",1052414,83,12,7.89
1987,LANPD00,"New Orleans, LA",549536,359,12,65.33
1987,NY03030,"New York City, NY",7284319,3507,12,48.14
1987,NJNPD00,"Newark, NJ",318402,577,12,181.22
1987,CA00109,"Oakland, CA",365983,538,12,147
1987,OK05506,"Oklahoma City, OK",441408,381,12,86.31
1987,NB02802,"Omaha, NE",374934,189,12,50.41
1987,FL04804,"Orlando, FL",150250,181,12,120.47
1987,PAPEP00,"Philadelphia, PA",1649364,1102,12,66.81
1987,AZ00723,"Phoenix, AZ",933177,503,12,53.9
1987,PAPPD00,"Pittsburgh, PA",389015,263,12,67.61
1987,OR02602,"Portland, OR",390845,407,12,104.13
1987,MD01721,"Prince George's County, MD",589824,81,3,13.73
1987,NC09201,"Raleigh, NC",182750,78,12,42.68
1987,CA03404,"Sacramento, CA",331728,241,12,72.65
1987,UT01803,"Salt Lake City, UT",159839,94,12,58.81
1987,TXSPD00,"San Antonio, TX",920215,849,12,92.26
1987,CA03711,"San Diego, CA",1040851,410,12,39.39
1987,CA03801,"San Francisco, CA",767933,452,12,58.86
1987,CA04313,"San Jose, CA",730079,393,12,53.83
1987,WASPD00,"Seattle, WA",494426,465,12,94.05
1987,MOSPD00,"St. Louis, MO",429414,332,12,77.31
1987,NY05101,"Suffolk County, NY",1191928,194,12,16.28
1987,FL02902,"Tampa, FL",285856,297,12,103.9
1987,AZ01003,"Tucson, AZ",374546,281,12,75.02
1987,OK07205,"Tulsa, OK",369961,234,12,63.25
1987,VA12800,"Virginia Beach, VA",340158,124,12,36.45
1987,DCMPD00,"Washington, DC",622000,245,12,39.39
1987,KS08703,"Wichita, KS",290702,240,12,82.56
1987,,United States,,,,
1988,NM00101,"Albuquerque, NM",378176,190,12,50.24
1988,TX22001,"Arlington, TX",251712,110,12,43.7
1988,GAAPD00,"Atlanta, GA",444995,721,12,162.02
1988,CO00101,"Aurora, CO",219404,127,12,57.88
1988,TX22701,"Austin, TX",467423,247,12,52.84
1988,MD00301,"Baltimore County, MD",692703,190,12,27.43
1988,MDBPD00,"Baltimore, MD",763880,517,12,67.68
1988,MA01301,"Boston, MA",579921,558,12,96.22
1988,NY01401,"Buffalo, NY",323714,296,12,91.44
1988,NC06001,"Charlotte, NC",370492,315,12,85.02
1988,ILCPD00,"Chicago, IL",2994100,3695,12,123.41
1988,OHCIP00,"Cincinnati, OH",377783,296,12,78.35
1988,OHCLP00,"Cleveland, OH",544515,844,12,155
1988,OHCOP00,"Columbus, OH",588428,594,12,100.95
1988,TXDPD00,"Dallas, TX",1017818,1306,12,128.31
1988,CODPD00,"Denver, CO",500555,370,12,73.92
1988,MI82349,"Detroit, MI",1086714,1447,12,133.15
1988,TX07102,"El Paso, TX",501544,242,12,48.25
1988,VA02901,"Fairfax County, VA",714952,77,12,10.77
1988,TX22012,"Fort Worth, TX",432889,489,12,112.96
1988,CA01005,"Fresno, CA",294695,231,12,78.39
1988,HI00200,"Honolulu, HI",838656,283,12,33.74
1988,TXHPD00,"Houston, TX",1725421,1206,12,69.9
1988,INIPD00,"Indianapolis, IN",483187,422,12,87.34
1988,FL01602,"Jacksonville, FL",645024,573,0,88.83
1988,MOKPD00,"Kansas City, MO",447461,473,12,105.71
1988,NV00201,"Las Vegas, NV",510941,363,12,71.05
1988,CA01941,"Long Beach, CA",413667,218,12,52.7
1988,CA01900,"Los Angeles County, CA",1116009,373,12,33.42
1988,CA01942,"Los Angeles, CA",3402342,2006,12,58.96
1988,KY05680,"Louisville, KY",,,,
1988,TNMPD00,"Memphis, TN",668935,863,12,129.01
1988,AZ00717,"Mesa, AZ",267642,119,12,44.46
1988,FL01300,"Miami-Dade County, FL",937278,685,0,73.08
1988,FL01306,"Miami, FL",389720,411,0,105.46
1988,WIMPD00,"Milwaukee, WI",611140,400,12,65.45
1988,MN02711,"Minneapolis, MN",364745,460,12,126.12
1988,MD01604,"Montgomery County, MD",691815,174,12,25.15
1988,TN01901,"Nashville, TN",502759,464,12,92.29
1988,NY02900,"Nassau County, NY",1048192,86,12,8.2
1988,LANPD00,"New Orleans, LA",538047,403,12,74.9
1988,NY03030,"New York City, NY",7346352,3412,12,46.44
1988,NJNPD00,"Newark, NJ",319191,522,12,163.54
1988,CA00109,"Oakland, CA",367782,498,12,135.41
1988,OK05506,"Oklahoma City, OK",440136,377,12,85.66
1988,NB02802,"Omaha, NE",377958,216,12,57.15
1988,FL04804,"Orlando, FL",155673,289,0,185.65
1988,PAPEP00,"Philadelphia, PA",1657285,912,12,55.03
1988,AZ00723,"Phoenix, AZ",951717,445,12,46.76
1988,PAPPD00,"Pittsburgh, PA",387190,234,12,60.44
