report_year,agency_code,agency_jurisdiction,population,assaults,months_reported,assaults_percapita
1981,FL04804,"Orlando, FL",135812,1309,12,963.83
1981,PAPEP00,"Philadelphia, PA",1686834,5502,12,326.17
1981,AZ00723,"Phoenix, AZ",794983,3119,12,392.34
1981,PAPPD00,"Pittsburgh, PA",425632,1433,12,336.68
1981,OR02602,"Portland, OR",369518,2939,12,795.36
1981,MD01721,"Prince George's County, MD",564424,1797,12,318.38
1981,NC09201,"Raleigh, NC",151155,364,12,240.81
1981,CA03404,"Sacramento, CA",281854,1421,12,504.16
1981,UT01803,"Salt Lake City, UT",169383,530,12,312.9
1981,TXSPD00,"San Antonio, TX",820591,2255,12,274.8
1981,CA03711,"San Diego, CA",898109,2618,12,291.5
1981,CA03801,"San Francisco, CA",692092,3827,12,552.96
1981,CA04313,"San Jose, CA",644823,1519,12,235.57
1981,WASPD00,"Seattle, WA",503697,2526,12,501.49
1981,MOSPD00,"St. Louis, MO",454166,4321,12,951.41
1981,NY05101,"Suffolk County, NY",1164699,731,7,62.76
1981,FL02902,"Tampa, FL",285530,2882,12,1009.35
1981,AZ01003,"Tucson, AZ",340985,1747,12,512.34
1981,OK07205,"Tulsa, OK",367234,1435,12,390.76
1981,VA12800,"Virginia Beach, VA",265704,266,12,100.11
1981,DCMPD00,"Washington, DC",636000,3432,12,539.62
1981,KS08703,"Wichita, KS",282465,668,12,236.49
1981,,United States,,,,
1982,NM00101,"Albuquerque, NM",344962,1508,12,437.15
1982,TX22001,"Arlington, TX",173821,342,12,196.75
1982,GAAPD00,"Atlanta, GA",441103,5722,12,1297.2
1982,CO00101,"Aurora, CO",167408,967,12,577.63
1982,TX22701,"Austin, TX",370331,605,12,163.37
1982,MD00301,"Baltimore County, MD",662646,5103,12,770.09
1982,MDBPD00,"Baltimore, MD",798175,6559,12,821.75
1982,MA01301,"Boston, MA",567758,3980,12,701
1982,NY01401,"Buffalo, NY",360493,1615,12,448
1982,NC06001,"Charlotte, NC",320119,2864,12,894.67
1982,ILCPD00,"Chicago, IL",3010862,8317,12,276.23
1982,OHCIP00,"Cincinnati, OH",383975,1831,12,476.85
1982,OHCLP00,"Cleveland, OH",573944,3267,12,569.22
1982,OHCOP00,"Columbus, OH",563680,1659,12,294.32
1982,TXDPD00,"Dallas, TX",970624,5947,12,612.7
1982,CODPD00,"Denver, CO",517638,1965,12,379.61
1982,MI82349,"Detroit, MI",1181868,6029,12,510.12
1982,TX07102,"El Paso, TX",458429,2730,12,595.51
1982,VA02901,"Fairfax County, VA",586631,344,12,58.64
1982,TX22012,"Fort Worth, TX",412661,2095,12,507.68
1982,CA01005,"Fresno, CA",226300,782,12,345.56
1982,HI00200,"Honolulu, HI",785181,400,12,50.94
1982,TXHPD00,"Houston, TX",1679607,3461,12,206.06
1982,INIPD00,"Indianapolis, IN",462657,1892,12,408.94
1982,FL01602,"Jacksonville, FL",590957,2986,12,505.28
1982,MOKPD00,"Kansas City, MO",451397,3504,12,776.26
1982,NV00201,"Las Vegas, NV",424252,1357,12,319.86
1982,CA01941,"Long Beach, CA",374974,1275,12,340.02
1982,CA01900,"Los Angeles County, CA",1071752,6971,12,650.43
1982,CA01942,"Los Angeles, CA",3101979,20373,12,656.77
1982,KY05680,"Louisville, KY",,,,
1982,TNMPD00,"Memphis, TN",659913,2370,12,359.14
1982,AZ00717,"Mesa, AZ",157634,533,12,338.13
1982,FL01300,"Miami-Dade County, FL",843210,6249,12,741.1
1982,FL01306,"Miami, FL",365506,4301,12,1176.72
1982,WIMPD00,"Milwaukee, WI",645231,1250,12,193.73
1982,MN02711,"Minneapolis, MN",376704,1314,12,348.81
1982,MD01604,"Montgomery County, MD",528399,852,12,161.24
1982,TN01901,"Nashville, TN",462507,1198,12,259.02
1982,NY02900,"Nassau County, NY",1058247,487,12,46.02
1982,LANPD00,"New Orleans, LA",579338,2777,12,479.34
1982,NY03030,"New York City, NY",7096559,42784,12,602.88
1982,NJNPD00,"Newark, NJ",334414,3705,12,1107.91
1982,CA00109,"Oakland, CA",355868,2880,12,809.29
1982,OK05506,"Oklahoma City, OK",425093,2010,12,472.84
1982,NB02802,"Omaha, NE",324936,1512,12,465.32
1982,FL04804,"Orlando, FL",139152,1659,12,1192.22
1982,PAPEP00,"Philadelphia, PA",1687556,5736,12,339.9
1982,AZ00723,"Phoenix, AZ",814054,2503,12,307.47
1982,PAPPD00,"Pittsburgh, PA",425814,1263,12,296.61
1982,OR02602,"Portland, OR",369796,3245,12,877.51
1982,MD01721,"Prince George's County, MD",564955,1958,12,346.58
1982,NC09201,"Raleigh, NC",152882,482,12,315.28
1982,CA03404,"Sacramento, CA",288446,1211,12,419.84
1982,UT01803,"Salt Lake City, UT",173630,488,12,281.06
1982,TXSPD00,"San Antonio, TX",849791,3120,12,367.15
1982,CA03711,"San Diego, CA",919113,2193,12,238.6
1982,CA03801,"San Francisco, CA",708278,3757,12,530.44
1982,CA04313,"San Jose, CA",659903,1448,12,219.43
1982,WASPD00,"Seattle, WA",507643,2383,12,469.42
1982,MOSPD00,"St. Louis, MO",455362,4628,12,1016.33
1982,NY05101,"Suffolk County, NY",1169000,937,8,80.15
1982,FL02902,"Tampa, FL",292551,3424,12,1170.39
1982,AZ01003,"Tucson, AZ",349165,1748,12,500.62
1982,OK07205,"Tulsa, OK",376599,1395,12,370.42
1982,VA12800,"Virginia Beach, VA",268887,276,12,102.65
1982,DCMPD00,"Washington, DC",631000,3645,12,577.65
1982,KS08703,"Wichita, KS",285665,790,12,276.55
1982,,United States,,,,
1983,NM00101,"Albuquerque, NM",355163,1815,12,511.03
1983,TX22001,"Arlington, TX",178871,317,12,177.22
1983,GAAPD00,"Atlanta, GA",448635,5014,12,1117.61
1983,CO00101,"Aurora, CO",172575,1296,12,750.98
1983,TX22701,"Austin, TX",381091,571,12,149.83
1983,MD00301,"Baltimore County, MD",668705,4570,12,683.41
1983,MDBPD00,"Baltimore, MD",805527,6267,12,778
1983,MA01301,"Boston, MA",566551,4195,12,740.45
1983,NY01401,"Buffalo, NY",360656,1547,12,428.94
1983,NC06001,"Charlotte, NC",323704,2863,12,884.45
1983,ILCPD00,"Chicago, IL",3021203,13330,12,441.21
1983,OHCIP00,"Cincinnati, OH",382373,1603,12,419.22
1983,OHCLP00,"Cleveland, OH",571827,2819,12,492.98
1983,OHCOP00,"Columbus, OH",561328,1392,12,247.98
1983,TXDPD00,"Dallas, TX",998827,5405,12,541.13
1983,CODPD00,"Denver, CO",533732,1947,12,364.79
1983,MI82349,"Detroit, MI",1176968,6511,12,553.2
1983,TX07102,"El Paso, TX",471749,3200,12,678.33
1983,VA02901,"Fairfax County, VA",592933,349,12,58.86
1983,TX22012,"Fort Worth, TX",424651,2518,12,592.96
1983,CA01005,"Fresno, CA",230418,725,12,314.65
1983,HI00200,"Honolulu, HI",808092,599,12,74.13
1983,TXHPD00,"Houston, TX",1728783,3909,12,226.11
1983,INIPD00,"Indianapolis, IN",463455,1886,12,406.94
1983,FL01602,"Jacksonville, FL",605934,2889,12,476.78
1983,MOKPD00,"Kansas City, MO",453128,4045,12,892.68
1983,NV00201,"Las Vegas, NV",429080,1261,12,293.88
1983,CA01941,"Long Beach, CA",381798,1272,12,333.16
1983,CA01900,"Los Angeles County, CA",1084868,6819,12,628.56
1983,CA01942,"Los Angeles, CA",3158688,20878,12,660.97
1983,KY05680,"Louisville, KY",,,,
1983,TNMPD00,"Memphis, TN",664883,2181,12,328.03
1983,AZ00717,"Mesa, AZ",163310,604,12,369.85
1983,FL01300,"Miami-Dade County, FL",864762,6359,12,735.35
1983,FL01306,"Miami, FL",374769,4556,12,1215.68
1983,WIMPD00,"Milwaukee, WI",643473,1236,12,192.08
1983,MN02711,"Minneapolis, MN",377850,1154,12,305.41
1983,MD01604,"Montgomery County, MD",533230,683,12,128.09
1983,TN01901,"Nashville, TN",465887,1171,12,251.35
1983,NY02900,"Nassau County, NY",1058726,457,11,43.17
1983,LANPD00,"New Orleans, LA",589508,2752,12,466.83
1983,NY03030,"New York City, NY",7100063,43326,12,610.22
1983,NJNPD00,"Newark, NJ",336016,3375,12,1004.42
1983,CA00109,"Oakland, CA",362344,2912,12,803.66
1983,OK05506,"Oklahoma City, OK",441281,2174,12,492.66
1983,NB02802,"Omaha, NE",327276,1584,12,484
1983,FL04804,"Orlando, FL",142678,1292,12,905.54
1983,PAPEP00,"Philadelphia, PA",1692364,5096,12,301.12
1983,AZ00723,"Phoenix, AZ",843415,2717,12,322.14
1983,PAPPD00,"Pittsburgh, PA",426890,1151,12,269.62
1983,OR02602,"Portland, OR",371706,3502,12,942.14
1983,MD01721,"Prince George's County, MD",570120,2004,12,351.5
1983,NC09201,"Raleigh, NC",154482,532,12,344.38
1983,CA03404,"Sacramento, CA",293695,1258,12,428.34
1983,UT01803,"Salt Lake City, UT",180892,498,12,275.3
1983,TXSPD00,"San Antonio, TX",874483,2240,12,256.15
1983,CA03711,"San Diego, CA",935840,2429,12,259.55
1983,CA03801,"San Francisco, CA",721168,3550,12,492.26
1983,CA04313,"San Jose, CA",671913,1504,12,223.84
1983,WASPD00,"Seattle, WA",514319,2291,12,445.44
1983,MOSPD00,"St. Louis, MO",457262,4146,12,906.7
1983,NY05101,"Suffolk County, NY",1169529,1099,11,93.97
1983,FL02902,"Tampa, FL",299965,3178,12,1059.46
1983,AZ01003,"Tucson, AZ",361739,1731,12,478.52
1983,OK07205,"Tulsa, OK",391101,1208,12,308.87
1983,VA12800,"Virginia Beach, VA",271775,251,12,92.36
1983,DCMPD00,"Washington, DC",623000,3646,12,585.23
1983,KS08703,"Wichita, KS",287807,664,12,230.71
1983,,United States,,,,
1984,NM00101,"Albuquerque, NM",356366,2162,12,606.68
1984,TX22001,"Arlington, TX",191475,459,12,239.72
1984,GAAPD00,"Atlanta, GA",442951,5729,12,1293.37
1984,CO00101,"Aurora, CO",191159,1397,12,730.81
1984,TX22701,"Austin, TX",385237,557,12,144.59
1984,MD00301,"Baltimore County, MD",671586,4830,12,719.19
1984,MDBPD00,"Baltimore, MD",788604,6800,12,862.28
1984,MA01301,"Boston, MA",565192,4476,12,791.94
1984,NY01401,"Buffalo, NY",352015,1617,12,459.36
1984,NC06001,"Charlotte, NC",331992,2990,12,900.62
1984,ILCPD00,"Chicago, IL",3012524,28420,0,943.39
1984,OHCIP00,"Cincinnati, OH",378800,1712,12,451.95
1984,OHCLP00,"Cleveland, OH",556931,2353,12,422.49
1984,OHCOP00,"Columbus, OH",568609,1598,12,281.04
1984,TXDPD00,"Dallas, TX",987696,5953,12,602.72
1984,CODPD00,"Denver, CO",524171,1910,12,364.38
1984,MI82349,"Detroit, MI",1133647,6182,12,545.32
1984,TX07102,"El Paso, TX",465748,2481,12,532.69
1984,VA02901,"Fairfax County, VA",626134,347,12,55.42
1984,TX22012,"Fort Worth, TX",420050,2786,12,663.25
1984,CA01005,"Fresno, CA",254649,760,12,298.45
1984,HI00200,"Honolulu, HI",810772,553,12,68.21
1984,TXHPD00,"Houston, TX",1805783,4256,12,235.69
1984,INIPD00,"Indianapolis, IN",471622,2151,12,456.09
1984,FL01602,"Jacksonville, FL",582421,3404,12,584.46
1984,MOKPD00,"Kansas City, MO",450489,4267,12,947.19
1984,NV00201,"Las Vegas, NV",438264,1230,12,280.65
1984,CA01941,"Long Beach, CA",386421,1369,12,354.28
1984,CA01900,"Los Angeles County, CA",1078849,6402,12,593.41
1984,CA01942,"Los Angeles, CA",3144256,21013,12,668.3
1984,KY05680,"Louisville, KY",,,,
1984,TNMPD00,"Memphis, TN",654666,3488,12,532.79
1984,AZ00717,"Mesa, AZ",181287,682,12,376.2
1984,FL01300,"Miami-Dade County, FL",883352,7883,12,892.4
1984,FL01306,"Miami, FL",400646,4780,12,1193.07
1984,WIMPD00,"Milwaukee, WI",632458,1249,12,197.48
1984,MN02711,"Minneapolis, MN",370866,1724,12,464.86
1984,MD01604,"Montgomery County, MD",549800,798,12,145.14
1984,TN01901,"Nashville, TN",475744,1184,12,248.87
1984,NY02900,"Nassau County, NY",1057700,771,12,72.89
1984,LANPD00,"New Orleans, LA",576071,3213,12,557.74
1984,NY03030,"New York City, NY",7167121,47472,12,662.36
1984,NJNPD00,"Newark, NJ",324961,3244,12,998.27
1984,CA00109,"Oakland, CA",358566,2677,12,746.59
1984,OK05506,"Oklahoma City, OK",439249,2075,12,472.4
1984,NB02802,"Omaha, NE",357790,1654,12,462.28
1984,FL04804,"Orlando, FL",140541,1421,12,1011.09
1984,PAPEP00,"Philadelphia, PA",1667545,5034,12,301.88
1984,AZ00723,"Phoenix, AZ",870279,3640,12,418.26
1984,PAPPD00,"Pittsburgh, PA",415475,1081,12,260.18
1984,OR02602,"Portland, OR",367055,3962,12,1079.4
1984,MD01721,"Prince George's County, MD",574838,2222,12,386.54
1984,NC09201,"Raleigh, NC",158028,586,12,370.82
1984,CA03404,"Sacramento, CA",300248,1314,12,437.64
1984,UT01803,"Salt Lake City, UT",173136,492,12,284.17
1984,TXSPD00,"San Antonio, TX",857070,1826,12,213.05
1984,CA03711,"San Diego, CA",952933,2819,12,295.82
1984,CA03801,"San Francisco, CA",719559,3582,12,497.8
1984,CA04313,"San Jose, CA",685792,1651,12,240.74
1984,WASPD00,"Seattle, WA",497598,2669,12,536.38
1984,MOSPD00,"St. Louis, MO",442528,4140,12,935.53
1984,NY05101,"Suffolk County, NY",1175588,782,8,66.52
1984,FL02902,"Tampa, FL",289355,3680,12,1271.79
1984,AZ01003,"Tucson, AZ",372146,1843,12,495.24
1984,OK07205,"Tulsa, OK",385394,1439,12,373.38
1984,VA12800,"Virginia Beach, VA",290678,252,12,86.69
1984,DCMPD00,"Washington, DC",623000,4097,12,657.62
1984,KS08703,"Wichita, KS",291555,658,12,225.69
1984,,United States,,,,
1985,NM00101,"Albuquerque, NM",357051,2578,12,722.03
1985,TX22001,"Arlington, TX",218931,688,12,314.25
1985,GAAPD00,"Atlanta, GA",436214,5990,12,1373.18
1985,CO00101,"Aurora, CO",198033,1717,12,867.03
1985,TX22701,"Austin, TX",406469,746,12,183.53
1985,MD00301,"Baltimore County, MD",679708,5491,12,807.85
1985,MDBPD00,"Baltimore, MD",771097,6922,12,897.68
1985,MA01301,"Boston, MA",573131,5036,12,878.68
1985,NY01401,"Buffalo, NY",339890,1699,12,499.87
1985,NC06001,"Charlotte, NC",335690,3172,12,944.92
1985,ILCPD00,"Chicago, IL",2998841,29096,12,970.24
1985,OHCIP00,"Cincinnati, OH",370198,1628,12,439.76
1985,OHCLP00,"Cleveland, OH",546126,2205,12,403.75
1985,OHCOP00,"Columbus, OH",565682,1770,12,312.9
1985,TXDPD00,"Dallas, TX",997467,6863,12,688.04
1985,CODPD00,"Denver, CO",513048,1845,12,359.62
1985,MI82349,"Detroit, MI",1090581,6925,12,634.98
1985,TX07102,"El Paso, TX",474870,2466,12,519.3
1985,VA02901,"Fairfax County, VA",651037,317,12,48.69
1985,TX22012,"Fort Worth, TX",424449,3121,12,735.31
1985,CA01005,"Fresno, CA",275125,854,12,310.4
1985,HI00200,"Honolulu, HI",817083,552,12,67.56
1985,TXHPD00,"Houston, TX",1746375,4704,12,269.36
1985,INIPD00,"Indianapolis, IN",471656,2422,12,513.51
1985,FL01602,"Jacksonville, FL",601007,3813,12,634.44
1985,MOKPD00,"Kansas City, MO",444942,4851,12,1090.25
1985,NV00201,"Las Vegas, NV",456749,1534,12,335.85
1985,CA01941,"Long Beach, CA",389728,1431,12,367.18
1985,CA01900,"Los Angeles County, CA",1074561,6118,12,569.35
1985,CA01942,"Los Angeles, CA",3186459,21799,12,684.11
1985,KY05680,"Louisville, KY",,,,
1985,TNMPD00,"Memphis, TN",654626,3697,12,564.75
1985,AZ00717,"Mesa, AZ",202450,887,12,438.13
1985,FL01300,"Miami-Dade County, FL",859660,7735,12,899.77
1985,FL01306,"Miami, FL",385892,5003,12,1296.48
1985,WIMPD00,"Milwaukee, WI",621931,1512,12,243.11
1985,MN02711,"Minneapolis, MN",361021,2361,12,653.98
1985,MD01604,"Montgomery County, MD",573982,844,12,147.04
1985,TN01901,"Nashville, TN",481286,1359,12,282.37
1985,NY02900,"Nassau County, NY",1067327,667,12,62.49
1985,LANPD00,"New Orleans, LA",561364,3477,12,619.38
1985,NY03030,"New York City, NY",7183984,50356,12,700.95
1985,NJNPD00,"Newark, NJ",316356,3705,12,1171.15
1985,CA00109,"Oakland, CA",362095,2761,12,762.51
1985,OK05506,"Oklahoma City, OK",443575,2197,12,495.29
1985,NB02802,"Omaha, NE",362883,1669,12,459.93
1985,FL04804,"Orlando, FL",142025,1851,12,1303.29
1985,PAPEP00,"Philadelphia, PA",1640102,5534,12,337.42
1985,AZ00723,"Phoenix, AZ",890746,4372,12,490.82
1985,PAPPD00,"Pittsburgh, PA",400969,1115,12,278.08
1985,OR02602,"Portland, OR",367571,4614,12,1255.27
1985,MD01721,"Prince George's County, MD",574412,2461,12,428.44
1985,NC09201,"Raleigh, NC",171814,658,12,382.97
1985,CA03404,"Sacramento, CA",312944,1350,12,431.39
1985,UT01803,"Salt Lake City, UT",164216,524,12,319.09
1985,TXSPD00,"San Antonio, TX",862878,1706,12,197.71
1985,CA03711,"San Diego, CA",988284,2754,12,278.66
1985,CA03801,"San Francisco, CA",733456,3794,12,517.28
1985,CA04313,"San Jose, CA",706062,1763,12,249.69
1985,WASPD00,"Seattle, WA",495190,3178,12,641.77
1985,MOSPD00,"St. Louis, MO",431109,4953,12,1148.9
1985,NY05101,"Suffolk County, NY",1194000,1271,11,106.45
1985,FL02902,"Tampa, FL",285280,3840,12,1346.05
1985,AZ01003,"Tucson, AZ",381473,2333,12,611.58
1985,OK07205,"Tulsa, OK",374875,1805,12,481.49
1985,VA12800,"Virginia Beach, VA",312584,230,12,73.58
1985,DCMPD00,"Washington, DC",626000,4457,12,711.98
1985,KS08703,"Wichita, KS",284915,698,12,244.99
1985,,United States,,,,
1986,NM00101,"Albuquerque, NM",364196,2748,12,754.54
1986,TX22001,"Arlington, TX",223106,790,12,354.09
1986,GAAPD00,"Atlanta, GA",445617,6867,12,1541.01
1986,CO00101,"Aurora, CO",200189,2157,12,1077.48
1986,TX22701,"Austin, TX",414220,1107,12,267.25
1986,MD00301,"Baltimore County, MD",690668,5185,12,750.72
1986,MDBPD00,"Baltimore, MD",783542,6340,12,809.15
1986,MA01301,"Boston, MA",574107,5549,12,966.54
1986,NY01401,"Buffalo, NY",339685,1906,12,561.11
1986,NC06001,"Charlotte, NC",339767,3675,12,1081.62
1986,ILCPD00,"Chicago, IL",3003105,33529,12,1116.48
1986,OHCIP00,"Cincinnati, OH",370482,1787,12,482.34
1986,OHCLP00,"Cleveland, OH",546544,2520,12,461.08
1986,OHCOP00,"Columbus, OH",566115,2265,12,400.1
1986,TXDPD00,"Dallas, TX",1016488,8384,12,824.8
1986,CODPD00,"Denver, CO",518625,2036,12,392.58
1986,MI82349,"Detroit, MI",1096947,8857,12,807.42
1986,TX07102,"El Paso, TX",483925,3451,12,713.13
1986,VA02901,"Fairfax County, VA",658583,386,12,58.61
1986,TX22012,"Fort Worth, TX",432542,3738,12,864.19
1986,CA01005,"Fresno, CA",281554,1816,12,644.99
1986,HI00200,"Honolulu, HI",823306,737,12,89.52
1986,TXHPD00,"Houston, TX",1779677,7718,12,433.67
1986,INIPD00,"Indianapolis, IN",470591,2235,12,474.93
1986,FL01602,"Jacksonville, FL",616668,4281,12,694.21
1986,MOKPD00,"Kansas City, MO",448237,5655,12,1261.61
1986,NV00201,"Las Vegas, NV",463158,1616,12,348.91
1986,CA01941,"Long Beach, CA",398983,1783,12,446.89
1986,CA01900,"Los Angeles County, CA",1061016,7459,12,703.01
1986,CA01942,"Los Angeles, CA",3260856,33284,12,1020.71
1986,KY05680,"Louisville, KY",,,,
1986,TNMPD00,"Memphis, TN",660255,3578,12,541.91
1986,AZ00717,"Mesa, AZ",210702,841,12,399.14
1986,FL01300,"Miami-Dade County, FL",901784,8385,12,929.82
1986,FL01306,"Miami, FL",396374,5540,12,1397.67
1986,WIMPD00,"Milwaukee, WI",623278,3401,12,545.66
1986,MN02711,"Minneapolis, MN",362845,2622,12,722.62
1986,MD01604,"Montgomery County, MD",583337,834,12,142.97
1986,TN01901,"Nashville, TN",470906,1762,12,374.17
1986,NY02900,"Nassau County, NY",1063822,867,12,81.5
1986,LANPD00,"New Orleans, LA",563927,3347,12,593.52
1986,NY03030,"New York City, NY",7179609,57306,12,798.18
1986,NJNPD00,"Newark, NJ",318801,3994,12,1252.82
1986,CA00109,"Oakland, CA",370556,2531,12,683.03
1986,OK05506,"Oklahoma City, OK",444119,2270,12,511.12
1986,NB02802,"Omaha, NE",332368,1844,12,554.81
1986,FL04804,"Orlando, FL",145882,2001,12,1371.66
1986,PAPEP00,"Philadelphia, PA",1645144,6131,12,372.67
1986,AZ00723,"Phoenix, AZ",927055,5577,12,601.58
1986,PAPPD00,"Pittsburgh, PA",402204,1154,12,286.92
1986,OR02602,"Portland, OR",368439,4433,12,1203.18
1986,MD01721,"Prince George's County, MD",588222,2735,12,464.96
1986,NC09201,"Raleigh, NC",173901,732,12,420.93
1986,CA03404,"Sacramento, CA",320256,1696,12,529.58
1986,UT01803,"Salt Lake City, UT",166182,613,12,368.87
1986,TXSPD00,"San Antonio, TX",879332,2008,12,228.36
1986,CA03711,"San Diego, CA",1011376,4044,12,399.85
1986,CA03801,"San Francisco, CA",750544,3815,12,508.3
1986,CA04313,"San Jose, CA",722560,2425,12,335.61
1986,WASPD00,"Seattle, WA",501279,3505,12,699.21
1986,MOSPD00,"St. Louis, MO",434298,5995,12,1380.39
1986,NY05101,"Suffolk County, NY",1190985,1241,11,104.2
1986,FL02902,"Tampa, FL",293030,4181,12,1426.82
1986,AZ01003,"Tucson, AZ",397023,2310,12,581.83
1986,OK07205,"Tulsa, OK",375335,2125,12,566.16
1986,VA12800,"Virginia Beach, VA",316959,290,12,91.49
1986,DCMPD00,"Washington, DC",626000,4181,12,667.89
1986,KS08703,"Wichita, KS",286163,661,12,230.99
1986,,United States,,,,
1987,NM00101,"Albuquerque, NM",371756,2599,12,699.11
1987,TX22001,"Arlington, TX",251372,791,12,314.67
1987,GAAPD00,"Atlanta, GA",429953,6950,12,1616.46
1987,CO00101,"Aurora, CO",219945,2038,12,926.6
1987,TX22701,"Austin, TX",469542,1005,12,214.04
1987,MD00301,"Baltimore County, MD",681068,3897,12,572.19
1987,MDBPD00,"Baltimore, MD",764893,6008,12,785.47
1987,MA01301,"Boston, MA",575882,5920,12,1027.99
1987,NY01401,"Buffalo, NY",325787,1700,12,521.81
1987,NC06001,"Charlotte, NC",356596,4146,12,1162.66
1987,ILCPD00,"Chicago, IL",3018338,34172,12,1132.15
1987,OHCIP00,"Cincinnati, OH",371585,1571,12,422.78
1987,OHCLP00,"Cleveland, OH",548171,2528,12,461.17
1987,OHCOP00,"Columbus, OH",567800,1898,12,334.27
1987,TXDPD00,"Dallas, TX",1009947,9412,12,931.93
1987,CODPD00,"Denver, CO",509529,1749,12,343.26
1987,MI82349,"Detroit, MI",1091523,10582,12,969.47
1987,TX07102,"El Paso, TX",494954,3119,12,630.16
1987,VA02901,"Fairfax County, VA",690273,354,12,51.28
1987,TX22012,"Fort Worth, TX",432305,3810,12,881.32
1987,CA01005,"Fresno, CA",291855,2048,12,701.72
1987,HI00200,"Honolulu, HI",832614,915,12,109.89
1987,TXHPD00,"Houston, TX",1739999,7784,12,447.36
1987,INIPD00,"Indianapolis, IN",478693,2720,12,568.21
1987,FL01602,"Jacksonville, FL",629887,4945,12,785.06
1987,MOKPD00,"Kansas City, MO",444382,4527,12,1018.72
1987,NV00201,"Las Vegas, NV",481393,1692,12,351.48
1987,CA01941,"Long Beach, CA",406297,1910,12,470.1
1987,CA01900,"Los Angeles County, CA",1096165,8480,12,773.61
1987,CA01942,"Los Angeles, CA",3341726,34661,12,1037.22
1987,KY05680,"Louisville, KY",,,,
1987,TNMPD00,"Memphis, TN",659720,3163,12,479.45
1987,AZ00717,"Mesa, AZ",262428,966,12,368.1
1987,FL01300,"Miami-Dade County, FL",926139,8991,12,970.8
1987,FL01306,"Miami, FL",385089,5385,12,1398.38
1987,WIMPD00,"Milwaukee, WI",607885,3495,12,574.94
1987,MN02711,"Minneapolis, MN",359371,2114,12,588.25
1987,MD01604,"Montgomery County, MD",617920,842,12,136.26
1987,TN01901,"Nashville, TN",487097,2295,12,471.16
1987,NY02900,"Nassau County, NY",1052414,751,12,71.36
1987,LANPD00,"New Orleans, LA",549536,3328,12,605.6
1987,NY03030,"New York City, NY",7284319,64244,12,881.95
1987,NJNPD00,"Newark, NJ",318402,4038,12,1268.21
1987,CA00109,"Oakland, CA",365983,2657,12,725.99
1987,OK05506,"Oklahoma City, OK",441408,2047,12,463.74
1987,NB02802,"Omaha, NE",374934,1749,12,466.48
1987,FL04804,"Orlando, FL",150250,2174,12,1446.92
1987,PAPEP00,"Philadelphia, PA",1649364,6656,12,403.55
1987,AZ00723,"Phoenix, AZ",933177,5280,12,565.81
1987,PAPPD00,"Pittsburgh, PA",389015,1184,12,304.36
1987,OR02602,"Portland, OR",390845,4623,12,1182.82
1987,MD01721,"Prince George's County, MD",589824,624,3,105.79
1987,NC09201,"Raleigh, NC",182750,647,12,354.04
1987,CA03404,"Sacramento, CA",331728,1676,12,505.23
1987,UT01803,"Salt Lake City, UT",159839,501,12,313.44
1987,TXSPD00,"San Antonio, TX",920215,1816,12,197.35
1987,CA03711,"San Diego, CA",1040851,5154,12,495.17
1987,CA03801,"San Francisco, CA",767933,4089,12,532.47
1987,CA04313,"San Jose, CA",730079,3017,12,413.24
1987,WASPD00,"Seattle, WA",494426,3618,12,731.76
1987,MOSPD00,"St. Louis, MO",429414,5997,12,1396.55
1987,NY05101,"Suffolk County, NY",1191928,1336,12,112.09
1987,FL02902,"Tampa, FL",285856,5114,12,1789.01
1987,AZ01003,"Tucson, AZ",374546,2308,12,616.21
1987,OK07205,"Tulsa, OK",369961,1786,12,482.75
1987,VA12800,"Virginia Beach, VA",340158,261,12,76.73
1987,DCMPD00,"Washington, DC",622000,5084,12,817.36
1987,KS08703,"Wichita, KS",290702,711,12,244.58
1987,,United States,,,,
1988,NM00101,"Albuquerque, NM",378176,3108,12,821.84
1988,TX22001,"Arlington, TX",251712,697,12,276.9
1988,GAAPD00,"Atlanta, GA",444995,9001,12,2022.72
1988,CO00101,"Aurora, CO",219404,2021,12,921.13
1988,TX22701,"Austin, TX",467423,1200,12,256.73
1988,MD00301,"Baltimore County, MD",692703,4645,12,670.56
1988,MDBPD00,"Baltimore, MD",763880,6574,12,860.61
1988,MA01301,"Boston, MA",579921,6291,12,1084.8
1988,NY01401,"Buffalo, NY",323714,2158,12,666.64
1988,NC06001,"Charlotte, NC",370492,4521,12,1220.27
1988,ILCPD00,"Chicago, IL",2994100,35988,12,1201.96
1988,OHCIP00,"Cincinnati, OH",377783,1645,12,435.44
1988,OHCLP00,"Cleveland, OH",544515,2557,12,469.59
1988,OHCOP00,"Columbus, OH",588428,2111,12,358.75
1988,TXDPD00,"Dallas, TX",1017818,9816,12,964.42
1988,CODPD00,"Denver, CO",500555,1802,12,360
1988,MI82349,"Detroit, MI",1086714,10751,12,989.31
1988,TX07102,"El Paso, TX",501544,3144,12,626.86
1988,VA02901,"Fairfax County, VA",714952,338,12,47.28
1988,TX22012,"Fort Worth, TX",432889,3625,12,837.4
1988,CA01005,"Fresno, CA",294695,2334,12,792.01
1988,HI00200,"Honolulu, HI",838656,1042,12,124.25
1988,TXHPD00,"Houston, TX",1725421,8122,12,470.73
1988,INIPD00,"Indianapolis, IN",483187,3670,12,759.54
1988,FL01602,"Jacksonville, FL",645024,,0,
1988,MOKPD00,"Kansas City, MO",447461,4230,12,945.33
