report_year,agency_code,agency_jurisdiction,population,assaults,months_reported,assaults_percapita
1988,NV00201,"Las Vegas, NV",510941,1720,12,336.63
1988,CA01941,"Long Beach, CA",413667,2231,12,539.32
1988,CA01900,"Los Angeles County, CA",1116009,8591,12,769.8
1988,CA01942,"Los Angeles, CA",3402342,37812,12,1111.35
1988,KY05680,"Louisville, KY",,,,
1988,TNMPD00,"Memphis, TN",668935,3415,12,510.51
1988,AZ00717,"Mesa, AZ",267642,1005,12,375.5
1988,FL01300,"Miami-Dade County, FL",937278,9781,0,1043.55
1988,FL01306,"Miami, FL",389720,6006,0,1541.11
1988,WIMPD00,"Milwaukee, WI",611140,2445,12,400.07
1988,MN02711,"Minneapolis, MN",364745,2420,12,663.48
1988,MD01604,"Montgomery County, MD",691815,912,12,131.83
1988,TN01901,"Nashville, TN",502759,2793,12,555.53
1988,NY02900,"Nassau County, NY",1048192,882,12,84.14
1988,LANPD00,"New Orleans, LA",538047,3563,12,662.21
1988,NY03030,"New York City, NY",7346352,71030,12,966.87
1988,NJNPD00,"Newark, NJ",319191,4672,12,1463.7
1988,CA00109,"Oakland, CA",367782,2298,12,624.83
1988,OK05506,"Oklahoma City, OK",440136,2184,12,496.21
1988,NB02802,"Omaha, NE",377958,1820,12,481.53
1988,FL04804,"Orlando, FL",155673,2041,0,1311.08
1988,PAPEP00,"Philadelphia, PA",1657285,6938,12,418.64
1988,AZ00723,"Phoenix, AZ",951717,5408,12,568.24
1988,PAPPD00,"Pittsburgh, PA",387190,1328,12,342.98
1988,OR02602,"Portland, OR",387659,4637,12,1196.15
1988,MD01721,"Prince George's County, MD",598855,2993,12,499.79
1988,NC09201,"Raleigh, NC",188308,766,12,406.78
1988,CA03404,"Sacramento, CA",340483,1714,12,503.4
1988,UT01803,"Salt Lake City, UT",162005,444,12,274.07
1988,TXSPD00,"San Antonio, TX",935729,1736,12,185.52
1988,CA03711,"San Diego, CA",1073466,5434,12,506.21
1988,CA03801,"San Francisco, CA",753927,4255,12,564.38
1988,CA04313,"San Jose, CA",732022,3266,12,446.16
1988,WASPD00,"Seattle, WA",505380,3675,12,727.18
1988,MOSPD00,"St. Louis, MO",425187,6709,12,1577.89
1988,NY05101,"Suffolk County, NY",1195644,1713,10,143.27
1988,FL02902,"Tampa, FL",293732,,0,
1988,AZ01003,"Tucson, AZ",383174,2447,12,638.61
1988,OK07205,"Tulsa, OK",373602,2159,12,577.89
1988,VA12800,"Virginia Beach, VA",355562,255,12,71.72
1988,DCMPD00,"Washington, DC",620000,5690,12,917.74
1988,KS08703,"Wichita, KS",292733,774,12,264.4
1988,,United States,,,,
1989,NM00101,"Albuquerque, NM",384801,3445,12,895.27
1989,TX22001,"Arlington, TX",259796,899,12,346.04
1989,GAAPD00,"Atlanta, GA",426482,9119,12,2138.19
1989,CO00101,"Aurora, CO",219780,2354,12,1071.07
1989,TX22701,"Austin, TX",468907,1320,12,281.51
1989,MD00301,"Baltimore County, MD",700068,5179,12,739.79
1989,MDBPD00,"Baltimore, MD",763138,6849,12,897.48
1989,MA01301,"Boston, MA",580095,6471,12,1115.51
1989,NY01401,"Buffalo, NY",314284,2345,12,746.14
1989,NC06001,"Charlotte, NC",372612,4873,12,1307.79
1989,ILCPD00,"Chicago, IL",2988260,37615,12,1258.76
1989,OHCIP00,"Cincinnati, OH",372282,1866,12,501.23
1989,OHCLP00,"Cleveland, OH",523906,2939,12,560.98
1989,OHCOP00,"Columbus, OH",572341,2226,12,388.93
1989,TXDPD00,"Dallas, TX",996320,10250,12,1028.79
1989,CODPD00,"Denver, CO",494589,1925,12,389.21
1989,MI82349,"Detroit, MI",1039599,11006,12,1058.68
1989,TX07102,"El Paso, TX",515607,3301,12,640.22
1989,VA02901,"Fairfax County, VA",742741,389,12,52.37
1989,TX22012,"Fort Worth, TX",430481,3576,12,830.7
1989,CA01005,"Fresno, CA",315218,2488,12,789.3
1989,HI00200,"Honolulu, HI",848959,1044,0,122.97
1989,TXHPD00,"Houston, TX",1713499,8097,12,472.54
1989,INIPD00,"Indianapolis, IN",484056,3529,12,729.05
1989,FL01602,"Jacksonville, FL",654737,4735,12,723.19
1989,MOKPD00,"Kansas City, MO",440435,4525,12,1027.39
1989,NV00201,"Las Vegas, NV",536148,1676,12,312.6
1989,CA01941,"Long Beach, CA",426025,3074,12,721.55
1989,CA01900,"Los Angeles County, CA",1046235,10948,12,1046.42
1989,CA01942,"Los Angeles, CA",3441449,43361,12,1259.96
1989,KY05680,"Louisville, KY",,,,
1989,TNMPD00,"Memphis, TN",651081,3327,12,511
1989,AZ00717,"Mesa, AZ",285883,1092,12,381.97
1989,FL01300,"Miami-Dade County, FL",972785,10292,12,1057.99
1989,FL01306,"Miami, FL",381206,6387,12,1675.47
1989,WIMPD00,"Milwaukee, WI",600898,1282,12,213.35
1989,MN02711,"Minneapolis, MN",348384,2335,12,670.24
1989,MD01604,"Montgomery County, MD",705979,846,12,119.83
1989,TN01901,"Nashville, TN",501398,3075,12,613.29
1989,NY02900,"Nassau County, NY",1046197,787,12,75.22
1989,LANPD00,"New Orleans, LA",528589,4115,12,778.49
1989,NY03030,"New York City, NY",7369454,70951,12,962.77
1989,NJNPD00,"Newark, NJ",313839,4547,12,1448.83
1989,CA00109,"Oakland, CA",366305,1760,12,480.47
1989,OK05506,"Oklahoma City, OK",431982,2277,12,527.11
1989,NB02802,"Omaha, NE",355110,1901,12,535.33
1989,FL04804,"Orlando, FL",160197,1959,12,1222.87
1989,PAPEP00,"Philadelphia, PA",1652188,6562,12,397.17
1989,AZ00723,"Phoenix, AZ",941948,5341,12,567.02
1989,PAPPD00,"Pittsburgh, PA",376412,1858,12,493.61
1989,OR02602,"Portland, OR",425788,4932,12,1158.32
1989,MD01721,"Prince George's County, MD",608611,3029,12,497.69
1989,NC09201,"Raleigh, NC",189132,751,12,397.08
1989,CA03404,"Sacramento, CA",347172,1773,12,510.7
1989,UT01803,"Salt Lake City, UT",154304,559,12,362.27
1989,TXSPD00,"San Antonio, TX",949691,1898,12,199.85
1989,CA03711,"San Diego, CA",1098639,6008,12,546.86
1989,CA03801,"San Francisco, CA",750964,4606,12,613.34
1989,CA04313,"San Jose, CA",757964,3103,12,409.39
1989,WASPD00,"Seattle, WA",514398,3914,12,760.89
1989,MOSPD00,"St. Louis, MO",405066,7936,12,1959.19
1989,NY05101,"Suffolk County, NY",1194717,1402,12,117.35
1989,FL02902,"Tampa, FL",289463,4541,12,1568.77
1989,AZ01003,"Tucson, AZ",393319,2226,10,565.95
1989,OK07205,"Tulsa, OK",366297,2595,12,708.44
1989,VA12800,"Virginia Beach, VA",370316,294,12,79.39
1989,DCMPD00,"Washington, DC",604000,5775,12,956.13
1989,KS08703,"Wichita, KS",297391,1038,12,349.04
1989,,United States,,,,
1990,NM00101,"Albuquerque, NM",384736,3835,12,996.79
1990,TX22001,"Arlington, TX",261721,1143,12,436.72
1990,GAAPD00,"Atlanta, GA",394017,9062,12,2299.9
1990,CO00101,"Aurora, CO",222103,2616,12,1177.83
1990,TX22701,"Austin, TX",465622,1539,12,330.53
1990,MD00301,"Baltimore County, MD",692134,4959,12,716.48
1990,MDBPD00,"Baltimore, MD",736014,7473,12,1015.33
1990,MA01301,"Boston, MA",574283,6960,12,1211.95
1990,NY01401,"Buffalo, NY",328123,2711,12,826.21
1990,NC06001,"Charlotte, NC",395934,5434,12,1372.45
1990,ILCPD00,"Chicago, IL",2783726,41114,12,1476.94
1990,OHCIP00,"Cincinnati, OH",364040,2426,12,666.41
1990,OHCLP00,"Cleveland, OH",505616,3259,12,644.56
1990,OHCOP00,"Columbus, OH",632910,2745,12,433.71
1990,TXDPD00,"Dallas, TX",1006877,12194,12,1211.07
1990,CODPD00,"Denver, CO",467610,2451,12,524.15
1990,MI82349,"Detroit, MI",1027974,12498,12,1215.79
1990,TX07102,"El Paso, TX",515342,3440,12,667.52
1990,VA02901,"Fairfax County, VA",787593,391,12,49.64
1990,TX22012,"Fort Worth, TX",447619,4463,12,997.05
1990,CA01005,"Fresno, CA",354202,2483,12,701.01
1990,HI00200,"Honolulu, HI",836231,1211,12,144.82
1990,TXHPD00,"Houston, TX",1630553,7813,12,479.16
1990,INIPD00,"Indianapolis, IN",483549,3983,12,823.7
1990,FL01602,"Jacksonville, FL",636680,6811,12,1069.77
1990,MOKPD00,"Kansas City, MO",434711,5957,12,1370.34
1990,NV00201,"Las Vegas, NV",616243,1831,12,297.12
1990,CA01941,"Long Beach, CA",429433,3806,12,886.28
1990,CA01900,"Los Angeles County, CA",970620,12125,12,1249.2
1990,CA01942,"Los Angeles, CA",3485398,44714,12,1282.9
1990,KY05680,"Louisville, KY",,,,
1990,TNMPD00,"Memphis, TN",610337,3904,12,639.65
1990,AZ00717,"Mesa, AZ",288091,1345,12,466.87
1990,FL01300,"Miami-Dade County, FL",1036888,10747,12,1036.47
1990,FL01306,"Miami, FL",358548,7007,12,1954.27
1990,WIMPD00,"Milwaukee, WI",628100,1486,12,236.59
1990,MN02711,"Minneapolis, MN",368383,1467,1,398.23
1990,MD01604,"Montgomery County, MD",744830,1064,12,142.85
1990,TN01901,"Nashville, TN",499565,4102,12,821.11
1990,NY02900,"Nassau County, NY",1009921,859,12,85.06
1990,LANPD00,"New Orleans, LA",496938,4514,12,908.36
1990,NY03030,"New York City, NY",7322564,68891,12,940.8
1990,NJNPD00,"Newark, NJ",275221,4225,12,1535.13
1990,CA00109,"Oakland, CA",372242,1952,12,524.39
1990,OK05506,"Oklahoma City, OK",444719,2925,12,657.72
1990,NB02802,"Omaha, NE",335795,2307,12,687.03
1990,FL04804,"Orlando, FL",164693,2449,12,1487.01
1990,PAPEP00,"Philadelphia, PA",1585577,7344,12,463.18
1990,AZ00723,"Phoenix, AZ",983403,6642,12,675.41
1990,PAPPD00,"Pittsburgh, PA",369879,2361,12,638.32
1990,OR02602,"Portland, OR",437319,4838,12,1106.29
1990,MD01721,"Prince George's County, MD",613616,3373,12,549.69
1990,NC09201,"Raleigh, NC",207951,671,12,322.67
1990,CA03404,"Sacramento, CA",369365,1934,12,523.6
1990,UT01803,"Salt Lake City, UT",159936,624,12,390.16
1990,TXSPD00,"San Antonio, TX",935933,2228,12,238.05
1990,CA03711,"San Diego, CA",1110549,7142,12,643.11
1990,CA03801,"San Francisco, CA",723959,4815,12,665.09
1990,CA04313,"San Jose, CA",782248,3213,12,410.74
1990,WASPD00,"Seattle, WA",516259,4551,12,881.53
1990,MOSPD00,"St. Louis, MO",396685,8466,12,2134.19
1990,NY05101,"Suffolk County, NY",1189974,1433,12,120.42
1990,FL02902,"Tampa, FL",280015,5723,12,2043.82
1990,AZ01003,"Tucson, AZ",405390,2458,12,606.33
1990,OK07205,"Tulsa, OK",367302,2920,12,794.99
1990,VA12800,"Virginia Beach, VA",393069,313,12,79.63
1990,DCMPD00,"Washington, DC",606900,6779,12,1116.99
1990,KS08703,"Wichita, KS",304011,771,12,253.61
1990,,United States,,,,
1991,NM00101,"Albuquerque, NM",393148,3972,12,1010.31
1991,TX22001,"Arlington, TX",267306,1216,12,454.91
1991,GAAPD00,"Atlanta, GA",403085,8967,12,2224.59
1991,CO00101,"Aurora, CO",227670,2987,12,1311.99
1991,TX22701,"Austin, TX",475558,1088,12,228.78
1991,MD00301,"Baltimore County, MD",703563,5183,12,736.68
1991,MDBPD00,"Baltimore, MD",748099,7257,12,970.06
1991,MA01301,"Boston, MA",572454,6446,12,1126.03
1991,NY01401,"Buffalo, NY",329353,2968,12,901.16
1991,NC06001,"Charlotte, NC",402618,5340,12,1326.32
1991,ILCPD00,"Chicago, IL",2811478,42237,12,1502.31
1991,OHCIP00,"Cincinnati, OH",367123,2947,12,802.73
1991,OHCLP00,"Cleveland, OH",509898,3121,12,612.08
1991,OHCOP00,"Columbus, OH",638533,2686,12,420.65
1991,TXDPD00,"Dallas, TX",1028362,13449,12,1307.81
1991,CODPD00,"Denver, CO",479468,2884,12,601.5
1991,MI82349,"Detroit, MI",1036246,12651,12,1220.85
1991,TX07102,"El Paso, TX",526339,3818,12,725.39
1991,VA02901,"Fairfax County, VA",800147,357,12,44.62
1991,TX22012,"Fort Worth, TX",457171,4851,12,1061.09
1991,CA01005,"Fresno, CA",361580,2092,12,578.57
1991,HI00200,"Honolulu, HI",856432,894,12,104.39
1991,TXHPD00,"Houston, TX",1665756,10947,12,657.18
1991,INIPD00,"Indianapolis, IN",489392,4415,12,902.14
1991,FL01602,"Jacksonville, FL",653515,5964,12,912.6
1991,MOKPD00,"Kansas City, MO",438188,6846,12,1562.34
1991,NV00201,"Las Vegas, NV",656391,1932,12,294.34
1991,CA01941,"Long Beach, CA",438378,4760,12,1085.82
1991,CA01900,"Los Angeles County, CA",990838,11847,12,1195.65
1991,CA01942,"Los Angeles, CA",3558316,47104,12,1323.77
1991,KY05680,"Louisville, KY",,,,
1991,TNMPD00,"Memphis, TN",619981,3492,12,563.24
1991,AZ00717,"Mesa, AZ",294754,1498,12,508.22
1991,FL01300,"Miami-Dade County, FL",1064064,9598,12,902.01
1991,FL01306,"Miami, FL",367945,6582,12,1788.85
1991,WIMPD00,"Milwaukee, WI",636342,1311,12,206.02
1991,MN02711,"Minneapolis, MN",373303,2471,12,661.93
1991,MD01604,"Montgomery County, MD",757060,1234,12,163
1991,TN01901,"Nashville, TN",507328,4739,12,934.11
1991,NY02900,"Nassau County, NY",1013708,994,12,98.06
1991,LANPD00,"New Orleans, LA",500791,4353,12,869.22
1991,NY03030,"New York City, NY",7350023,66832,12,909.28
1991,NJNPD00,"Newark, NJ",276510,3869,12,1399.23
1991,CA00109,"Oakland, CA",379995,4942,12,1300.54
1991,OK05506,"Oklahoma City, OK",449025,3038,12,676.58
1991,NB02802,"Omaha, NE",338987,2366,12,697.96
1991,FL04804,"Orlando, FL",169009,1161,6,686.95
1991,PAPEP00,"Philadelphia, PA",1596699,7186,12,450.05
1991,AZ00723,"Phoenix, AZ",995895,6954,12,698.27
1991,PAPPD00,"Pittsburgh, PA",372349,1254,12,336.78
1991,OR02602,"Portland, OR",449671,4881,12,1085.46
1991,MD01721,"Prince George's County, MD",622433,3313,12,532.27
1991,NC09201,"Raleigh, NC",211350,964,12,456.12
1991,CA03404,"Sacramento, CA",377058,2329,12,617.68
1991,UT01803,"Salt Lake City, UT",164313,649,12,394.98
1991,TXSPD00,"San Antonio, TX",955905,2889,12,302.23
1991,CA03711,"San Diego, CA",1133681,7860,12,693.32
1991,CA03801,"San Francisco, CA",739039,4645,12,628.52
1991,CA04313,"San Jose, CA",798542,3432,12,429.78
1991,WASPD00,"Seattle, WA",532418,4019,12,754.86
1991,MOSPD00,"St. Louis, MO",399858,8180,12,2045.73
1991,NY05101,"Suffolk County, NY",1194436,1402,11,117.38
1991,FL02902,"Tampa, FL",287354,6629,12,2306.91
1991,AZ01003,"Tucson, AZ",414766,2651,12,639.16
1991,OK07205,"Tulsa, OK",370735,2998,12,808.66
1991,VA12800,"Virginia Beach, VA",399334,421,12,105.43
1991,DCMPD00,"Washington, DC",598000,6704,12,1121.07
1991,KS08703,"Wichita, KS",306339,960,12,313.38
1991,,United States,,,,
1992,NM00101,"Albuquerque, NM",401529,4372,12,1088.84
1992,TX22001,"Arlington, TX",272037,1169,12,429.72
1992,GAAPD00,"Atlanta, GA",410876,9207,12,2240.82
1992,CO00101,"Aurora, CO",233939,3194,12,1365.31
1992,TX22701,"Austin, TX",483975,1069,12,220.88
1992,MD00301,"Baltimore County, MD",710514,5029,12,707.8
1992,MDBPD00,"Baltimore, MD",755517,8452,12,1118.7
1992,MA01301,"Boston, MA",572822,6297,12,1099.29
1992,NY01401,"Buffalo, NY",330466,2947,12,891.77
1992,NC06001,"Charlotte, NC",408951,5938,12,1452.01
1992,ILCPD00,"Chicago, IL",2832901,41080,12,1450.1
1992,OHCIP00,"Cincinnati, OH",369707,2964,12,801.72
1992,OHCLP00,"Cleveland, OH",513487,3098,12,603.33
1992,OHCOP00,"Columbus, OH",643028,2647,12,411.65
1992,TXDPD00,"Dallas, TX",1046562,10667,12,1019.24
1992,CODPD00,"Denver, CO",492672,2967,12,602.23
1992,MI82349,"Detroit, MI",1044128,12433,12,1190.75
1992,TX07102,"El Paso, TX",535655,3900,12,728.08
1992,VA02901,"Fairfax County, VA",811733,417,12,51.37
1992,TX22012,"Fort Worth, TX",465262,5226,12,1123.24
1992,CA01005,"Fresno, CA",367376,1985,12,540.32
1992,HI00200,"Honolulu, HI",875297,1012,12,115.62
1992,TXHPD00,"Houston, TX",1695239,12073,12,712.17
1992,INIPD00,"Indianapolis, IN",493928,4028,12,815.5
1992,FL01602,"Jacksonville, FL",663899,7098,12,1069.14
1992,MOKPD00,"Kansas City, MO",441162,7386,12,1674.21
1992,NV00201,"Las Vegas, NV",678385,1926,12,283.91
1992,CA01941,"Long Beach, CA",445405,3020,12,678.03
1992,CA01900,"Los Angeles County, CA",922758,12672,12,1373.27
1992,CA01942,"Los Angeles, CA",3615355,46445,12,1284.66
1992,KY05680,"Louisville, KY",,,,
1992,TNMPD00,"Memphis, TN",628865,3559,12,565.94
1992,AZ00717,"Mesa, AZ",301200,1631,12,541.5
1992,FL01300,"Miami-Dade County, FL",1080971,10650,12,985.23
1992,FL01306,"Miami, FL",373791,6480,12,1733.59
1992,WIMPD00,"Milwaukee, WI",643017,1329,12,206.68
1992,MN02711,"Minneapolis, MN",377345,2464,12,652.98
1992,MD01604,"Montgomery County, MD",764539,1193,12,156.04
1992,TN01901,"Nashville, TN",514771,5126,12,995.78
1992,NY02900,"Nassau County, NY",1017134,888,12,87.3
1992,LANPD00,"New Orleans, LA",505008,4100,12,811.87
1992,NY03030,"New York City, NY",7375097,63529,12,861.4
1992,NJNPD00,"Newark, NJ",277544,3926,12,1414.55
1992,CA00109,"Oakland, CA",386086,4947,12,1281.32
1992,OK05506,"Oklahoma City, OK",454255,3989,12,878.14
1992,NB02802,"Omaha, NE",341753,1630,8,476.95
1992,FL04804,"Orlando, FL",171694,2271,12,1322.7
1992,PAPEP00,"Philadelphia, PA",1603638,6180,12,385.37
1992,AZ00723,"Phoenix, AZ",999900,7155,12,715.57
1992,PAPPD00,"Pittsburgh, PA",373842,1241,12,331.96
1992,OR02602,"Portland, OR",458132,5167,12,1127.84
1992,MD01721,"Prince George's County, MD",629853,3420,12,542.98
1992,NC09201,"Raleigh, NC",214674,1145,12,533.37
1992,CA03404,"Sacramento, CA",383102,2070,12,540.33
1992,UT01803,"Salt Lake City, UT",168304,646,12,383.83
1992,TXSPD00,"San Antonio, TX",972824,2811,12,288.95
1992,CA03711,"San Diego, CA",1151853,8840,12,767.46
1992,CA03801,"San Francisco, CA",750885,4886,12,650.7
1992,CA04313,"San Jose, CA",811342,3705,12,456.65
1992,WASPD00,"Seattle, WA",544940,4337,12,795.87
1992,MOSPD00,"St. Louis, MO",402573,7731,12,1920.4
1992,NY05101,"Suffolk County, NY",1198473,1575,12,131.42
1992,FL02902,"Tampa, FL",291920,6513,12,2231.09
1992,AZ01003,"Tucson, AZ",423836,2929,12,691.07
1992,OK07205,"Tulsa, OK",375053,3263,12,870.01
1992,VA12800,"Virginia Beach, VA",405116,367,12,90.59
1992,DCMPD00,"Washington, DC",589000,8566,12,1454.33
1992,KS08703,"Wichita, KS",309955,1130,12,364.57
1992,,United States,,,,
1993,NM00101,"Albuquerque, NM",407286,4835,12,1187.13
1993,TX22001,"Arlington, TX",281336,1396,12,496.2
1993,GAAPD00,"Atlanta, GA",402877,9541,12,2368.22
1993,CO00101,"Aurora, CO",246610,3532,12,1432.22
1993,TX22701,"Austin, TX",502018,1148,12,228.68
1993,MD00301,"Baltimore County, MD",712020,4827,12,677.93
1993,MDBPD00,"Baltimore, MD",732968,8548,12,1166.22
1993,MA01301,"Boston, MA",553870,6184,12,1116.51
1993,NY01401,"Buffalo, NY",324855,2772,12,853.3
1993,NC06001,"Charlotte, NC",422862,6020,12,1423.63
1993,ILCPD00,"Chicago, IL",2788996,39753,12,1425.35
1993,OHCIP00,"Cincinnati, OH",366591,2806,12,765.43
1993,OHCLP00,"Cleveland, OH",505730,3012,12,595.57
1993,OHCOP00,"Columbus, OH",646933,2496,12,385.82
1993,TXDPD00,"Dallas, TX",1042619,9439,12,905.32
1993,CODPD00,"Denver, CO",498402,2922,12,586.27
1993,MI82349,"Detroit, MI",1020062,12999,12,1274.33
1993,TX07102,"El Paso, TX",554515,4220,12,761.03
1993,VA02901,"Fairfax County, VA",836460,343,12,41.01
1993,TX22012,"Fort Worth, TX",463373,3589,12,774.54
1993,CA01005,"Fresno, CA",379977,2329,12,612.93
1993,HI00200,"Honolulu, HI",875455,1099,12,125.53
1993,TXHPD00,"Houston, TX",1724327,12742,12,738.95
1993,INIPD00,"Indianapolis, IN",377723,3657,12,968.17
1993,FL01602,"Jacksonville, FL",672310,6989,12,1039.55
1993,MOKPD00,"Kansas City, MO",435428,6402,12,1470.28
1993,NV00201,"Las Vegas, NV",717441,3183,12,443.66
1993,CA01941,"Long Beach, CA",443259,3073,12,693.27
1993,CA01900,"Los Angeles County, CA",947137,10901,12,1150.94
1993,CA01942,"Los Angeles, CA",3525317,42437,12,1203.78
1993,KY05680,"Louisville, KY",,,,
1993,TNMPD00,"Memphis, TN",618981,3824,12,617.79
1993,AZ00717,"Mesa, AZ",304695,1808,12,593.38
1993,FL01300,"Miami-Dade County, FL",1103461,12057,12,1092.65
1993,FL01306,"Miami, FL",372519,7089,12,1902.99
1993,WIMPD00,"Milwaukee, WI",623114,1411,12,226.44
1993,MN02711,"Minneapolis, MN",366642,2727,12,743.78
1993,MD01604,"Montgomery County, MD",775718,1034,12,133.3
1993,TN01901,"Nashville, TN",513648,5791,12,1127.43
1993,NY02900,"Nassau County, NY",1028280,899,12,87.43
1993,LANPD00,"New Orleans, LA",491619,4152,12,844.56
1993,NY03030,"New York City, NY",7347257,62778,12,854.44
1993,NJNPD00,"Newark, NJ",269892,3977,12,1473.55
1993,CA00109,"Oakland, CA",377037,4743,12,1257.97
1993,OK05506,"Oklahoma City, OK",457448,4161,12,909.61
1993,NB02802,"Omaha, NE",341499,2906,12,850.95
1993,FL04804,"Orlando, FL",176748,2809,12,1589.27
1993,PAPEP00,"Philadelphia, PA",1559534,6821,12,437.37
1993,AZ00723,"Phoenix, AZ",1039369,7872,12,757.38
1993,PAPPD00,"Pittsburgh, PA",368473,1389,12,376.96
1993,OR02602,"Portland, OR",454889,5603,12,1231.73
1993,MD01721,"Prince George's County, MD",632201,3491,12,552.2
1993,NC09201,"Raleigh, NC",224057,1114,12,497.19
1993,CA03404,"Sacramento, CA",386732,2288,12,591.62
1993,UT01803,"Salt Lake City, UT",170380,681,12,399.69
1993,TXSPD00,"San Antonio, TX",985456,2973,12,301.69
1993,CA03711,"San Diego, CA",1160603,8283,12,713.68
1993,CA03801,"San Francisco, CA",736377,4421,12,600.37
1993,CA04313,"San Jose, CA",809528,3699,12,456.93
1993,WASPD00,"Seattle, WA",531274,4344,12,817.66
1993,MOSPD00,"St. Louis, MO",387053,8189,12,2115.73
1993,NY05101,"Suffolk County, NY",1211097,1332,12,109.98
1993,FL02902,"Tampa, FL",288877,6124,12,2119.93
1993,AZ01003,"Tucson, AZ",426344,3111,12,729.69
1993,OK07205,"Tulsa, OK",378350,3385,12,894.67
1993,VA12800,"Virginia Beach, VA",423387,414,12,97.78
1993,DCMPD00,"Washington, DC",578000,9003,12,1557.61
1993,KS08703,"Wichita, KS",313597,1103,12,351.73
1993,,United States,,,,
1994,NM00101,"Albuquerque, NM",416917,4940,12,1184.89
1994,TX22001,"Arlington, TX",286748,1627,12,567.4
1994,GAAPD00,"Atlanta, GA",411204,8728,12,2122.55
1994,CO00101,"Aurora, CO",252833,2876,12,1137.51
1994,TX22701,"Austin, TX",511676,1421,12,277.71
1994,MD00301,"Baltimore County, MD",717879,4711,12,656.24
1994,MDBPD00,"Baltimore, MD",739180,8718,12,1179.42
1994,MA01301,"Boston, MA",556724,5881,12,1056.36
1994,NY01401,"Buffalo, NY",324354,3251,12,1002.3
1994,NC06001,"Charlotte, NC",527121,5952,12,1129.15
1994,ILCPD00,"Chicago, IL",2802494,40380,12,1440.86
1994,OHCIP00,"Cincinnati, OH",366953,2304,12,627.87
1994,OHCLP00,"Cleveland, OH",506230,2939,12,580.57
1994,OHCOP00,"Columbus, OH",647860,2383,12,367.83
1994,TXDPD00,"Dallas, TX",1062677,8557,12,805.23
1994,CODPD00,"Denver, CO",511085,2545,12,497.96
1994,MI82349,"Detroit, MI",1022283,13042,12,1275.77
1994,TX07102,"El Paso, TX",565183,4006,12,708.8
1994,VA02901,"Fairfax County, VA",844322,361,12,42.76
1994,TX22012,"Fort Worth, TX",472288,3111,12,658.71
1994,CA01005,"Fresno, CA",382655,3113,12,813.53
1994,HI00200,"Honolulu, HI",880687,1169,12,132.74
1994,TXHPD00,"Houston, TX",1758016,11699,12,665.47
1994,INIPD00,"Indianapolis, IN",380302,3422,12,899.81
1994,FL01602,"Jacksonville, FL",685776,6242,12,910.21
1994,MOKPD00,"Kansas City, MO",439089,6334,12,1442.53
1994,NV00201,"Las Vegas, NV",752577,4934,12,655.61
1994,CA01941,"Long Beach, CA",446383,2652,12,594.11
1994,CA01900,"Los Angeles County, CA",953814,10511,12,1102
1994,CA01942,"Los Angeles, CA",3550381,39886,12,1123.43
1994,KY05680,"Louisville, KY",,,,
1994,TNMPD00,"Memphis, TN",628375,4013,12,638.63
1994,AZ00717,"Mesa, AZ",315456,1820,12,576.94
1994,FL01300,"Miami-Dade County, FL",1125748,11605,12,1030.87
1994,FL01306,"Miami, FL",379980,6793,12,1787.73
1994,WIMPD00,"Milwaukee, WI",628737,1977,12,314.44
1994,MN02711,"Minneapolis, MN",370834,2990,12,806.29
1994,MD01604,"Montgomery County, MD",781306,1050,12,134.39
1994,TN01901,"Nashville, TN",521301,6142,12,1178.21
1994,NY02900,"Nassau County, NY",1026696,866,12,84.35
1994,LANPD00,"New Orleans, LA",493990,3639,12,736.65
1994,NY03030,"New York City, NY",7336224,59755,12,814.52
1994,NJNPD00,"Newark, NJ",271025,4331,12,1598.01
1994,CA00109,"Oakland, CA",379695,3990,12,1050.84
1994,OK05506,"Oklahoma City, OK",461271,4112,12,891.45
1994,NB02802,"Omaha, NE",344975,2762,12,800.64
1994,FL04804,"Orlando, FL",180288,2853,12,1582.47
1994,PAPEP00,"Philadelphia, PA",1560576,6807,12,436.19
1994,AZ00723,"Phoenix, AZ",1076108,7507,12,697.61
1994,PAPPD00,"Pittsburgh, PA",368594,1311,12,355.68
1994,OR02602,"Portland, OR",463072,6014,12,1298.72
1994,MD01721,"Prince George's County, MD",637404,3385,12,531.06
1994,NC09201,"Raleigh, NC",228090,1226,12,537.51
1994,CA03404,"Sacramento, CA",389458,2170,12,557.18
1994,UT01803,"Salt Lake City, UT",174827,640,12,366.08
1994,TXSPD00,"San Antonio, TX",999900,2931,12,293.13
1994,CA03711,"San Diego, CA",1168785,8238,12,704.83
1994,CA03801,"San Francisco, CA",741568,3830,12,516.47
1994,CA04313,"San Jose, CA",815235,4398,12,539.48
1994,WASPD00,"Seattle, WA",540268,3615,12,669.11
1994,MOSPD00,"St. Louis, MO",390437,8067,12,2066.15
1994,NY05101,"Suffolk County, NY",1209231,1220,5,100.89
1994,FL02902,"Tampa, FL",294663,6524,12,2214.05
1994,AZ01003,"Tucson, AZ",441402,3544,12,802.9
1994,OK07205,"Tulsa, OK",381640,3230,12,846.35
1994,VA12800,"Virginia Beach, VA",427471,371,12,86.79
1994,DCMPD00,"Washington, DC",570000,8218,12,1441.75
1994,KS08703,"Wichita, KS",316629,1024,12,323.41
1994,,United States,,,,
1995,NM00101,"Albuquerque, NM",419714,2763,12,658.31
