report_year,agency_code,agency_jurisdiction,population,robberies,months_reported,robberies_percapita
1981,OK05506,"Oklahoma City, OK",414523,1491,12,359.69
1981,NB02802,"Omaha, NE",322883,899,12,278.43
1981,FL04804,"Orlando, FL",135812,885,12,651.64
1981,PAPEP00,"Philadelphia, PA",1686834,10816,12,641.2
1981,AZ00723,"Phoenix, AZ",794983,2696,12,339.13
1981,PAPPD00,"Pittsburgh, PA",425632,4288,12,1007.44
1981,OR02602,"Portland, OR",369518,3072,12,831.35
1981,MD01721,"Prince George's County, MD",564424,3345,12,592.64
1981,NC09201,"Raleigh, NC",151155,288,12,190.53
1981,CA03404,"Sacramento, CA",281854,1833,12,650.34
1981,UT01803,"Salt Lake City, UT",169383,587,12,346.55
1981,TXSPD00,"San Antonio, TX",820591,1835,12,223.62
1981,CA03711,"San Diego, CA",898109,3323,12,370
1981,CA03801,"San Francisco, CA",692092,7386,12,1067.2
1981,CA04313,"San Jose, CA",644823,2070,12,321.02
1981,WASPD00,"Seattle, WA",503697,2344,12,465.36
1981,MOSPD00,"St. Louis, MO",454166,5365,12,1181.29
1981,NY05101,"Suffolk County, NY",1164699,820,7,70.4
1981,FL02902,"Tampa, FL",285530,2314,12,810.42
1981,AZ01003,"Tucson, AZ",340985,872,12,255.73
1981,OK07205,"Tulsa, OK",367234,949,12,258.42
1981,VA12800,"Virginia Beach, VA",265704,235,12,88.44
1981,DCMPD00,"Washington, DC",636000,10399,12,1635.06
1981,KS08703,"Wichita, KS",282465,816,12,288.89
1981,,United States,,,,
1982,NM00101,"Albuquerque, NM",344962,926,12,268.44
1982,TX22001,"Arlington, TX",173821,191,12,109.88
1982,GAAPD00,"Atlanta, GA",441103,3999,12,906.59
1982,CO00101,"Aurora, CO",167408,353,12,210.86
1982,TX22701,"Austin, TX",370331,635,12,171.47
1982,MD00301,"Baltimore County, MD",662646,1238,12,186.83
1982,MDBPD00,"Baltimore, MD",798175,9347,12,1171.05
1982,MA01301,"Boston, MA",567758,6531,12,1150.31
1982,NY01401,"Buffalo, NY",360493,1653,12,458.54
1982,NC06001,"Charlotte, NC",320119,990,12,309.26
1982,ILCPD00,"Chicago, IL",3010862,16307,12,541.61
1982,OHCIP00,"Cincinnati, OH",383975,1589,12,413.83
1982,OHCLP00,"Cleveland, OH",573944,5296,12,922.74
1982,OHCOP00,"Columbus, OH",563680,2507,12,444.76
1982,TXDPD00,"Dallas, TX",970624,5695,12,586.74
1982,CODPD00,"Denver, CO",517638,2386,12,460.94
1982,MI82349,"Detroit, MI",1181868,16037,12,1356.92
1982,TX07102,"El Paso, TX",458429,932,12,203.3
1982,VA02901,"Fairfax County, VA",586631,521,12,88.81
1982,TX22012,"Fort Worth, TX",412661,2233,12,541.12
1982,CA01005,"Fresno, CA",226300,1212,12,535.57
1982,HI00200,"Honolulu, HI",785181,1457,12,185.56
1982,TXHPD00,"Houston, TX",1679607,12392,12,737.79
1982,INIPD00,"Indianapolis, IN",462657,1993,12,430.77
1982,FL01602,"Jacksonville, FL",590957,2152,12,364.16
1982,MOKPD00,"Kansas City, MO",451397,2756,12,610.55
1982,NV00201,"Las Vegas, NV",424252,2739,12,645.61
1982,CA01941,"Long Beach, CA",374974,2878,12,767.52
1982,CA01900,"Los Angeles County, CA",1071752,4092,12,381.8
1982,CA01942,"Los Angeles, CA",3101979,30029,12,968.06
1982,KY05680,"Louisville, KY",,,,
1982,TNMPD00,"Memphis, TN",659913,4404,12,667.36
1982,AZ00717,"Mesa, AZ",157634,129,12,81.84
1982,FL01300,"Miami-Dade County, FL",843210,5131,12,608.51
1982,FL01306,"Miami, FL",365506,5123,12,1401.62
1982,WIMPD00,"Milwaukee, WI",645231,2087,12,323.45
1982,MN02711,"Minneapolis, MN",376704,2583,12,685.68
1982,MD01604,"Montgomery County, MD",528399,682,12,129.07
1982,TN01901,"Nashville, TN",462507,1662,12,359.35
1982,NY02900,"Nassau County, NY",1058247,1139,12,107.63
1982,LANPD00,"New Orleans, LA",579338,5106,12,881.35
1982,NY03030,"New York City, NY",7096559,95944,12,1351.98
1982,NJNPD00,"Newark, NJ",334414,6393,12,1911.7
1982,CA00109,"Oakland, CA",355868,3194,12,897.52
1982,OK05506,"Oklahoma City, OK",425093,1801,12,423.67
1982,NB02802,"Omaha, NE",324936,743,12,228.66
1982,FL04804,"Orlando, FL",139152,809,12,581.38
1982,PAPEP00,"Philadelphia, PA",1687556,10604,12,628.36
1982,AZ00723,"Phoenix, AZ",814054,2402,12,295.07
1982,PAPPD00,"Pittsburgh, PA",425814,3841,12,902.04
1982,OR02602,"Portland, OR",369796,2811,12,760.15
1982,MD01721,"Prince George's County, MD",564955,2682,12,474.73
1982,NC09201,"Raleigh, NC",152882,322,12,210.62
1982,CA03404,"Sacramento, CA",288446,1543,12,534.94
1982,UT01803,"Salt Lake City, UT",173630,656,12,377.81
1982,TXSPD00,"San Antonio, TX",849791,2195,12,258.3
1982,CA03711,"San Diego, CA",919113,3142,12,341.85
1982,CA03801,"San Francisco, CA",708278,7153,12,1009.91
1982,CA04313,"San Jose, CA",659903,1701,12,257.77
1982,WASPD00,"Seattle, WA",507643,2271,12,447.36
1982,MOSPD00,"St. Louis, MO",455362,4899,12,1075.85
1982,NY05101,"Suffolk County, NY",1169000,1002,8,85.71
1982,FL02902,"Tampa, FL",292551,1842,12,629.63
1982,AZ01003,"Tucson, AZ",349165,910,12,260.62
1982,OK07205,"Tulsa, OK",376599,1050,12,278.81
1982,VA12800,"Virginia Beach, VA",268887,258,12,95.95
1982,DCMPD00,"Washington, DC",631000,9137,12,1448.02
1982,KS08703,"Wichita, KS",285665,677,12,236.99
1982,,United States,,,,
1983,NM00101,"Albuquerque, NM",355163,909,12,255.94
1983,TX22001,"Arlington, TX",178871,186,12,103.99
1983,GAAPD00,"Atlanta, GA",448635,3552,12,791.73
1983,CO00101,"Aurora, CO",172575,333,12,192.96
1983,TX22701,"Austin, TX",381091,665,12,174.5
1983,MD00301,"Baltimore County, MD",668705,1260,12,188.42
1983,MDBPD00,"Baltimore, MD",805527,9167,12,1138.01
1983,MA01301,"Boston, MA",566551,6713,12,1184.89
1983,NY01401,"Buffalo, NY",360656,1410,12,390.95
1983,NC06001,"Charlotte, NC",323704,1102,12,340.43
1983,ILCPD00,"Chicago, IL",3021203,23471,12,776.88
1983,OHCIP00,"Cincinnati, OH",382373,1401,12,366.4
1983,OHCLP00,"Cleveland, OH",571827,4115,12,719.62
1983,OHCOP00,"Columbus, OH",561328,2407,12,428.8
1983,TXDPD00,"Dallas, TX",998827,4914,12,491.98
1983,CODPD00,"Denver, CO",533732,1924,12,360.48
1983,MI82349,"Detroit, MI",1176968,16922,12,1437.76
1983,TX07102,"El Paso, TX",471749,865,12,183.36
1983,VA02901,"Fairfax County, VA",592933,364,12,61.39
1983,TX22012,"Fort Worth, TX",424651,2020,12,475.68
1983,CA01005,"Fresno, CA",230418,984,12,427.05
1983,HI00200,"Honolulu, HI",808092,1243,12,153.82
1983,TXHPD00,"Houston, TX",1728783,10270,12,594.06
1983,INIPD00,"Indianapolis, IN",463455,1821,12,392.92
1983,FL01602,"Jacksonville, FL",605934,2288,12,377.6
1983,MOKPD00,"Kansas City, MO",453128,2876,12,634.7
1983,NV00201,"Las Vegas, NV",429080,1985,12,462.62
1983,CA01941,"Long Beach, CA",381798,3101,12,812.21
1983,CA01900,"Los Angeles County, CA",1084868,3937,12,362.9
1983,CA01942,"Los Angeles, CA",3158688,29243,12,925.8
1983,KY05680,"Louisville, KY",,,,
1983,TNMPD00,"Memphis, TN",664883,4493,12,675.76
1983,AZ00717,"Mesa, AZ",163310,150,12,91.85
1983,FL01300,"Miami-Dade County, FL",864762,4800,12,555.07
1983,FL01306,"Miami, FL",374769,4719,12,1259.18
1983,WIMPD00,"Milwaukee, WI",643473,2198,12,341.58
1983,MN02711,"Minneapolis, MN",377850,2001,12,529.58
1983,MD01604,"Montgomery County, MD",533230,625,12,117.21
1983,TN01901,"Nashville, TN",465887,1713,12,367.69
1983,NY02900,"Nassau County, NY",1058726,951,11,89.82
1983,LANPD00,"New Orleans, LA",589508,4550,12,771.83
1983,NY03030,"New York City, NY",7100063,84043,12,1183.69
1983,NJNPD00,"Newark, NJ",336016,5287,12,1573.44
1983,CA00109,"Oakland, CA",362344,3289,12,907.7
1983,OK05506,"Oklahoma City, OK",441281,1917,12,434.42
1983,NB02802,"Omaha, NE",327276,622,12,190.05
1983,FL04804,"Orlando, FL",142678,768,12,538.27
1983,PAPEP00,"Philadelphia, PA",1692364,10744,12,634.85
1983,AZ00723,"Phoenix, AZ",843415,1971,12,233.69
1983,PAPPD00,"Pittsburgh, PA",426890,4198,12,983.39
1983,OR02602,"Portland, OR",371706,2964,12,797.4
1983,MD01721,"Prince George's County, MD",570120,2453,12,430.26
1983,NC09201,"Raleigh, NC",154482,289,12,187.08
1983,CA03404,"Sacramento, CA",293695,1553,12,528.78
1983,UT01803,"Salt Lake City, UT",180892,523,12,289.12
1983,TXSPD00,"San Antonio, TX",874483,2403,12,274.79
1983,CA03711,"San Diego, CA",935840,2550,12,272.48
1983,CA03801,"San Francisco, CA",721168,5945,12,824.36
1983,CA04313,"San Jose, CA",671913,1461,12,217.44
1983,WASPD00,"Seattle, WA",514319,2032,12,395.09
1983,MOSPD00,"St. Louis, MO",457262,3840,12,839.78
1983,NY05101,"Suffolk County, NY",1169529,983,11,84.05
1983,FL02902,"Tampa, FL",299965,1529,12,509.73
1983,AZ01003,"Tucson, AZ",361739,766,12,211.75
1983,OK07205,"Tulsa, OK",391101,968,12,247.51
1983,VA12800,"Virginia Beach, VA",271775,252,12,92.72
1983,DCMPD00,"Washington, DC",623000,7698,12,1235.63
1983,KS08703,"Wichita, KS",287807,534,12,185.54
1983,,United States,,,,
1984,NM00101,"Albuquerque, NM",356366,1215,12,340.94
1984,TX22001,"Arlington, TX",191475,200,12,104.45
1984,GAAPD00,"Atlanta, GA",442951,4029,12,909.58
1984,CO00101,"Aurora, CO",191159,317,12,165.83
1984,TX22701,"Austin, TX",385237,768,12,199.36
1984,MD00301,"Baltimore County, MD",671586,1082,12,161.11
1984,MDBPD00,"Baltimore, MD",788604,8002,12,1014.7
1984,MA01301,"Boston, MA",565192,5539,12,980.02
1984,NY01401,"Buffalo, NY",352015,1386,12,393.73
1984,NC06001,"Charlotte, NC",331992,1144,12,344.59
1984,ILCPD00,"Chicago, IL",3012524,28535,0,947.21
1984,OHCIP00,"Cincinnati, OH",378800,1332,12,351.64
1984,OHCLP00,"Cleveland, OH",556931,4090,12,734.38
1984,OHCOP00,"Columbus, OH",568609,2298,12,404.14
1984,TXDPD00,"Dallas, TX",987696,4841,12,490.13
1984,CODPD00,"Denver, CO",524171,1681,12,320.7
1984,MI82349,"Detroit, MI",1133647,18352,12,1618.85
1984,TX07102,"El Paso, TX",465748,1050,12,225.44
1984,VA02901,"Fairfax County, VA",626134,444,12,70.91
1984,TX22012,"Fort Worth, TX",420050,2080,12,495.18
1984,CA01005,"Fresno, CA",254649,1066,12,418.62
1984,HI00200,"Honolulu, HI",810772,1117,12,137.77
1984,TXHPD00,"Houston, TX",1805783,9157,12,507.09
1984,INIPD00,"Indianapolis, IN",471622,1842,12,390.57
1984,FL01602,"Jacksonville, FL",582421,2134,12,366.4
1984,MOKPD00,"Kansas City, MO",450489,2440,12,541.63
1984,NV00201,"Las Vegas, NV",438264,1767,12,403.18
1984,CA01941,"Long Beach, CA",386421,2591,12,670.51
1984,CA01900,"Los Angeles County, CA",1078849,3831,12,355.1
1984,CA01942,"Los Angeles, CA",3144256,27323,12,868.98
1984,KY05680,"Louisville, KY",,,,
1984,TNMPD00,"Memphis, TN",654666,4763,12,727.55
1984,AZ00717,"Mesa, AZ",181287,127,12,70.05
1984,FL01300,"Miami-Dade County, FL",883352,4559,12,516.1
1984,FL01306,"Miami, FL",400646,5705,12,1423.95
1984,WIMPD00,"Milwaukee, WI",632458,1871,12,295.83
1984,MN02711,"Minneapolis, MN",370866,1740,12,469.17
1984,MD01604,"Montgomery County, MD",549800,591,12,107.49
1984,TN01901,"Nashville, TN",475744,1438,12,302.26
1984,NY02900,"Nassau County, NY",1057700,1051,12,99.37
1984,LANPD00,"New Orleans, LA",576071,4705,12,816.74
1984,NY03030,"New York City, NY",7167121,79541,12,1109.8
1984,NJNPD00,"Newark, NJ",324961,4660,12,1434.02
1984,CA00109,"Oakland, CA",358566,3170,12,884.08
1984,OK05506,"Oklahoma City, OK",439249,1603,12,364.94
1984,NB02802,"Omaha, NE",357790,530,12,148.13
1984,FL04804,"Orlando, FL",140541,802,12,570.65
1984,PAPEP00,"Philadelphia, PA",1667545,9365,12,561.6
1984,AZ00723,"Phoenix, AZ",870279,2106,12,241.99
1984,PAPPD00,"Pittsburgh, PA",415475,3212,12,773.09
1984,OR02602,"Portland, OR",367055,3042,12,828.76
1984,MD01721,"Prince George's County, MD",574838,2094,12,364.28
1984,NC09201,"Raleigh, NC",158028,306,12,193.64
1984,CA03404,"Sacramento, CA",300248,1645,12,547.88
1984,UT01803,"Salt Lake City, UT",173136,490,12,283.01
1984,TXSPD00,"San Antonio, TX",857070,2657,12,310.01
1984,CA03711,"San Diego, CA",952933,2616,12,274.52
1984,CA03801,"San Francisco, CA",719559,5222,12,725.72
1984,CA04313,"San Jose, CA",685792,1175,12,171.33
1984,WASPD00,"Seattle, WA",497598,2386,12,479.5
1984,MOSPD00,"St. Louis, MO",442528,3112,12,703.23
1984,NY05101,"Suffolk County, NY",1175588,750,8,63.8
1984,FL02902,"Tampa, FL",289355,1843,12,636.93
1984,AZ01003,"Tucson, AZ",372146,809,12,217.39
1984,OK07205,"Tulsa, OK",385394,904,12,234.57
1984,VA12800,"Virginia Beach, VA",290678,235,12,80.85
1984,DCMPD00,"Washington, DC",623000,6087,12,977.05
1984,KS08703,"Wichita, KS",291555,451,12,154.69
1984,,United States,,,,
1985,NM00101,"Albuquerque, NM",357051,1247,12,349.25
1985,TX22001,"Arlington, TX",218931,299,12,136.57
1985,GAAPD00,"Atlanta, GA",436214,4792,12,1098.54
1985,CO00101,"Aurora, CO",198033,434,12,219.16
1985,TX22701,"Austin, TX",406469,1076,12,264.72
1985,MD00301,"Baltimore County, MD",679708,1081,12,159.04
1985,MDBPD00,"Baltimore, MD",771097,7771,12,1007.79
1985,MA01301,"Boston, MA",573131,6232,12,1087.36
1985,NY01401,"Buffalo, NY",339890,1390,12,408.96
1985,NC06001,"Charlotte, NC",335690,1121,12,333.94
1985,ILCPD00,"Chicago, IL",2998841,26892,12,896.75
1985,OHCIP00,"Cincinnati, OH",370198,1242,12,335.5
1985,OHCLP00,"Cleveland, OH",546126,3499,12,640.69
1985,OHCOP00,"Columbus, OH",565682,2144,12,379.01
1985,TXDPD00,"Dallas, TX",997467,6051,12,606.64
1985,CODPD00,"Denver, CO",513048,1917,12,373.65
1985,MI82349,"Detroit, MI",1090581,16769,12,1537.62
1985,TX07102,"El Paso, TX",474870,993,12,209.11
1985,VA02901,"Fairfax County, VA",651037,511,12,78.49
1985,TX22012,"Fort Worth, TX",424449,2620,12,617.27
1985,CA01005,"Fresno, CA",275125,1233,12,448.16
1985,HI00200,"Honolulu, HI",817083,965,12,118.1
1985,TXHPD00,"Houston, TX",1746375,9589,12,549.08
1985,INIPD00,"Indianapolis, IN",471656,1795,12,380.57
1985,FL01602,"Jacksonville, FL",601007,2693,12,448.08
1985,MOKPD00,"Kansas City, MO",444942,2646,12,594.68
1985,NV00201,"Las Vegas, NV",456749,1755,12,384.24
1985,CA01941,"Long Beach, CA",389728,2405,12,617.1
1985,CA01900,"Los Angeles County, CA",1074561,3822,12,355.68
1985,CA01942,"Los Angeles, CA",3186459,27938,12,876.77
1985,KY05680,"Louisville, KY",,,,
1985,TNMPD00,"Memphis, TN",654626,5016,12,766.24
1985,AZ00717,"Mesa, AZ",202450,156,12,77.06
1985,FL01300,"Miami-Dade County, FL",859660,4604,12,535.56
1985,FL01306,"Miami, FL",385892,5768,12,1494.72
1985,WIMPD00,"Milwaukee, WI",621931,2086,12,335.41
1985,MN02711,"Minneapolis, MN",361021,2326,12,644.28
1985,MD01604,"Montgomery County, MD",573982,675,12,117.6
1985,TN01901,"Nashville, TN",481286,1588,12,329.95
1985,NY02900,"Nassau County, NY",1067327,1000,12,93.69
1985,LANPD00,"New Orleans, LA",561364,4142,12,737.85
1985,NY03030,"New York City, NY",7183984,79532,12,1107.07
1985,NJNPD00,"Newark, NJ",316356,5320,12,1681.65
1985,CA00109,"Oakland, CA",362095,3316,12,915.78
1985,OK05506,"Oklahoma City, OK",443575,1585,12,357.32
1985,NB02802,"Omaha, NE",362883,591,12,162.86
1985,FL04804,"Orlando, FL",142025,902,12,635.1
1985,PAPEP00,"Philadelphia, PA",1640102,9381,12,571.98
1985,AZ00723,"Phoenix, AZ",890746,2425,12,272.24
1985,PAPPD00,"Pittsburgh, PA",400969,3016,12,752.18
1985,OR02602,"Portland, OR",367571,3508,12,954.37
1985,MD01721,"Prince George's County, MD",574412,2211,12,384.92
1985,NC09201,"Raleigh, NC",171814,307,12,178.68
1985,CA03404,"Sacramento, CA",312944,2083,12,665.61
1985,UT01803,"Salt Lake City, UT",164216,446,12,271.59
1985,TXSPD00,"San Antonio, TX",862878,2683,12,310.94
1985,CA03711,"San Diego, CA",988284,3062,12,309.83
1985,CA03801,"San Francisco, CA",733456,5111,12,696.84
1985,CA04313,"San Jose, CA",706062,1237,12,175.2
1985,WASPD00,"Seattle, WA",495190,2843,12,574.12
1985,MOSPD00,"St. Louis, MO",431109,3136,12,727.43
1985,NY05101,"Suffolk County, NY",1194000,1181,11,98.91
1985,FL02902,"Tampa, FL",285280,2657,12,931.37
1985,AZ01003,"Tucson, AZ",381473,1051,12,275.51
1985,OK07205,"Tulsa, OK",374875,796,12,212.34
1985,VA12800,"Virginia Beach, VA",312584,205,12,65.58
1985,DCMPD00,"Washington, DC",626000,5230,12,835.46
1985,KS08703,"Wichita, KS",284915,699,12,245.34
1985,,United States,,,,
1986,NM00101,"Albuquerque, NM",364196,1248,12,342.67
1986,TX22001,"Arlington, TX",223106,518,12,232.18
1986,GAAPD00,"Atlanta, GA",445617,5428,12,1218.09
1986,CO00101,"Aurora, CO",200189,580,12,289.73
1986,TX22701,"Austin, TX",414220,1124,12,271.35
1986,MD00301,"Baltimore County, MD",690668,1384,12,200.39
1986,MDBPD00,"Baltimore, MD",783542,7989,12,1019.6
1986,MA01301,"Boston, MA",574107,6225,12,1084.29
1986,NY01401,"Buffalo, NY",339685,1533,12,451.3
1986,NC06001,"Charlotte, NC",339767,1454,12,427.94
1986,ILCPD00,"Chicago, IL",3003105,30918,12,1029.53
1986,OHCIP00,"Cincinnati, OH",370482,1216,12,328.22
1986,OHCLP00,"Cleveland, OH",546544,3698,12,676.62
1986,OHCOP00,"Columbus, OH",566115,2255,12,398.33
1986,TXDPD00,"Dallas, TX",1016488,9289,12,913.83
1986,CODPD00,"Denver, CO",518625,2099,12,404.72
1986,MI82349,"Detroit, MI",1096947,16421,12,1496.97
1986,TX07102,"El Paso, TX",483925,1039,12,214.7
1986,VA02901,"Fairfax County, VA",658583,495,12,75.16
1986,TX22012,"Fort Worth, TX",432542,3373,12,779.81
1986,CA01005,"Fresno, CA",281554,1316,12,467.41
1986,HI00200,"Honolulu, HI",823306,1052,12,127.78
1986,TXHPD00,"Houston, TX",1779677,10926,12,613.93
1986,INIPD00,"Indianapolis, IN",470591,1571,12,333.84
1986,FL01602,"Jacksonville, FL",616668,2985,12,484.05
1986,MOKPD00,"Kansas City, MO",448237,3442,12,767.9
1986,NV00201,"Las Vegas, NV",463158,1933,12,417.35
1986,CA01941,"Long Beach, CA",398983,2774,12,695.27
1986,CA01900,"Los Angeles County, CA",1061016,3398,12,320.26
1986,CA01942,"Los Angeles, CA",3260856,29930,12,917.86
1986,KY05680,"Louisville, KY",,,,
1986,TNMPD00,"Memphis, TN",660255,5819,12,881.33
1986,AZ00717,"Mesa, AZ",210702,239,12,113.43
1986,FL01300,"Miami-Dade County, FL",901784,5798,12,642.95
1986,FL01306,"Miami, FL",396374,5767,12,1454.94
1986,WIMPD00,"Milwaukee, WI",623278,2207,12,354.1
1986,MN02711,"Minneapolis, MN",362845,2801,12,771.95
1986,MD01604,"Montgomery County, MD",583337,648,12,111.09
1986,TN01901,"Nashville, TN",470906,1953,12,414.73
1986,NY02900,"Nassau County, NY",1063822,1006,12,94.56
1986,LANPD00,"New Orleans, LA",563927,5165,12,915.9
1986,NY03030,"New York City, NY",7179609,80827,12,1125.79
1986,NJNPD00,"Newark, NJ",318801,5464,12,1713.92
1986,CA00109,"Oakland, CA",370556,3787,12,1021.98
1986,OK05506,"Oklahoma City, OK",444119,1484,12,334.14
1986,NB02802,"Omaha, NE",332368,627,12,188.65
1986,FL04804,"Orlando, FL",145882,1229,12,842.46
1986,PAPEP00,"Philadelphia, PA",1645144,9647,12,586.39
1986,AZ00723,"Phoenix, AZ",927055,2972,12,320.59
1986,PAPPD00,"Pittsburgh, PA",402204,3253,12,808.79
1986,OR02602,"Portland, OR",368439,3887,12,1054.99
1986,MD01721,"Prince George's County, MD",588222,2116,12,359.73
1986,NC09201,"Raleigh, NC",173901,339,12,194.94
1986,CA03404,"Sacramento, CA",320256,2214,12,691.32
1986,UT01803,"Salt Lake City, UT",166182,506,12,304.49
1986,TXSPD00,"San Antonio, TX",879332,3262,12,370.96
1986,CA03711,"San Diego, CA",1011376,3985,12,394.02
1986,CA03801,"San Francisco, CA",750544,5085,12,677.51
1986,CA04313,"San Jose, CA",722560,1126,12,155.83
1986,WASPD00,"Seattle, WA",501279,2792,12,556.98
1986,MOSPD00,"St. Louis, MO",434298,3326,12,765.83
1986,NY05101,"Suffolk County, NY",1190985,1188,11,99.75
1986,FL02902,"Tampa, FL",293030,3512,12,1198.51
1986,AZ01003,"Tucson, AZ",397023,1042,12,262.45
1986,OK07205,"Tulsa, OK",375335,858,12,228.6
1986,VA12800,"Virginia Beach, VA",316959,336,12,106.01
1986,DCMPD00,"Washington, DC",626000,4719,12,753.83
1986,KS08703,"Wichita, KS",286163,586,12,204.78
1986,,United States,,,,
1987,NM00101,"Albuquerque, NM",371756,987,12,265.5
1987,TX22001,"Arlington, TX",251372,511,12,203.28
1987,GAAPD00,"Atlanta, GA",429953,5100,12,1186.18
1987,CO00101,"Aurora, CO",219945,524,12,238.24
1987,TX22701,"Austin, TX",469542,985,12,209.78
1987,MD00301,"Baltimore County, MD",681068,1416,12,207.91
1987,MDBPD00,"Baltimore, MD",764893,7466,12,976.08
1987,MA01301,"Boston, MA",575882,5408,12,939.08
1987,NY01401,"Buffalo, NY",325787,1552,12,476.38
1987,NC06001,"Charlotte, NC",356596,1486,12,416.72
1987,ILCPD00,"Chicago, IL",3018338,29815,12,987.8
1987,OHCIP00,"Cincinnati, OH",371585,1183,12,318.37
1987,OHCLP00,"Cleveland, OH",548171,3541,12,645.97
1987,OHCOP00,"Columbus, OH",567800,2864,12,504.4
1987,TXDPD00,"Dallas, TX",1009947,9091,12,900.15
1987,CODPD00,"Denver, CO",509529,1612,12,316.37
1987,MI82349,"Detroit, MI",1091523,15093,12,1382.75
1987,TX07102,"El Paso, TX",494954,969,12,195.78
1987,VA02901,"Fairfax County, VA",690273,529,12,76.64
1987,TX22012,"Fort Worth, TX",432305,3270,12,756.41
1987,CA01005,"Fresno, CA",291855,1096,12,375.53
1987,HI00200,"Honolulu, HI",832614,985,12,118.3
1987,TXHPD00,"Houston, TX",1739999,9692,12,557.01
1987,INIPD00,"Indianapolis, IN",478693,1334,12,278.68
1987,FL01602,"Jacksonville, FL",629887,3876,12,615.35
1987,MOKPD00,"Kansas City, MO",444382,3279,12,737.88
1987,NV00201,"Las Vegas, NV",481393,1837,12,381.6
1987,CA01941,"Long Beach, CA",406297,2467,12,607.19
1987,CA01900,"Los Angeles County, CA",1096165,3222,12,293.93
1987,CA01942,"Los Angeles, CA",3341726,26192,12,783.79
1987,KY05680,"Louisville, KY",,,,
1987,TNMPD00,"Memphis, TN",659720,4696,12,711.82
1987,AZ00717,"Mesa, AZ",262428,222,12,84.59
1987,FL01300,"Miami-Dade County, FL",926139,5850,12,631.65
1987,FL01306,"Miami, FL",385089,5594,12,1452.65
1987,WIMPD00,"Milwaukee, WI",607885,1984,12,326.38
1987,MN02711,"Minneapolis, MN",359371,2866,12,797.5
1987,MD01604,"Montgomery County, MD",617920,683,12,110.53
1987,TN01901,"Nashville, TN",487097,2350,12,482.45
1987,NY02900,"Nassau County, NY",1052414,1010,12,95.97
1987,LANPD00,"New Orleans, LA",549536,3786,12,688.94
1987,NY03030,"New York City, NY",7284319,78890,12,1083.01
1987,NJNPD00,"Newark, NJ",318402,4230,12,1328.51
1987,CA00109,"Oakland, CA",365983,3176,12,867.8
1987,OK05506,"Oklahoma City, OK",441408,1322,12,299.5
1987,NB02802,"Omaha, NE",374934,570,12,152.03
1987,FL04804,"Orlando, FL",150250,1029,12,684.86
1987,PAPEP00,"Philadelphia, PA",1649364,9302,12,563.97
1987,AZ00723,"Phoenix, AZ",933177,2287,12,245.08
1987,PAPPD00,"Pittsburgh, PA",389015,2834,12,728.51
1987,OR02602,"Portland, OR",390845,3667,12,938.22
1987,MD01721,"Prince George's County, MD",589824,521,3,88.33
1987,NC09201,"Raleigh, NC",182750,384,12,210.12
1987,CA03404,"Sacramento, CA",331728,1841,12,554.97
1987,UT01803,"Salt Lake City, UT",159839,482,12,301.55
1987,TXSPD00,"San Antonio, TX",920215,3253,12,353.5
1987,CA03711,"San Diego, CA",1040851,3452,12,331.65
1987,CA03801,"San Francisco, CA",767933,4654,12,606.04
1987,CA04313,"San Jose, CA",730079,944,12,129.3
1987,WASPD00,"Seattle, WA",494426,2959,12,598.47
1987,MOSPD00,"St. Louis, MO",429414,3296,12,767.56
1987,NY05101,"Suffolk County, NY",1191928,1251,12,104.96
1987,FL02902,"Tampa, FL",285856,3427,12,1198.86
1987,AZ01003,"Tucson, AZ",374546,911,12,243.23
1987,OK07205,"Tulsa, OK",369961,1074,12,290.3
1987,VA12800,"Virginia Beach, VA",340158,322,12,94.66
1987,DCMPD00,"Washington, DC",622000,4462,12,717.36
1987,KS08703,"Wichita, KS",290702,591,12,203.3
1987,,United States,,,,
1988,NM00101,"Albuquerque, NM",378176,928,12,245.39
1988,TX22001,"Arlington, TX",251712,568,12,225.65
1988,GAAPD00,"Atlanta, GA",444995,5972,12,1342.04
1988,CO00101,"Aurora, CO",219404,462,12,210.57
1988,TX22701,"Austin, TX",467423,1018,12,217.79
1988,MD00301,"Baltimore County, MD",692703,1656,12,239.06
1988,MDBPD00,"Baltimore, MD",763880,7396,12,968.21
1988,MA01301,"Boston, MA",579921,5233,12,902.36
1988,NY01401,"Buffalo, NY",323714,1774,12,548.01
1988,NC06001,"Charlotte, NC",370492,1933,12,521.74
1988,ILCPD00,"Chicago, IL",2994100,28975,12,967.74
1988,OHCIP00,"Cincinnati, OH",377783,1211,12,320.55
1988,OHCLP00,"Cleveland, OH",544515,3795,12,696.95
1988,OHCOP00,"Columbus, OH",588428,3028,12,514.59
1988,TXDPD00,"Dallas, TX",1017818,9647,12,947.81
1988,CODPD00,"Denver, CO",500555,1393,12,278.29
1988,MI82349,"Detroit, MI",1086714,12978,12,1194.24
1988,TX07102,"El Paso, TX",501544,1088,12,216.93
1988,VA02901,"Fairfax County, VA",714952,548,12,76.65
1988,TX22012,"Fort Worth, TX",432889,3115,12,719.58
1988,CA01005,"Fresno, CA",294695,1393,12,472.69
1988,HI00200,"Honolulu, HI",838656,833,12,99.33
1988,TXHPD00,"Houston, TX",1725421,10049,12,582.41
1988,INIPD00,"Indianapolis, IN",483187,1464,12,302.99
