report_year,agency_code,agency_jurisdiction,population,robberies,months_reported,robberies_percapita
1988,FL01602,"Jacksonville, FL",645024,4299,0,666.49
1988,MOKPD00,"Kansas City, MO",447461,3479,12,777.5
1988,NV00201,"Las Vegas, NV",510941,1887,12,369.32
1988,CA01941,"Long Beach, CA",413667,2646,12,639.64
1988,CA01900,"Los Angeles County, CA",1116009,3210,12,287.63
1988,CA01942,"Los Angeles, CA",3402342,26182,12,769.53
1988,KY05680,"Louisville, KY",,,,
1988,TNMPD00,"Memphis, TN",668935,4462,12,667.03
1988,AZ00717,"Mesa, AZ",267642,261,12,97.52
1988,FL01300,"Miami-Dade County, FL",937278,5759,0,614.44
1988,FL01306,"Miami, FL",389720,6398,0,1641.69
1988,WIMPD00,"Milwaukee, WI",611140,2111,12,345.42
1988,MN02711,"Minneapolis, MN",364745,2565,12,703.23
1988,MD01604,"Montgomery County, MD",691815,782,12,113.04
1988,TN01901,"Nashville, TN",502759,1954,12,388.66
1988,NY02900,"Nassau County, NY",1048192,1032,12,98.46
1988,LANPD00,"New Orleans, LA",538047,4729,12,878.92
1988,NY03030,"New York City, NY",7346352,86578,12,1178.52
1988,NJNPD00,"Newark, NJ",319191,4424,12,1386
1988,CA00109,"Oakland, CA",367782,3141,12,854.04
1988,OK05506,"Oklahoma City, OK",440136,1365,12,310.13
1988,NB02802,"Omaha, NE",377958,710,12,187.85
1988,FL04804,"Orlando, FL",155673,1229,0,789.48
1988,PAPEP00,"Philadelphia, PA",1657285,8858,12,534.49
1988,AZ00723,"Phoenix, AZ",951717,2518,12,264.57
1988,PAPPD00,"Pittsburgh, PA",387190,2537,12,655.23
1988,OR02602,"Portland, OR",387659,3632,12,936.91
1988,MD01721,"Prince George's County, MD",598855,2544,12,424.81
1988,NC09201,"Raleigh, NC",188308,335,12,177.9
1988,CA03404,"Sacramento, CA",340483,1612,12,473.45
1988,UT01803,"Salt Lake City, UT",162005,487,12,300.61
1988,TXSPD00,"San Antonio, TX",935729,2859,12,305.54
1988,CA03711,"San Diego, CA",1073466,3204,12,298.47
1988,CA03801,"San Francisco, CA",753927,4867,12,645.55
1988,CA04313,"San Jose, CA",732022,948,12,129.5
1988,WASPD00,"Seattle, WA",505380,2709,12,536.03
1988,MOSPD00,"St. Louis, MO",425187,3327,12,782.48
1988,NY05101,"Suffolk County, NY",1195644,1110,10,92.84
1988,FL02902,"Tampa, FL",293732,,0,
1988,AZ01003,"Tucson, AZ",383174,768,12,200.43
1988,OK07205,"Tulsa, OK",373602,1008,12,269.81
1988,VA12800,"Virginia Beach, VA",355562,327,12,91.97
1988,DCMPD00,"Washington, DC",620000,5689,12,917.58
1988,KS08703,"Wichita, KS",292733,628,12,214.53
1988,,United States,,,,
1989,NM00101,"Albuquerque, NM",384801,1032,12,268.19
1989,TX22001,"Arlington, TX",259796,552,12,212.47
1989,GAAPD00,"Atlanta, GA",426482,6796,12,1593.5
1989,CO00101,"Aurora, CO",219780,378,12,171.99
1989,TX22701,"Austin, TX",468907,1019,12,217.31
1989,MD00301,"Baltimore County, MD",700068,1804,12,257.69
1989,MDBPD00,"Baltimore, MD",763138,7966,12,1043.85
1989,MA01301,"Boston, MA",580095,5866,12,1011.21
1989,NY01401,"Buffalo, NY",314284,1829,12,581.96
1989,NC06001,"Charlotte, NC",372612,2369,12,635.78
1989,ILCPD00,"Chicago, IL",2988260,31588,12,1057.07
1989,OHCIP00,"Cincinnati, OH",372282,1428,12,383.58
1989,OHCLP00,"Cleveland, OH",523906,4045,12,772.09
1989,OHCOP00,"Columbus, OH",572341,3127,12,546.35
1989,TXDPD00,"Dallas, TX",996320,9442,12,947.69
1989,CODPD00,"Denver, CO",494589,1267,12,256.17
1989,MI82349,"Detroit, MI",1039599,11902,12,1144.86
1989,TX07102,"El Paso, TX",515607,1139,12,220.9
1989,VA02901,"Fairfax County, VA",742741,528,12,71.09
1989,TX22012,"Fort Worth, TX",430481,2525,12,586.55
1989,CA01005,"Fresno, CA",315218,1525,12,483.79
1989,HI00200,"Honolulu, HI",848959,809,0,95.29
1989,TXHPD00,"Houston, TX",1713499,9820,12,573.1
1989,INIPD00,"Indianapolis, IN",484056,1806,12,373.1
1989,FL01602,"Jacksonville, FL",654737,3940,12,601.77
1989,MOKPD00,"Kansas City, MO",440435,3824,12,868.23
1989,NV00201,"Las Vegas, NV",536148,2046,12,381.61
1989,CA01941,"Long Beach, CA",426025,3763,12,883.28
1989,CA01900,"Los Angeles County, CA",1046235,4053,12,387.39
1989,CA01942,"Los Angeles, CA",3441449,31063,12,902.61
1989,KY05680,"Louisville, KY",,,,
1989,TNMPD00,"Memphis, TN",651081,3781,12,580.73
1989,AZ00717,"Mesa, AZ",285883,213,12,74.51
1989,FL01300,"Miami-Dade County, FL",972785,7877,12,809.74
1989,FL01306,"Miami, FL",381206,7289,12,1912.09
1989,WIMPD00,"Milwaukee, WI",600898,2415,12,401.9
1989,MN02711,"Minneapolis, MN",348384,2524,12,724.49
1989,MD01604,"Montgomery County, MD",705979,835,12,118.28
1989,TN01901,"Nashville, TN",501398,1608,12,320.7
1989,NY02900,"Nassau County, NY",1046197,962,12,91.95
1989,LANPD00,"New Orleans, LA",528589,5449,12,1030.86
1989,NY03030,"New York City, NY",7369454,93377,12,1267.08
1989,NJNPD00,"Newark, NJ",313839,5310,12,1691.95
1989,CA00109,"Oakland, CA",366305,3224,12,880.14
1989,OK05506,"Oklahoma City, OK",431982,1617,12,374.32
1989,NB02802,"Omaha, NE",355110,639,12,179.94
1989,FL04804,"Orlando, FL",160197,1189,12,742.21
1989,PAPEP00,"Philadelphia, PA",1652188,10233,12,619.36
1989,AZ00723,"Phoenix, AZ",941948,2615,12,277.62
1989,PAPPD00,"Pittsburgh, PA",376412,2471,12,656.46
1989,OR02602,"Portland, OR",425788,2667,12,626.37
1989,MD01721,"Prince George's County, MD",608611,3141,12,516.09
1989,NC09201,"Raleigh, NC",189132,380,12,200.92
1989,CA03404,"Sacramento, CA",347172,1654,12,476.42
1989,UT01803,"Salt Lake City, UT",154304,484,12,313.67
1989,TXSPD00,"San Antonio, TX",949691,2710,12,285.36
1989,CA03711,"San Diego, CA",1098639,3585,12,326.31
1989,CA03801,"San Francisco, CA",750964,5005,12,666.48
1989,CA04313,"San Jose, CA",757964,995,12,131.27
1989,WASPD00,"Seattle, WA",514398,2448,12,475.9
1989,MOSPD00,"St. Louis, MO",405066,4220,12,1041.81
1989,NY05101,"Suffolk County, NY",1194717,1286,12,107.64
1989,FL02902,"Tampa, FL",289463,3137,12,1083.73
1989,AZ01003,"Tucson, AZ",393319,686,10,174.41
1989,OK07205,"Tulsa, OK",366297,1416,12,386.57
1989,VA12800,"Virginia Beach, VA",370316,318,12,85.87
1989,DCMPD00,"Washington, DC",604000,6541,12,1082.95
1989,KS08703,"Wichita, KS",297391,970,12,326.17
1989,,United States,,,,
1990,NM00101,"Albuquerque, NM",384736,1030,12,267.72
1990,TX22001,"Arlington, TX",261721,586,12,223.9
1990,GAAPD00,"Atlanta, GA",394017,6109,12,1550.44
1990,CO00101,"Aurora, CO",222103,397,12,178.75
1990,TX22701,"Austin, TX",465622,1461,12,313.77
1990,MD00301,"Baltimore County, MD",692134,1707,12,246.63
1990,MDBPD00,"Baltimore, MD",736014,9477,12,1287.61
1990,MA01301,"Boston, MA",574283,6022,12,1048.61
1990,NY01401,"Buffalo, NY",328123,2172,12,661.95
1990,NC06001,"Charlotte, NC",395934,3208,12,810.24
1990,ILCPD00,"Chicago, IL",2783726,37156,12,1334.76
1990,OHCIP00,"Cincinnati, OH",364040,1613,12,443.08
1990,OHCLP00,"Cleveland, OH",505616,4917,12,972.48
1990,OHCOP00,"Columbus, OH",632910,3541,12,559.48
1990,TXDPD00,"Dallas, TX",1006877,10565,12,1049.28
1990,CODPD00,"Denver, CO",467610,1312,12,280.58
1990,MI82349,"Detroit, MI",1027974,13010,12,1265.6
1990,TX07102,"El Paso, TX",515342,1381,12,267.98
1990,VA02901,"Fairfax County, VA",787593,490,12,62.21
1990,TX22012,"Fort Worth, TX",447619,2801,12,625.76
1990,CA01005,"Fresno, CA",354202,1592,12,449.46
1990,HI00200,"Honolulu, HI",836231,889,12,106.31
1990,TXHPD00,"Houston, TX",1630553,12921,12,792.43
1990,INIPD00,"Indianapolis, IN",483549,1642,12,339.57
1990,FL01602,"Jacksonville, FL",636680,3963,12,622.45
1990,MOKPD00,"Kansas City, MO",434711,4492,12,1033.33
1990,NV00201,"Las Vegas, NV",616243,2229,12,361.71
1990,CA01941,"Long Beach, CA",429433,4193,12,976.4
1990,CA01900,"Los Angeles County, CA",970620,4664,12,480.52
1990,CA01942,"Los Angeles, CA",3485398,36098,12,1035.69
1990,KY05680,"Louisville, KY",,,,
1990,TNMPD00,"Memphis, TN",610337,4152,12,680.28
1990,AZ00717,"Mesa, AZ",288091,275,12,95.46
1990,FL01300,"Miami-Dade County, FL",1036888,8368,12,807.03
1990,FL01306,"Miami, FL",358548,8172,12,2279.19
1990,WIMPD00,"Milwaukee, WI",628100,4146,12,660.09
1990,MN02711,"Minneapolis, MN",368383,2558,1,694.39
1990,MD01604,"Montgomery County, MD",744830,807,12,108.35
1990,TN01901,"Nashville, TN",499565,2164,12,433.18
1990,NY02900,"Nassau County, NY",1009921,1014,12,100.4
1990,LANPD00,"New Orleans, LA",496938,6048,12,1217.05
1990,NY03030,"New York City, NY",7322564,100280,12,1369.47
1990,NJNPD00,"Newark, NJ",275221,6021,12,2187.7
1990,CA00109,"Oakland, CA",372242,3230,12,867.72
1990,OK05506,"Oklahoma City, OK",444719,1398,12,314.36
1990,NB02802,"Omaha, NE",335795,604,12,179.87
1990,FL04804,"Orlando, FL",164693,1449,12,879.82
1990,PAPEP00,"Philadelphia, PA",1585577,12806,12,807.66
1990,AZ00723,"Phoenix, AZ",983403,3383,12,344.01
1990,PAPPD00,"Pittsburgh, PA",369879,2319,12,626.96
1990,OR02602,"Portland, OR",437319,2541,12,581.04
1990,MD01721,"Prince George's County, MD",613616,3606,12,587.66
1990,NC09201,"Raleigh, NC",207951,388,12,186.58
1990,CA03404,"Sacramento, CA",369365,1790,12,484.62
1990,UT01803,"Salt Lake City, UT",159936,539,12,337.01
1990,TXSPD00,"San Antonio, TX",935933,2864,12,306
1990,CA03711,"San Diego, CA",1110549,4331,12,389.99
1990,CA03801,"San Francisco, CA",723959,7053,12,974.23
1990,CA04313,"San Jose, CA",782248,1034,12,132.18
1990,WASPD00,"Seattle, WA",516259,2695,12,522.02
1990,MOSPD00,"St. Louis, MO",396685,4708,12,1186.84
1990,NY05101,"Suffolk County, NY",1189974,1419,12,119.25
1990,FL02902,"Tampa, FL",280015,3163,12,1129.58
1990,AZ01003,"Tucson, AZ",405390,902,12,222.5
1990,OK07205,"Tulsa, OK",367302,1539,12,419
1990,VA12800,"Virginia Beach, VA",393069,424,12,107.87
1990,DCMPD00,"Washington, DC",606900,7365,12,1213.54
1990,KS08703,"Wichita, KS",304011,1079,12,354.92
1990,,United States,,,,
1991,NM00101,"Albuquerque, NM",393148,1307,12,332.44
1991,TX22001,"Arlington, TX",267306,700,12,261.87
1991,GAAPD00,"Atlanta, GA",403085,6479,12,1607.35
1991,CO00101,"Aurora, CO",227670,564,12,247.73
1991,TX22701,"Austin, TX",475558,1555,12,326.98
1991,MD00301,"Baltimore County, MD",703563,2139,12,304.02
1991,MDBPD00,"Baltimore, MD",748099,10770,12,1439.65
1991,MA01301,"Boston, MA",572454,4784,12,835.7
1991,NY01401,"Buffalo, NY",329353,2705,12,821.31
1991,NC06001,"Charlotte, NC",402618,2899,12,720.04
1991,ILCPD00,"Chicago, IL",2811478,43783,12,1557.29
1991,OHCIP00,"Cincinnati, OH",367123,2315,12,630.58
1991,OHCLP00,"Cleveland, OH",509898,5132,12,1006.48
1991,OHCOP00,"Columbus, OH",638533,3747,12,586.81
1991,TXDPD00,"Dallas, TX",1028362,11254,12,1094.36
1991,CODPD00,"Denver, CO",479468,1635,12,341
1991,MI82349,"Detroit, MI",1036246,13569,12,1309.44
1991,TX07102,"El Paso, TX",526339,1484,12,281.95
1991,VA02901,"Fairfax County, VA",800147,477,12,59.61
1991,TX22012,"Fort Worth, TX",457171,3426,12,749.39
1991,CA01005,"Fresno, CA",361580,2182,12,603.46
1991,HI00200,"Honolulu, HI",856432,860,12,100.42
1991,TXHPD00,"Houston, TX",1665756,13883,12,833.44
1991,INIPD00,"Indianapolis, IN",489392,2001,12,408.87
1991,FL01602,"Jacksonville, FL",653515,3846,12,588.51
1991,MOKPD00,"Kansas City, MO",438188,4955,12,1130.79
1991,NV00201,"Las Vegas, NV",656391,3193,12,486.45
1991,CA01941,"Long Beach, CA",438378,4071,12,928.65
1991,CA01900,"Los Angeles County, CA",990838,4527,12,456.89
1991,CA01942,"Los Angeles, CA",3558316,39778,12,1117.89
1991,KY05680,"Louisville, KY",,,,
1991,TNMPD00,"Memphis, TN",619981,4504,12,726.47
1991,AZ00717,"Mesa, AZ",294754,389,12,131.97
1991,FL01300,"Miami-Dade County, FL",1064064,8635,12,811.51
1991,FL01306,"Miami, FL",367945,8477,12,2303.88
1991,WIMPD00,"Milwaukee, WI",636342,4252,12,668.19
1991,MN02711,"Minneapolis, MN",373303,2610,12,699.16
1991,MD01604,"Montgomery County, MD",757060,979,12,129.32
1991,TN01901,"Nashville, TN",507328,2648,12,521.95
1991,NY02900,"Nassau County, NY",1013708,1181,12,116.5
1991,LANPD00,"New Orleans, LA",500791,5969,12,1191.91
1991,NY03030,"New York City, NY",7350023,98512,12,1340.3
1991,NJNPD00,"Newark, NJ",276510,5201,12,1880.94
1991,CA00109,"Oakland, CA",379995,3933,12,1035.01
1991,OK05506,"Oklahoma City, OK",449025,1499,12,333.83
1991,NB02802,"Omaha, NE",338987,634,12,187.03
1991,FL04804,"Orlando, FL",169009,759,6,449.09
1991,PAPEP00,"Philadelphia, PA",1596699,13921,12,871.86
1991,AZ00723,"Phoenix, AZ",995895,3448,12,346.22
1991,PAPPD00,"Pittsburgh, PA",372349,2704,12,726.2
1991,OR02602,"Portland, OR",449671,2723,12,605.55
1991,MD01721,"Prince George's County, MD",622433,3796,12,609.86
1991,NC09201,"Raleigh, NC",211350,652,12,308.49
1991,CA03404,"Sacramento, CA",377058,2280,12,604.68
1991,UT01803,"Salt Lake City, UT",164313,474,12,288.47
1991,TXSPD00,"San Antonio, TX",955905,3778,12,395.23
1991,CA03711,"San Diego, CA",1133681,5331,12,470.24
1991,CA03801,"San Francisco, CA",739039,7020,12,949.88
1991,CA04313,"San Jose, CA",798542,1328,12,166.3
1991,WASPD00,"Seattle, WA",532418,2761,12,518.58
1991,MOSPD00,"St. Louis, MO",399858,5294,12,1323.97
1991,NY05101,"Suffolk County, NY",1194436,1683,11,140.9
1991,FL02902,"Tampa, FL",287354,3010,12,1047.49
1991,AZ01003,"Tucson, AZ",414766,889,12,214.34
1991,OK07205,"Tulsa, OK",370735,1469,12,396.24
1991,VA12800,"Virginia Beach, VA",399334,512,12,128.21
1991,DCMPD00,"Washington, DC",598000,7265,12,1214.88
1991,KS08703,"Wichita, KS",306339,1404,12,458.32
1991,,United States,,,,
1992,NM00101,"Albuquerque, NM",401529,1460,12,363.61
1992,TX22001,"Arlington, TX",272037,725,12,266.51
1992,GAAPD00,"Atlanta, GA",410876,5824,12,1417.46
1992,CO00101,"Aurora, CO",233939,672,12,287.25
1992,TX22701,"Austin, TX",483975,1450,12,299.6
1992,MD00301,"Baltimore County, MD",710514,2293,12,322.72
1992,MDBPD00,"Baltimore, MD",755517,12263,12,1623.13
1992,MA01301,"Boston, MA",572822,4765,12,831.85
1992,NY01401,"Buffalo, NY",330466,2998,12,907.2
1992,NC06001,"Charlotte, NC",408951,3058,12,747.77
1992,ILCPD00,"Chicago, IL",2832901,38448,12,1357.2
1992,OHCIP00,"Cincinnati, OH",369707,2294,12,620.49
1992,OHCLP00,"Cleveland, OH",513487,4423,12,861.37
1992,OHCOP00,"Columbus, OH",643028,3585,12,557.52
1992,TXDPD00,"Dallas, TX",1046562,9532,12,910.79
1992,CODPD00,"Denver, CO",492672,1804,12,366.17
1992,MI82349,"Detroit, MI",1044128,12194,12,1167.86
1992,TX07102,"El Paso, TX",535655,1610,12,300.57
1992,VA02901,"Fairfax County, VA",811733,473,12,58.27
1992,TX22012,"Fort Worth, TX",465262,3488,12,749.69
1992,CA01005,"Fresno, CA",367376,3094,12,842.19
1992,HI00200,"Honolulu, HI",875297,1013,12,115.73
1992,TXHPD00,"Houston, TX",1695239,11130,12,656.54
1992,INIPD00,"Indianapolis, IN",493928,2157,12,436.7
1992,FL01602,"Jacksonville, FL",663899,3614,12,544.36
1992,MOKPD00,"Kansas City, MO",441162,4494,12,1018.67
1992,NV00201,"Las Vegas, NV",678385,3609,12,532
1992,CA01941,"Long Beach, CA",445405,3583,12,804.44
1992,CA01900,"Los Angeles County, CA",922758,5471,12,592.9
1992,CA01942,"Los Angeles, CA",3615355,39508,12,1092.78
1992,KY05680,"Louisville, KY",,,,
1992,TNMPD00,"Memphis, TN",628865,5341,12,849.31
1992,AZ00717,"Mesa, AZ",301200,295,12,97.94
1992,FL01300,"Miami-Dade County, FL",1080971,7488,12,692.71
1992,FL01306,"Miami, FL",373791,7065,12,1890.09
1992,WIMPD00,"Milwaukee, WI",643017,4334,12,674.01
1992,MN02711,"Minneapolis, MN",377345,3075,12,814.9
1992,MD01604,"Montgomery County, MD",764539,930,12,121.64
1992,TN01901,"Nashville, TN",514771,2668,12,518.29
1992,NY02900,"Nassau County, NY",1017134,1381,12,135.77
1992,LANPD00,"New Orleans, LA",505008,5341,12,1057.61
1992,NY03030,"New York City, NY",7375097,91239,12,1237.12
1992,NJNPD00,"Newark, NJ",277544,5389,12,1941.67
1992,CA00109,"Oakland, CA",386086,4610,12,1194.03
1992,OK05506,"Oklahoma City, OK",454255,1836,12,404.18
1992,NB02802,"Omaha, NE",341753,400,8,117.04
1992,FL04804,"Orlando, FL",171694,808,12,470.6
1992,PAPEP00,"Philadelphia, PA",1603638,11681,12,728.41
1992,AZ00723,"Phoenix, AZ",999900,3140,12,314.03
1992,PAPPD00,"Pittsburgh, PA",373842,2989,12,799.54
1992,OR02602,"Portland, OR",458132,2686,12,586.29
1992,MD01721,"Prince George's County, MD",629853,3310,12,525.52
1992,NC09201,"Raleigh, NC",214674,887,12,413.18
1992,CA03404,"Sacramento, CA",383102,2322,12,606.1
1992,UT01803,"Salt Lake City, UT",168304,470,12,279.26
1992,TXSPD00,"San Antonio, TX",972824,3485,12,358.24
1992,CA03711,"San Diego, CA",1151853,5321,12,461.95
1992,CA03801,"San Francisco, CA",750885,8278,12,1102.43
1992,CA04313,"San Jose, CA",811342,1231,12,151.72
1992,WASPD00,"Seattle, WA",544940,2577,12,472.9
1992,MOSPD00,"St. Louis, MO",402573,4936,12,1226.11
1992,NY05101,"Suffolk County, NY",1198473,1773,12,147.94
1992,FL02902,"Tampa, FL",291920,2999,12,1027.34
1992,AZ01003,"Tucson, AZ",423836,970,12,228.86
1992,OK07205,"Tulsa, OK",375053,1344,12,358.35
1992,VA12800,"Virginia Beach, VA",405116,612,12,151.07
1992,DCMPD00,"Washington, DC",589000,7456,12,1265.87
1992,KS08703,"Wichita, KS",309955,1340,12,432.32
1992,,United States,,,,
1993,NM00101,"Albuquerque, NM",407286,1552,12,381.06
1993,TX22001,"Arlington, TX",281336,710,12,252.37
1993,GAAPD00,"Atlanta, GA",402877,6045,12,1500.46
1993,CO00101,"Aurora, CO",246610,740,12,300.07
1993,TX22701,"Austin, TX",502018,1555,12,309.75
1993,MD00301,"Baltimore County, MD",712020,2307,12,324.01
1993,MDBPD00,"Baltimore, MD",732968,12376,12,1688.48
1993,MA01301,"Boston, MA",553870,4081,12,736.82
1993,NY01401,"Buffalo, NY",324855,2898,12,892.09
1993,NC06001,"Charlotte, NC",422862,3227,12,763.13
1993,ILCPD00,"Chicago, IL",2788996,35189,12,1261.71
1993,OHCIP00,"Cincinnati, OH",366591,2327,12,634.77
1993,OHCLP00,"Cleveland, OH",505730,4297,12,849.66
1993,OHCOP00,"Columbus, OH",646933,3887,12,600.84
1993,TXDPD00,"Dallas, TX",1042619,7420,12,711.67
1993,CODPD00,"Denver, CO",498402,1863,12,373.79
1993,MI82349,"Detroit, MI",1020062,13591,12,1332.37
1993,TX07102,"El Paso, TX",554515,1561,12,281.51
1993,VA02901,"Fairfax County, VA",836460,460,12,54.99
1993,TX22012,"Fort Worth, TX",463373,2750,12,593.47
1993,CA01005,"Fresno, CA",379977,2879,12,757.68
1993,HI00200,"Honolulu, HI",875455,1085,12,123.94
1993,TXHPD00,"Houston, TX",1724327,10772,12,624.71
1993,INIPD00,"Indianapolis, IN",377723,2050,12,542.73
1993,FL01602,"Jacksonville, FL",672310,3604,12,536.06
1993,MOKPD00,"Kansas City, MO",435428,3891,12,893.6
1993,NV00201,"Las Vegas, NV",717441,3572,12,497.88
1993,CA01941,"Long Beach, CA",443259,3717,12,838.56
1993,CA01900,"Los Angeles County, CA",947137,4603,12,485.99
1993,CA01942,"Los Angeles, CA",3525317,38415,12,1089.69
1993,KY05680,"Louisville, KY",,,,
1993,TNMPD00,"Memphis, TN",618981,5366,12,866.91
1993,AZ00717,"Mesa, AZ",304695,410,12,134.56
1993,FL01300,"Miami-Dade County, FL",1103461,7878,12,713.94
1993,FL01306,"Miami, FL",372519,7082,12,1901.11
1993,WIMPD00,"Milwaukee, WI",623114,4022,12,645.47
1993,MN02711,"Minneapolis, MN",366642,3178,12,866.79
1993,MD01604,"Montgomery County, MD",775718,842,12,108.54
1993,TN01901,"Nashville, TN",513648,2709,12,527.4
1993,NY02900,"Nassau County, NY",1028280,1129,12,109.79
1993,LANPD00,"New Orleans, LA",491619,5179,12,1053.46
1993,NY03030,"New York City, NY",7347257,86001,12,1170.52
1993,NJNPD00,"Newark, NJ",269892,5892,12,2183.1
1993,CA00109,"Oakland, CA",377037,4559,12,1209.17
1993,OK05506,"Oklahoma City, OK",457448,1724,12,376.87
1993,NB02802,"Omaha, NE",341499,752,12,220.21
1993,FL04804,"Orlando, FL",176748,1107,12,626.32
1993,PAPEP00,"Philadelphia, PA",1559534,11531,12,739.39
1993,AZ00723,"Phoenix, AZ",1039369,3437,12,330.68
1993,PAPPD00,"Pittsburgh, PA",368473,2784,12,755.55
1993,OR02602,"Portland, OR",454889,2305,12,506.72
1993,MD01721,"Prince George's County, MD",632201,3875,12,612.94
1993,NC09201,"Raleigh, NC",224057,795,12,354.82
1993,CA03404,"Sacramento, CA",386732,2310,12,597.31
1993,UT01803,"Salt Lake City, UT",170380,498,12,292.29
1993,TXSPD00,"San Antonio, TX",985456,2979,12,302.3
1993,CA03711,"San Diego, CA",1160603,4651,12,400.74
1993,CA03801,"San Francisco, CA",736377,8454,12,1148.05
1993,CA04313,"San Jose, CA",809528,1186,12,146.51
1993,WASPD00,"Seattle, WA",531274,2670,12,502.57
1993,MOSPD00,"St. Louis, MO",387053,6223,12,1607.79
1993,NY05101,"Suffolk County, NY",1211097,1697,12,140.12
1993,FL02902,"Tampa, FL",288877,2965,12,1026.39
1993,AZ01003,"Tucson, AZ",426344,894,12,209.69
1993,OK07205,"Tulsa, OK",378350,1143,12,302.1
1993,VA12800,"Virginia Beach, VA",423387,631,12,149.04
1993,DCMPD00,"Washington, DC",578000,7107,12,1229.58
1993,KS08703,"Wichita, KS",313597,1327,12,423.15
1993,,United States,,,,
1994,NM00101,"Albuquerque, NM",416917,1434,12,343.95
1994,TX22001,"Arlington, TX",286748,654,12,228.07
1994,GAAPD00,"Atlanta, GA",411204,5343,12,1299.36
1994,CO00101,"Aurora, CO",252833,623,12,246.41
1994,TX22701,"Austin, TX",511676,1542,12,301.36
1994,MD00301,"Baltimore County, MD",717879,2165,12,301.58
1994,MDBPD00,"Baltimore, MD",739180,11275,12,1525.34
1994,MA01301,"Boston, MA",556724,4245,12,762.5
1994,NY01401,"Buffalo, NY",324354,3269,12,1007.85
1994,NC06001,"Charlotte, NC",527121,2713,12,514.68
1994,ILCPD00,"Chicago, IL",2802494,33925,12,1210.53
1994,OHCIP00,"Cincinnati, OH",366953,2131,12,580.73
1994,OHCLP00,"Cleveland, OH",506230,3924,12,775.14
1994,OHCOP00,"Columbus, OH",647860,3599,12,555.52
1994,TXDPD00,"Dallas, TX",1062677,7077,12,665.96
1994,CODPD00,"Denver, CO",511085,1714,12,335.36
1994,MI82349,"Detroit, MI",1022283,12772,12,1249.36
1994,TX07102,"El Paso, TX",565183,1086,12,192.15
1994,VA02901,"Fairfax County, VA",844322,428,12,50.69
1994,TX22012,"Fort Worth, TX",472288,2379,12,503.72
1994,CA01005,"Fresno, CA",382655,2810,12,734.34
1994,HI00200,"Honolulu, HI",880687,1058,12,120.13
1994,TXHPD00,"Houston, TX",1758016,9981,12,567.74
1994,INIPD00,"Indianapolis, IN",380302,2454,12,645.28
1994,FL01602,"Jacksonville, FL",685776,3427,12,499.73
1994,MOKPD00,"Kansas City, MO",439089,3727,12,848.8
1994,NV00201,"Las Vegas, NV",752577,3805,12,505.6
1994,CA01941,"Long Beach, CA",446383,3425,12,767.28
1994,CA01900,"Los Angeles County, CA",953814,4095,12,429.33
1994,CA01942,"Los Angeles, CA",3550381,30817,12,867.99
1994,KY05680,"Louisville, KY",,,,
1994,TNMPD00,"Memphis, TN",628375,4988,12,793.79
1994,AZ00717,"Mesa, AZ",315456,407,12,129.02
1994,FL01300,"Miami-Dade County, FL",1125748,7021,12,623.67
1994,FL01306,"Miami, FL",379980,5841,12,1537.19
1994,WIMPD00,"Milwaukee, WI",628737,4017,12,638.9
1994,MN02711,"Minneapolis, MN",370834,3444,12,928.72
1994,MD01604,"Montgomery County, MD",781306,869,12,111.22
1994,TN01901,"Nashville, TN",521301,2652,12,508.73
1994,NY02900,"Nassau County, NY",1026696,1007,12,98.08
1994,LANPD00,"New Orleans, LA",493990,4822,12,976.13
1994,NY03030,"New York City, NY",7336224,72540,12,988.79
1994,NJNPD00,"Newark, NJ",271025,5775,12,2130.8
1994,CA00109,"Oakland, CA",379695,3877,12,1021.08
1994,OK05506,"Oklahoma City, OK",461271,1748,12,378.95
1994,NB02802,"Omaha, NE",344975,918,12,266.11
1994,FL04804,"Orlando, FL",180288,1095,12,607.36
1994,PAPEP00,"Philadelphia, PA",1560576,12706,12,814.19
1994,AZ00723,"Phoenix, AZ",1076108,3451,12,320.69
1994,PAPPD00,"Pittsburgh, PA",368594,2469,12,669.84
1994,OR02602,"Portland, OR",463072,2344,12,506.18
1994,MD01721,"Prince George's County, MD",637404,3498,12,548.79
1994,NC09201,"Raleigh, NC",228090,825,12,361.7
1994,CA03404,"Sacramento, CA",389458,2292,12,588.51
1994,UT01803,"Salt Lake City, UT",174827,502,12,287.14
1994,TXSPD00,"San Antonio, TX",999900,2781,12,278.13
1994,CA03711,"San Diego, CA",1168785,3845,12,328.97
1994,CA03801,"San Francisco, CA",741568,6624,12,893.24
1994,CA04313,"San Jose, CA",815235,1109,12,136.03
1994,WASPD00,"Seattle, WA",540268,2536,12,469.4
1994,MOSPD00,"St. Louis, MO",390437,6025,12,1543.14
1994,NY05101,"Suffolk County, NY",1209231,1226,5,101.39
1994,FL02902,"Tampa, FL",294663,3378,12,1146.39
1994,AZ01003,"Tucson, AZ",441402,1012,12,229.27
1994,OK07205,"Tulsa, OK",381640,1071,12,280.63
1994,VA12800,"Virginia Beach, VA",427471,609,12,142.47
1994,DCMPD00,"Washington, DC",570000,6311,12,1107.19
1994,KS08703,"Wichita, KS",316629,1060,12,334.78
1994,,United States,,,,
1995,NM00101,"Albuquerque, NM",419714,1623,12,386.69
1995,TX22001,"Arlington, TX",292324,521,12,178.23
